index,detectedEmotion,emotion,emotionsList,lemmatisation,rate,resultOfDetecting,text,words,wordsAfterLemmatisation,wordsFound
3229,positive,positive,"[wystrój, świetny, zewnętrzny, piwo]","[we, choć, wystrój, nie, ulubiony, powalać, moje, mimo, środek, polecać, bardzo, ogródek, w, wszystko, świetny, zewnętrzny, piwo]",5.0,0.05882352941176471,"Moje ulubione piwo we Wrocławiu ;) świetny ogródek zewnętrzny, choć wystrój w środku nie powala. Mimo wszystko bardzo polecam",19.0,17.0,4.0
3230,negative,positive,"[nic, marcowy, ciekawy, miejsce, różny, robiony, piwo]","[móc, powiedzieć, nic, marcowy, nie, jedzenie, tam, ciekawy, miejsce, różny, gdyż, na, robiony, o, bardzo, w, dobre, piwo]",4.0,-0.19444444444444445,"Bardzo dobre piwo w ciekawym miejscu. Piwo robione na miejscu, różne rodzaje-polecam marcowe. O jedzeniu nie mogę nic powiedzieć, gdyż nie jadlysmy tam.",23.0,18.0,7.0
3231,positive,positive,"[par, fajny, fajny, ludzie, sprawa, miejsce, piwo]","[do, powiedzieć, co, spotkanie, z, spiż, najbardziej, lato, par, młodszy, mi, dobre, starszy, chleb, a, fajny, fajny, dawać, ludzie, i, od, sprawa, miejsce, pamiętać, smalec, utkwić, odkąd, piwo]",5.0,0.07142857142857142,Powiem odkąd pamiętam Spiż fajne miejsce spotkań młodszych i starszych ludzi. Dobre Piwo. A co najbardziej utkwiło mi od Paru Lat dają do Piwo chleb ze smalcem fajna sprawa,29.0,28.0,7.0
3232,positive,positive,"[miejsce, rewelacyjny, miejsce, piwo]","[do, we, nadal, w, miejsce, się, ale, podrobić, posiłki, obsługa, bywać, mimo, rodzaj, różnie, top, rewelacyjny, miejsce, pojawienie, to, nie, jedyne, swoje, z, wiele, piwo]",4.0,0.02666666666666667,"Z obsługą, miejscem, posiłkami bywa różnie, ale piwo jedyne w swoim rodzaju nie do podrobienia, mimo pojawienia się wielu minibrowarów to piwo nadal rewelacyjne. Top 10 miejsc we Wrocławiu.",29.0,25.0,4.0
3233,negative,positive,"[smaczny, letni, raz, otwarty, piwo]","[wszystko, smaczny, lokal, letni, okres, być, być, miłośnik, raz, kilka, d, otwarty, i, polecać, przed, spiż, bardzo, naprawdę, już, w, ogródek, piwo]",4.0,-0.05984848484848486,"Piwo w Spiżu jest bardzo smaczne, byłam już kilka razy i naprawdę polecam wszystkim miłośnikom :D w okresie letnim przed lokalem otwarty jest ogródek.",24.0,22.0,5.0
3234,positive,positive,"[ten, prawdziwy, ten, charakter, miejsce, naturalny, piwo]","[do, we, ten, prawdziwy, browar, być, piwniczny, własne, ten, klimat, a, spiża, zdecydowanie, charakter, na, miejsce, naturalny, jeśli, z, piwo]",5.0,0.010000000000000007,"Jeśli na piwo z własnego browaru będąc we Wrocławiu zdecydowanie do Spiża ! Prawdziwe, naturalne piwo a do tego ten piwniczny klimat dopelnia charakteru tego miejsca",26.0,20.0,7.0
3235,negative,positive,"[własny, robiony, piwo]","[wstąpić, do, zabudowania, wybór, stolik, własny, rodzaj, być, kilka, na, robiony, podziemie, kran, w, z, ratuszowy, piwo]",4.0,-0.14705882352941174,"Wstąp na piwo robione w podziemiach ratuszowych zabudowań.
Kilka rodzajów do wyboru.
Są stoliki z własnymi kranami ;)",18.0,17.0,3.0
3236,positive,negative,"[dobry, udany, kuchnia, cały, ludzie, nim, skarb]","[można, dobry, podsumowanie, podzielić, być, część, restauracyjny, piwnica, dla, udany, kuchnia, na, tu, bardzo, cały, ocena, rynek, móc, właściciel, ludzie, w, dzięki, nim, dwa, bo, być, skarb, obsługa, kadź, i, pieniądz, barowy, zostawiać, lokal, gdzie, moja, z, pomysł]",3.0,0.08596491228070176,"PODSUMOWANIE: Bardzo udany pomysł na cały lokal. Kuchnia mogłaby być lepsza. Obsługa bardzo podciągneła moją ocenę i jest skarbem dla właścicieli, bo dzięki nim ludzie zostawiają tu pieniądze.
LOKAL: W rynku. W piwnicach podzielony na dwie części barową (z kadziami) i restauracyjną, gdzie można zjeść...Więcej",45.0,38.0,7.0
3237,negative,positive,"[mały, deska, piwo, piwo, lokalny]","[do, zawsze, mały, starać, się, lokalnie, spiż, nie, godne, degustacja, deska, oferować, rodzaj, piwo, browar, wystarczyć, kufelek, może, warzyć, wizyta, piwo, w, jednać, kieliszek, lokalny, probować, więc, swoje, polecenie]",4.0,-0.13793103448275862,"zawsze staram się probować lokalnych browarów, 6 rodzajów lokalnie warzonego piwa godne polecenia, szkoda,że Spiż nie oferuje deski swoich piw w kieliszkach do degustacji, najmniejszy kufelek 0.3l więc jedna wizyta może nie wystarczyć",33.0,29.0,5.0
3238,negative,positive,"[jeden, piwny, duży, wygórowany, piwo]","[warto, mini, można, jeden, się, browar, własne, nie, piwny, podawać, duży, cena, budynek, środek, na, z, zobaczyć, w, naprawdę, rynek, zewnątrz, odwiedzić, wygórowany, znajdować, ogródek, piwo]",4.0,-0.08333333333333334,"Podają piwo z własnego mini browaru. W środku budynku można zobaczyć fermentujace piwo, na zewnątrz znajduje się jeden z największych ogródków piwnych na Rynku. Ceny naprawdę nie wygórowane. Warto odwiedzić.",30.0,26.0,5.0
3239,negative,negative,"[restauracja, zachowanie, przesada, prosty, lekki]","[do, marudzić, gdyby, mi, ale, za, nie, restauracja, cena, powód, zachowanie, przesada, zupa, porcja, to, i, przez, po, my, prosty, postawa, kelner, swoje, lekki]",3.0,-0.08333333333333333,"Zamowione przez nas zupy byly wysmienite ale porcje po prostu smieszne.
Nie byloby powodu do marudzenia gdyby nie ceny. 16 - 22 zlote za mala miseczke zupy to lekka przesada. Calosci wrazenia dopelnil ""pan"" kelner, ktory swoim zachowaniem i postawa przypomnial mi atmosfere restauracji z...Więcej",45.0,24.0,5.0
3240,negative,positive,"[każdy, gratis, sam, restauracja, pszeniczny, rewelacyjny, piwo, miejsce, piwo]","[każdy, do, siedzenie, gratis, polecać, sam, dużo, w, piwiarnia, centrum, restauracja, pszeniczny, kufelek, rewelacyjny, chlebek, stare, piwo, smalec, miejsce, rynek, z, piwo]",5.0,-0.015151515151515147,"Piwiarnia - restauracja w samym centrum starego rynku. Dużo miejsca do siedzenia. Rewelacyjne piwo, polecam pszeniczne (10 PLN kufelek). Do każdego piwa chlebek ze smalcem gratis.",26.0,22.0,9.0
3241,neutral,negative,[inny],"[a, być, zawsze, wrażenia, przereklamować, od, lubić, średnia, i, jakość, moje, jednia, niejednokrotnie, inny, tak]",2.0,0.0,"Przereklamowane i tak od zawsze, jedni lubią a inni nie,drogo,druga jakość , średnia obsługa...to moje wrażenia a byłem niejednokrotnie",19.0,15.0,1.0
3242,negative,positive,"[kolejny, wzgląd, piwo, miejsce, sam, gorycz, noga, ten, tutejszy, który]","[iż, do, z, fanka, kolejny, knajpka, tam, wzgląd, piwo, miejsce, znaleźć, jednak, na, z, dzień, sam, gorycz, noga, rynek, jednać, tym, zachwycić, różnorodność, trafić, ten, wyrabiać, być, miąć, nie, już, bardzo, napój, prowadzić, tutejszy, w, który, przypadkowo, sposób]",5.0,-0.10526315789473684,"Do Spizu trafiłam przypadkowo, jedna z knajpek na Rynku, jednak już w kolejne dni nogi same tam prowadziły! Różnorodność piw wyrabianych na miejscu mnie zachwyciła tym bardziej, iż nie jestem fanką tego napoju ze względu na gorycz, której jednak nie sposób znaleźć w tutejszych piwach!...Więcej",45.0,38.0,10.0
3243,positive,positive,"[świeży, wysoki, kultowy, ciemny, miejsce, piwo]","[do, świeży, zawsze, wysoki, z, tarta, uwielbiać, miąć, kultowy, ciemny, piwnica, chleb, a, dla, miejsce, i, na, ogródek, jakość, to, smalec, lato, chodzić, w, zima, dobre, spiża, piwo]",5.0,0.01162131519274377,"Uwielbiam chodzić do Spiża na ciemne piwo, latem na ogródku, a zimą w piwnicy. Piwo świeże i zawsze wysokiej jakości. Dla mnie to miejsce kultowe. Dobre tarty i chleb ze smalcem.",31.0,28.0,6.0
3244,positive,positive,"[jaki, rozsądny, ten, niezapomniany, dobry, smak, piwo]","[jaki, można, rozsądny, ten, niezapomniany, spożyć, polecać, we, obowiązkowo, nabyć, być, dobry, smak, cena, piwo]",5.0,0.2955555555555556,"Najlepsze piwo jakie można nabyć j spożyć we Wrocławiu. Obowiązkowo polecam, ten smak jest niezapomniany. Cena rozsądna.",17.0,15.0,7.0
3245,positive,positive,"[fajny, karmelowy, dobry, piwo]","[fajny, kelnerka, przekąska, knajpka, dobre, karmelowy, obsługiwać, też, dobry, być, piwo, móc, sprawnie]",4.0,0.11025641025641028,"Fajna knajpka, dobre piwo, karmelowe najlepsze, przekąski też mogą być!!, Kelnerki obsługują sprawnie!!",13.0,13.0,4.0
3246,positive,positive,"[letni, mama, karmelowy, naturalny, piwo, zdrowy, smak, wysoki, restauracja, miodowy]","[przed, ocenić, wybór, letni, być, toteż, mama, polecać, bardzo, to, karmelowy, oferta, jej, naturalny, jeśli, piwo, wszystko, zdrowy, smak, do, chodzić, ocena, nie, więc, być, stan, nigdy, osobiście, wysoki, korzystać, kilka, i, restauracja, o, miodowy, w, dobre, z, sezon]",5.0,0.027655677655677655,"Nigdy nie korzystałam z oferty restauracji, toteż nie jestem w stanie jej ocenić. Jeśli chodzi o piwo to najwyższa ocena. Piwo jest bardzo dobre, naturalne, więc zdrowe. Mamy do wyboru kilka smaków - osobiście polecam przede wszystkim miodowe i karmelowe.
W sezonie letnim w ogródku...Więcej",45.0,39.0,10.0
3247,positive,positive,"[każdy, smaczny, miodowy, smaczny, ciężki, bez, karmelowy]","[każdy, do, smaczny, miodowy, z, się, ale, zamówienie, lepiej, być, dostawać, juz, piwko, smaczny, ogórek, przełknąć, tłuściutki, i, chleb, ciężki, polecać, pierwsze, bez, pajda, karmelowy, smalec, naprawdę, wypicie, na, po, początek]",4.0,0.04880066170388751,"na początek do każdego pierwszego zamówienia dostaje się pajdę chleba ze smalcem - smaczne, ale tłuściutkie i bez ogórka ciężkie do przełknięcia :) ale po wypiciu naprawdę smacznego piwka jest juz lepiej :) polecam miodowe i karmelowe!",37.0,31.0,7.0
3248,negative,positive,"[idealny, smakosz, maruda, duży, duży, znajomy, miejsce, piwo, znajda, pozycja, piwo]","[idealny, wybór, smakosz, z, coś, dobre, więc, maruda, duży, duży, znajomy, spotkanie, dla, miejsce, na, słynny, odwiedzać, piwo, znajda, naprawdę, rynek, się, pozycja, obowiązkowy, piwo]",5.0,-0.15333333333333335,"Miejsce słynne na Rynku, idealne na spotkanie ze znajomymi. Piwo naprawdę dobre, duży wybór, więc największa maruda znajdzie coś dla siebie. Obowiązkowa pozycja dla odwiedzających Wrocław smakoszy piwa :-)",29.0,25.0,11.0
3249,negative,positive,"[sam, który, cebula, smaczny, cebula, mięsny]","[można, fan, praktycznie, zawierać, piwko, piwko, chociaż, pizza, zamówić, sam, polecać, przekąska, jeśli, do, który, jako, wegetariański, często, nie, ciasto, cebula, smaczny, móc, wręcz, zaryzykować, pić, jednak, być, cebula, i, okropna, mięsny, była, z, my]",4.0,-0.01904761904761905,Piwko smaczne;) chociaż my często piwka nie pijemy. Nie polecamy jednak pizzy która można zamówić jako przekąskę do piwka. Była wręcz okropna - i wegetariańska i mięsna zawierały praktycznie sama cebulę. Jeśli jesteś fanem cebuli z ciastem możesz zaryzykować.,39.0,35.0,6.0
3250,positive,positive,"[wymiar, strona, wszystek, dosłownie, drugi, jeden, ten, wiek, restauracja, pełny, świetny, miejsce, znaczenie, piwo]","[wymiar, słowa, strona, wszystek, dosłownie, drugi, jeden, ten, wiek, piwiarnia, spiż, a, restauracja, pełny, zupa, tak, świetny, miejsce, znaczenie, na, od, ważyć, rodzaj, to, w, chmielny, z, piwo]",5.0,0.056547619047619034,"Spiż to z jednej strony restauracja a z drugiej piwiarnia w pełnym wymiarze znaczenia tego słowa.
Świetne piwo ważone na miejscu dosłownie od wieków! Wszystkie rodzaje chmielnej zupy na 100% Tak!",31.0,28.0,14.0
3251,negative,positive,"[pszeniczny, lokalny, złocisty, ludek, czas, niski]","[pszeniczny, atrakcyjność, lokalny, spiż, trunek, złocisty, na, kufelek, ludek, wizyta, nawiązka, czas, tym, zdrowie, niemal, obowiązkowy, warzyć, całkiem, rekompensować, lato, by, lokal, kilka, odświeżyć, temu, browarz, i, wspomnienie, wychylić, niski, w, była, dobre, z]",4.0,-0.052941176470588235,Kilka lat temu wizyta w Spiżu była niemal obowiązkowa .... całkiem dobre złociste trunki warzone w tym lokalnym browarze rekompensowały z nawiązką niską atrakcyjność lokalu .... czas by odświeżyć wspomnienia i wychylić kufelek pszenicznego w Spiżu .... na zdrowie ... pyrsk ludkowie,42.0,34.0,6.0
3252,negative,positive,"[możliwość, smaczny, kolejny, raz, miejsce, piwo, butelka]","[być, możliwość, można, co, obiad, wzięcie, smaczny, ale, drogo, piwko, kolejny, jeść, nie, raz, taki, miejsce, mieć, i, na, spiż, pić, piwo, istnieć, wynos, w, trochę, butelka]",4.0,-0.0617283950617284,"W Spiżu byłem kolejny raz na piwku :) można je pić i pić i pić i pić . . . i pić :)
Obiad smaczny trochę drogo ale w takim miejscu nie ma co. . .
Istnieje możliwość wzięcia piwa na wynos w butelce.",44.0,27.0,7.0
3253,negative,negative,"[bar, długi, gust, wolny, piwo]","[do, ciężko, bar, spróbować, wart, nie, stolik, kolejka, długi, mi, przypaść, o, bardzo, lokal, gust, wolny, lecz, piwo]",3.0,-0.04040404040404042,"Piwo warte spróbowania, lecz lokal nie przypadł mi do gustu - ciężko o wolny stolik, kolejka do baru bardzo długa.",20.0,18.0,5.0
3254,positive,positive,"[ten, smaczny, miejsce, piękny, piwo]","[do, trudno, chleb, pajda, tyle, ten, że, smaczny, ratusz, widok, i, na, o, miejsce, wieczor, smalec, kamieniczka, z, piękny, z, ogródka, piwo]",4.0,0.07575757575757575,Smaczne piwo do tego pajda chleba ze smalcem - widok z ogródka na piękny ratusz i kamieniczki. Tyle że wieczorami o miejsce trudno:-),23.0,22.0,5.0
3255,neutral,positive,"[kolejny, wystrój, sympatyczny, raz, miejsce, przystępny, piwo]","[do, wracać, juz, powalać, kolejny, niezmiennie, wystrój, sympatyczny, nie, raz, miejsce, cena, na, przystępny, produkować, obsługa, sala, dobre, po, piwo]",4.0,0.0,Do Spizu wracam juz po raz kolejny. Niezmiennie dobre piwo produkowane na miejscu. Sala nie powala wystrojem. Obsługa sympatyczna. Ceny przystępne.,21.0,20.0,7.0
3256,negative,positive,"[duży, opcja, idealny, miejsce, minus]","[lokalizacja, siedzenie, karta, być, za, płacić, duży, wewnątrz, możliwości, opcja, na, oraz, idealny, miejsce, bardzo, w, zewnątrz, brak, minus]",4.0,-0.008771929824561401,Miejsce w idealnej lokalizacji. Opcja siedzenia wewnątrz oraz na zewnątrz. Bardzo duży minus za brak możliwości płacenia kartą będąc na zewnątrz.,21.0,19.0,5.0
3257,negative,positive,"[mały, jedyny, lokalny, piwo, który, inny, raz]","[być, z, tutaj, klimat, mały, lepiej, być, powstać, pomimo, zdecydowanie, browar, no, jedyny, kolejka, wiele, si, taki, lokalny, piwo, rodzaj, który, ilości, zima, kończyć, stan, wyprodukować, dobre, inny, uwierzyć, swoje, raz, mi, lato, chodzić, w, zaspokoić, browar]",5.0,-0.08108108108108109,Byłem wiele razy. Zdecydowanie lepiej chodzić zima - mi ciezko uwierzyć ze taki mały browar jest w stanie wyprodukować dobre piwo w ilości która zaspokoi latem niekończąca sie kolejkę. Pomimo ze powstało wiele innych browarów lokalnych tutaj klimat jest jedyny w swoim rodzaju No i...Więcej,45.0,37.0,7.0
3258,positive,positive,"[miejsce, piwo, każdy, miła, ten, znawca]","[wziąć, pajda, ale, być, miejsce, to, na, oczywiście, mapa, spiż, piwo, smalec, być, z, po, spacer, każdy, do, we, rynek, obok, warzyć, wytchnienie, nie, być, miła, ten, znawca, wycieczkowicz, punkt, sklep, obowiązkowy, w, obowiązkowo, dobre]",5.0,0.08571428571428573,"Nie byłeś w Spiżu, nie byłeś we Wrocławiu ! Obowiązkowy punkt na mapie każdego wycieczkowicza, miłe wytchnienie po spacerze po Rynku. Nie jestem znawcą piwa, ale to było dobre, wzięliśmy oczywiście to warzone na miejscu, do tego obowiązkowo pajda ze smalcem. W sklepie obok można...Więcej",45.0,35.0,6.0
3259,negative,positive,"[doskonały, marcowy, melancholia, zapaść, miejsce, cały, piwo]","[tym, można, doskonały, z, marcowy, być, rynek, centrum, spotkanie, świat, melancholia, i, na, zapaść, polecać, odpoczynek, miejsce, lub, cały, w, piwo]",5.0,-0.06984126984126984,Polecam piwo marcowe jest delux.poza tym miejsce doskonałe na odpoczynek i spotkanie ze znajomymi.W centrum Rynku można poobserwowac cały świat lub zapaść w melancholie.,24.0,21.0,7.0
3260,positive,positive,"[swój, smak, każdy, wyśmienity, piwo, restauracja, smakosz, piwo, otwarty, własny]","[swój, maja, we, najbardziej, że, być, smak, wyróżniać, wewnątrz, aczkolwiek, on, oblegać, mieszkać, z, każdy, to, wyśmienity, jak, rynek, jednać, fermentować, piwo, jedzenie, w, kadź, spiż, nie, restauracja, browar, powód, a, widać, znać, smakosz, piwo, otwarty, kto, własny, wcale]",5.0,0.09230769230769233,"Spiż zna każdy, kto mieszka we Wrocławiu. Jest to jedna z najbardziej obleganych restauracji w rynku, aczkolwiek wcale nie z powodu jedzenia. Wyróżnia ich to, że mają wewnątrz swój własny browar. Widać jak piwo fermentuje w otwartych kadziach. A smak... wyśmienity. Każdy smakosz piwa powinien...Więcej",45.0,39.0,10.0
3261,negative,negative,"[porażka, wolny, niesympatyczny, żul, jednoznaczny, piwo, miodowy, pierwszy, stały, ludzie, miła]","[przed, podczas, porażka, stolik, wolny, łyk, ilość, być, dla, niesympatyczny, punkt, żul, jednoznaczny, piwo, niestety, miodowy, nasunąć, wszystko, pierwszy, we, zacierać, polować, się, kręcić, spiż, stały, stolik, miąć, wizyta, już, wśród, program, i, wspomnienie, wspomnienie, ludzie, smakowy, obsługa, na, miła, z]",2.0,-0.033998521803399864,"Spiż był dla mnie stałym punktem programu podczas wizyt we Wrocławiu. Niestety ilość ludzi polujących na wolny stolik, żul kręcący się wśród stolików, niesympatyczna obsługa... i przede wszystkim porażka smakowa Piwa Miodowego zaciera miłe wspomnienia. Już pierwszy łyk piwa miodowego nasunął jednoznaczne wspomnienie z PRL...Więcej",45.0,41.0,11.0
3262,negative,negative,"[cebula, sytuacja, tragedia, porażka, ciemny, pszeniczny, piwo]","[do, uratować, cebula, z, sytuacja, tragedia, porażka, ciemny, pszeniczny, dodawać, i, ogórek, kanapka, piwo, smalec, pajda]",3.0,-0.3680555555555556,"Pszeniczne porażka, pajda ze smalcem, ogórkiem i cebulą tragedia, sytuacje uratowało ciemne i dodawana do piwa kanapka ze smalcem.",19.0,16.0,7.0
3263,negative,negative,"[piwo, piwo]","[podczas, czy, coś, coś, dodatek, nie, za, nigdy, wakacyjny, taki, darmo, karmel, nawet, piwo, i, może, to, być, dobre, z, decyzja, piwo]",1.0,-0.09090909090909093,"Piwo z dodatkiem karmelu czy czegoś takiego, to nawet dobre nie było za darmo..
może było stare,albo coś.. nigdy nie zapomne podczas wakacyjnego wieczoru,tamtej decyzji i piwa.",27.0,22.0,2.0
3264,negative,negative,"[bałagan, ciekawy, ogólny, duży, syf, ruch, plus, miejsce, piwo]","[chyba, warto, we, góra, do, bałagan, ciekawy, ale, tylko, ogólny, być, odwiedzić, duży, syf, wyeksploatować, lokal, i, na, wiele, odwiedzenie, to, ruch, dwa, plus, miejsce, jedno, trochę, piwo]",3.0,-0.09523809523809523,"Trochę chyba wyeksploatowany lokal. Duży ruch to plus. Ale trochę syf i ogólny bałagan. Odwiedzić warto ale tylko na jedno piwo, góra dwa. Jest wiele ciekawszych miejsc do odwiedzenia we Wrocławiu.",31.0,28.0,9.0
3265,negative,negative,"[wejście, wieczorny, miejsce, miejsce, wypad, wszystek, restauracja, osławiony, rozczarowanie, który, budka]","[podejść, stolik, wejście, piwko, aż, zwolnić, wieczorny, na, tu, zająć, miejsce, miejsce, po, składać, do, chwila, wypad, wszystek, zamówienie, restauracja, zajęty, osławiony, indywidualnie, zamawiać, i, marne, rozczarowanie, przyjąć, oczekiwać, w, się, który, ogonek, budka]",3.0,-0.08823529411764706,"Wieczorny wypad na piwko do osławionej restauracji ""Spiż"". Na wejściu rozczarowanie - wszystkie miejsca zajęte. Po chwili zwolniło się miejsce i zajęliśmy stolik. Na marne oczekiwaliśmy, aż kelnerki/a podejdzie i przyjmie zamówienie. Tu zamawia składa się indywidualnie w budce, do której ogonek liczysobie 30 osób....Więcej",45.0,34.0,11.0
3266,positive,positive,"[każdy, piwny, ktoś, piwo, smak, fajny, miodowy]","[każdy, do, z, piwny, piwko, ktoś, taki, super, szczególnie, polecać, kanapka, szybka, piwo, jak, obsługa, smak, fajny, pomysł, lubić, miodowy]",5.0,0.075,Super piwko szczególnie polecam miodowe jak ktoś lubi takie smaki. Fajny pomysł kanapek ze zmalcem do każdego piwa. Szybka piwna obsługa ;-) polecam,23.0,20.0,7.0
3267,positive,positive,"[który, miejsce, fajny, piwo]","[warto, który, lokalizacja, być, we, klimat, miejsce, bardzo, dobre, fajny, odwiedzić, super, piwo]",4.0,0.038461538461538464,"Bardzo dobre piwo, fajny klimat, super lokalizacja. Miejsce, które warto odwiedzić będąc we Wrocławiu.",14.0,13.0,4.0
3268,negative,positive,"[pszeniczny, piwo]","[do, we, pszeniczny, z, być, trzeba, spróbować, dodawać, on, zagryźć, i, chleb, piwo, smalec, obowiązkowo, spiża]",5.0,-0.0625,Będąc we Wrocławiu obowiązkowo trzeba spróbować piwa pszenicznego ze Spiża i zagryźć dodawanym do niego chlebem ze smalcem!,18.0,16.0,2.0
3269,positive,positive,"[ten, piwo, piękny, pyszny]","[z, więcej, na, polecać, chlebek, ten, piwo, piękny, pyszny, widok, ważyć, chcieć]",5.0,0.08333333333333333,"Polecam piwa ważone na miejscu,wyjątkowo dobre.Do tego chlebek z pysznym smalczykiem.Ogródek z widokiem na piękny Rynek.Czego chcieć więcej 😉",19.0,12.0,4.0
3270,negative,negative,"[krytyk, średni, ten, mocno, osoba, który, nikt, piwo]","[krytyk, średni, magnes, ten, knajpa, mocno, dla, jedzenie, tak zwany, my, przereklamować, poniżej, to, smakować, osoba, ta, teraz, który, być, do, okropnie, nie, atrakcja, lato, a, temu, bomba, nikt, w, zepsuć, była, piwo]",2.0,-0.09375,Mocno przereklamowana . Bylismy w 6 osób . Nikomu nie smakowało. Jedzenie poniżej średniej. Piwo które dla nas było magnesem do tej knajpy poniżej krytyki . Ta tzw bomba 10 lat temu to była atrakcja a teraz okropnie to zepsuli.,40.0,32.0,8.0
3271,positive,positive,"[doskonały, wspaniały, znajomy, miejsce, piwo, atmosfera, który]","[podczas, można, doskonały, z, się, we, nie, wspaniały, koniecznie, spotkanie, znajomy, w, miejsce, wytwarzać, na, nigdzie, napić, piwo, lub, atmosfera, rynek, polecać, który, indziej, pobyt]",5.0,0.007999999999999998,"Koniecznie podczas pobytu we Wrocławiu lub pobytu w rynku. Doskonałe piwa, wytwarzane na miejscu, których nie można napić się nigdzie indziej. Wspaniała atmosfera na spotkania ze znajomymi. POLECAM",28.0,25.0,7.0
3272,negative,positive,"[kulinarny, atmosfera, pyszny, piwo]","[do, kulinarny, i, niepowtarzalny, punkt, konieczny, mapa, odwiedzenie, atmosfera, na, pyszny, piwo]",5.0,-0.02777777777777778,Pyszne piwo i niepowtarzalna atmosfera. Konieczny punkt do odwiedzenia na kulinarnej mapie Wroclawia.,13.0,12.0,4.0
3273,positive,positive,"[dobry, znakomity, piwo]","[mini, we, zawsze, kupić, głośno, można, piwiarnia, sklepik, dobry, także, znakomity, tłoczno, browar, i, własne, piwo, w, butelkować, z]",4.0,0.04912280701754386,Najlepsza we Wrocławiu piwiarnia z mini browarem. Znakomite własne piwa. Zawsze głośno i tłoczno. Można kupić także butelkowane w sklepiku.,20.0,19.0,3.0
3274,negative,positive,"[ten, ochota, główny, miejsce, chory]","[do, napić, gdyby, wracać, się, ten, ochota, bądź, mieć, zjeść, nawet, podawać, na, punkt, koń, główny, mapa, mocz, miejsce, gdy, rozwodnić, chory, coś]",4.0,-0.05590062111801242,"Do tego miejsca wraca się nawet gdyby podawali rozwodniony mocz chorego konia. :) Punkt główny na mapie Wrocławia, gdy masz ochotę się czegoś napić, bądź zjeść.",26.0,23.0,5.0
3275,positive,negative,"[sam, różnorodny, piwo, piwo, czerstwy, smaczny, smaczny, ten, konkretny, który]","[sam, z, udać, różnorodny, na, dostać, się, czekać, chleb, chcieć, być, napić, chlebek, my, piwo, niestety, taki, spiża, jakby, smalec, piwo, do, czerstwy, smaczny, nie, późno, smaczny, aby, ten, konkretny, który, a, smalec, i, podać, dość, w, cel, się]",3.0,0.017094017094017092,"Udaliśmy się do Spiża w konkretnym celu, aby napić się piwa. Piwo smaczne, różnorodne, niestety chlebek ze smalcem na który czekaliśmy dostaliśmy dość późno, jakby nam nie chciano tego podać, a sam chleb był czerstwy i nie smaczny, a smalec taki sobie.",42.0,39.0,10.0
3276,negative,positive,"[możliwość, butelka, ciemny, piwo, atmosfera, dostępny, wszystek, piwo]","[możliwość, w, butelka, niemiecki, gwarno, ciemny, tłoczno, i, przy, polecać, piwo, bardzo, atmosfera, jaja, dostępny, gatunek, wszystek, dobre, zakup, piwo]",4.0,-0.11444444444444445,Atmosfera jaj w niemieckim Gasthausie - gwarno i tłoczno. Piwo bardzo dobre. Polecam ciemne. Przy wyjsciu możliwość zakupu wszystkich dostępnych gatunków piwa w butelkach.,24.0,20.0,8.0
3277,negative,positive,"[fajny, piwo, piwo]","[warto, do, jako, chcieć, pajda, się, dobre, zasmakować, tam, fajny, chleb, własne, wybrać, piwo, bardzo, smalec, przystawka, z, dobre, jeśli, zakąska, piwo]",4.0,-0.022727272727272728,Bardzo dobre własne piwo. Fajna przystawka do piwa pajda chleba ze smalcem jako zakąska. jeśli chcesz zasmakować dobrego piwa warto się tam wybrać.,23.0,22.0,3.0
3278,negative,negative,"[piwo, zlewka, piwo, piwo, jeden, dobry, ten, gust, zły, nalany]","[pozostawiać, za, może, pod, połowa, życzenie, kufel, wcześnie, nasze, zmienić, to, z, wiele, podstawić, piwo, moje, zlewka, piwo, kiedyś, piwo, teraz, cena, jeden, do, się, dobry, ten, kranik, a, gust, i, coraz, podanie, zły, obsługa, była, nalany, lokal, sposób]",3.0,-0.11068376068376068,"Kiedyś, jeden z najlepszych lokali z piwem. Teraz? Piwo coraz gorsze (a może to nasze gusta się zmieniły), a sposób obsługi i podania pozostawia wiele do życzenia - połowę mojego piwa to była zlewka z wcześniej nalanego kufla podstawionego pod kranik. Za tą cenę i...Więcej",45.0,39.0,10.0
3279,negative,positive,"[który, ktoś, pyszny, charakter, prosty, restauracja, polski, miejsce, gorąco]","[który, jedzenie, ktoś, pyszny, dzieciństwo, charakter, prosty, restauracja, polskie, zjeść, tradycyjnie, mieć, jeżeli, polecać, polski, to, pamiętać, miejsce, gorąco, z, po, lubić]",5.0,-0.03787878787878789,"Jeżeli ktoś lubi zjeść tradycyjnie po polsku to gorąco polecam! Restauracja ma charakter miejsc, które pamiętam z dzieciństwa. Po prostu pyszne polskie jedzenie :-)",24.0,22.0,9.0
3280,negative,positive,"[jaki, restauracja, spiżowy, piwo]","[warto, jaki, we, w, podczas, ale, obowiązkowy, nie, na, restauracja, degustować, widok, ławeczka, ocena, samo, przysiąść, wizyta, być, i, spiżowy, rynek, punkt, z, lubić, piwo]",4.0,-0.02666666666666667,"Samo piwo obowiązkowym punktem podczas wizyty we Wrocławiu. W zależności,kto jakie lubi:) restauracji nie ocenie - nie byłam - ale warto przysiąść na ławeczkach spiżowych na rynku i degustować piwo z widokami.",32.0,25.0,4.0
