detectedEmotion,emotion,lemmatisation,rate,resultOfDetecting,text,words,wordsAfterLemmatisation,wordsFound
neutral,positive,"[Miał, dużą, prędkość, więc, plusem, samym, w, sobie, jest, to, że, nie, nudził]",7.0,0.0,"Miał dużą prędkość, więc plusem samym w sobie jest to, że nie nudził.",13.0,13.0,1.0
neutral,positive,"[Przyzwoity, film, z, kilkoma, zwrotami, akcji, i, zapierającymi, dech, w, piersiach, zabytkowymi, lokacjami, Podróż, do, najpiękniejszych, miejsc, świata, zapewniono, w, gratisie]",6.0,0.0,Przyzwoity film z kilkoma zwrotami akcji i zapierającymi dech w piersiach zabytkowymi lokacjami. Podróż do najpiękniejszych miejsc świata zapewniono w gratisie.,21.0,21.0,0.0
negative,positive,"[Jeden, z, tych, filmów, który, nie, jest, na, tyle, zły, aby, odwodzić, od, obejrzenia, go, ale, zdecydowanie, reprezentuje, kino, rozrywkowe, które, nie, zapada, w, pamięć, a, płynące, z, seansu, refleksje, nie, zostają, z, widzem, na, dłużej]",6.0,-0.020833333333333332,"Jeden z tych filmów, który nie jest na tyle zły, aby odwodzić od obejrzenia go, ale zdecydowanie reprezentuje kino rozrywkowe, które nie zapada w pamięć, a płynące z seansu refleksje nie zostają z widzem na dłużej.",36.0,36.0,4.0
positive,positive,"[Nie, zaskakuje, ale, motyw, przewodni, jest, na, tyle, interesujący, że, z, łatwością, dajemy, się, ponieść, nowej, zagadce]",6.0,0.11764705882352941,"Nie zaskakuje, ale motyw przewodni jest na tyle interesujący, że z łatwością dajemy się ponieść nowej zagadce.",17.0,17.0,2.0
neutral,positive,"[Nie, jest, Rajem, dla, widza, prędzej, Czyśćcem]",6.0,0.0,"Nie jest Rajem dla widza, prędzej Czyśćcem.",7.0,7.0,0.0
neutral,positive,"[Mimo, szybkiego, tempa, produkcja, jest, niespójna, i, bardzo, nielogiczna]",6.0,0.0,"Mimo szybkiego tempa, produkcja jest niespójna i bardzo nielogiczna.",9.0,9.0,1.0
neutral,positive,"[Połączenie, dreszczowca, katalogu, modnych, teorii, spiskowych, oraz, podręcznika, o, historii, sztuki]",6.0,0.0,"Połączenie dreszczowca, katalogu modnych teorii spiskowych oraz podręcznika o historii sztuki.",11.0,11.0,0.0
negative,positive,"[Daleko, do, piekielnego, koszmaru, ale, i, równie, odległy, jest, filmowy, raj, Adekwatnym, miejscem, wydaje, się, kinowy, czyściec, w, którym, twórcy, filmu, powinni, solidnie, rozliczyć, się, z, licznych, niestety, niedociągnięć]",6.0,-0.034482758620689655,"Daleko do piekielnego koszmaru, ale i równie odległy jest filmowy raj. Adekwatnym miejscem wydaje się kinowy czyściec, w którym twórcy filmu powinni solidnie rozliczyć się z licznych niestety niedociągnięć.",29.0,29.0,4.0
neutral,negative,"[Zawodzi, na, całej, linii]",5.8,0.0,Zawodzi na całej linii.,4.0,4.0,0.0
neutral,negative,"[Nie, dostarcza, też, tyle, frajdy, jak, część, druga, Pytanie, czy, jest, sens, dalej, ciągnąć, tą, serię]",5.5,0.0,"Nie dostarcza też tyle frajdy jak część druga. Pytanie, czy jest sens dalej ciągnąć tą serię.",16.0,16.0,0.0
positive,negative,"[Seans, momentami, bywa, intrygujący, momentami, zirytuje, odbiorcę, trywialnością, zagadek, jednak, w, ogólnym, rozrachunku, produkcja, poprzez, liczne, zwroty, akcji, nie, pozwala, widowni, się, nudzić]",5.0,0.043478260869565216,"Seans momentami bywa intrygujący, momentami zirytuje odbiorcę trywialnością zagadek, jednak w ogólnym rozrachunku produkcja poprzez liczne zwroty akcji nie pozwala widowni się nudzić.",23.0,23.0,2.0
neutral,negative,"[Stanowi, przyzwoitą, kontynuację, jednak, nie, jest, ani, tak, interesująca, ani, tak, przyjemna, w, odbiorze, jak, poprzednie, które, przecież, wybitnymi, filmami, nie, były]",5.0,0.0,"Stanowi przyzwoitą kontynuację, jednak nie jest ani tak interesująca, ani tak przyjemna w odbiorze jak poprzednie, które przecież wybitnymi filmami nie były.",22.0,22.0,1.0
negative,negative,"[Dzięki, Inferno, można, poznać, lepiej, historię, przeżyć, kilka, mało, wiarygodnych, lecz, zaskakujących, zwrotów, akcji, obejrzeć, wiele, cennych, zabytków, architektury, malarstwa, czy, rzeźby, Na, koniec, wyjść, z, kina, z, przekonaniem, że, wszystko, to, można, było, nakręcić, o, wiele, lepiej, po, czym, zapomnieć, o, filmie, w, przeciągu, kilku, dni]",5.0,-0.0425531914893617,"Dzięki Inferno można poznać lepiej historię, przeżyć kilka mało wiarygodnych, lecz zaskakujących zwrotów akcji, obejrzeć wiele cennych zabytków architektury, malarstwa czy rzeźby. Na koniec wyjść z kina z przekonaniem, że wszystko to można było nakręcić o wiele lepiej, po czym zapomnieć o filmie w przeciągu kilku dni.",47.0,47.0,1.0
neutral,negative,"[Być, może, Howard, w, następnej, adaptacji, dokona, zmian, na, korzyść, przyszłej, produkcji, ponieważ, ""Zaginiony, symbol"", Browna, ma, o, wiele, większy, potencjał, niż, najnowsze, dzieło]",5.0,0.0,"Być może Howard w następnej adaptacji dokona zmian na korzyść przyszłej produkcji, ponieważ ""Zaginiony symbol"" Browna ma o wiele większy potencjał niż najnowsze dzieło.",24.0,24.0,0.0
neutral,negative,"[Może, się, spodobać, wielbicielom, zagadek, renesansowej, sztuki, oraz, dynamicznej, akcji, Brakuje, w, tym, jednak, ducha, przygody, wszystko, jest, nakręcone, mechanicznie, jak, od, linijki, i, mimo, wysiłków, Toma, Hanka, jednak, ginie, pod, natłokiem, nagromadzonych, postaci, i, tropów, do, odgadnięcia]",5.0,0.0,"Może się spodobać wielbicielom zagadek, renesansowej sztuki oraz dynamicznej akcji. Brakuje w tym jednak ducha przygody, wszystko jest nakręcone mechanicznie, jak od linijki i mimo wysiłków Toma Hanka jednak ginie pod natłokiem nagromadzonych postaci i tropów do odgadnięcia.",38.0,38.0,0.0
negative,negative,"[Chaotyczny, blamaż, który, oferuje, akcje, rodem, z, filmów, o, Jasonie, Bourneie, A, nie, o, to, tu, chodziło]",5.0,-0.11764705882352941,"Chaotyczny blamaż, który oferuje akcje rodem z filmów o Jasonie Bourne'ie. A nie o to tu chodziło.",17.0,17.0,2.0
positive,negative,"[Świetnie, zrealizowane, dobre, kino, sensacyjne, z, niezawodnym, Tomem, Hanksem, w, roli, głównej]",5.0,0.08333333333333333,"Świetnie zrealizowane, dobre kino sensacyjne z niezawodnym Tomem Hanksem w roli głównej.",12.0,12.0,1.0
negative,negative,"[Chyba, nikt, by, nie, płakał, gdyby, Inferno, było, ostatnim, filmem, o, przygodach, Roberta, Langdona]",5.0,-0.14285714285714285,"Chyba nikt by nie płakał, gdyby Inferno było ostatnim filmem o przygodach Roberta Langdona.",14.0,14.0,1.0
neutral,negative,"[Można, go, obejrzeć, bezboleśnie, jakąś, tam, rozrywkę, zapewni]",5.0,0.0,"Można go obejrzeć bezboleśnie, jakąś tam rozrywkę zapewni.",8.0,8.0,1.0
neutral,negative,"[Ron, Howard, dobrze, wykorzystuje, elementy, thrillera, Buduje, napięcie, wprowadza, zwrot, akcji, ale, mimo, wszystko, jest, dość, przewidywalny, w, swoich, działaniach]",5.0,0.0,"Ron Howard dobrze wykorzystuje elementy thrillera. Buduje napięcie, wprowadza zwrot akcji, ale mimo wszystko jest dość przewidywalny w swoich działaniach.",20.0,20.0,0.0
neutral,negative,"[Polecam, też, nad, samą, produkcją, nie, zastanawiać, się, zbyt, głęboko, traktując, ją, jak, dobrą, rozrywkę, z, odpowiednią, dawką, pościgów, strzelanin, i, tym, co, widz, lubi, najbardziej, czyli, teoriami, spiskowymi, oraz, tajemnicami]",4.5,0.0,"Polecam też nad samą produkcją nie zastanawiać się zbyt głęboko, traktując ją jak dobrą rozrywkę z odpowiednią dawką pościgów, strzelanin i tym, co widz lubi najbardziej, czyli teoriami spiskowymi oraz tajemnicami.",31.0,31.0,1.0
negative,negative,"[Niesamowicie, zagmatwany, trudno, się, zorientować, w, fabule, i, motywacjach, bohaterów, z, których, większość, zmienia, swoje, postawy, bardzo, słabo, wypadają, aktorzy, którzy, wyglądają, jakby, grali, za, karę]",4.0,-0.038461538461538464,"Niesamowicie zagmatwany, trudno się zorientować w fabule i motywacjach bohaterów, z których większość zmienia swoje postawy, bardzo słabo wypadają aktorzy, którzy wyglądają jakby grali za karę.",26.0,26.0,1.0
negative,negative,"[Ekranizacja, jest, chaotyczna, Tom, Hanks, rozwiązuje, zagadki, w, try, miga, zupełnie, trywializując, ich, trudność, film, zupełnie, nie, łapie, klimatu, zabytkowych, miejsc]",4.0,-0.047619047619047616,"Ekranizacja jest chaotyczna, Tom Hanks rozwiązuje zagadki w try miga zupełnie trywializując ich trudność, film zupełnie nie łapie klimatu zabytkowych miejsc.",21.0,21.0,1.0
neutral,negative,"[W, przynajmniej, teoretycznie, ekscytującej, przygodzie, bierze, tu, udział, zwykły, nudziarz]",3.5,0.0,W przynajmniej teoretycznie ekscytującej przygodzie bierze tu udział zwykły nudziarz.,10.0,10.0,0.0
neutral,negative,"[Celuje, wysoko, ale, coś, tu, nie, wyszło]",3.3,0.0,"Celuje wysoko, ale coś tu nie wyszło.",7.0,7.0,0.0
neutral,negative,"[Strasznie, ""robiony"", scenariusz]",3.0,0.0,"Strasznie ""robiony"" scenariusz.",3.0,3.0,0.0
positive,negative,"[Jak, na, thriller, z, konspirą, na, szpicy, jest, nazbyt, przewidywalny, a, jego, siła, rażenia, praktycznie, nieodczuwalna]",3.0,0.046875,"Jak na thriller z konspirą na szpicy, jest nazbyt przewidywalny, a jego siła rażenia - praktycznie nieodczuwalna.",17.0,16.0,1.0
negative,negative,"[Być, może, pomysł, na, film, był, dobry, i, tkwił, w, nim, potencjał, ale, efekt, końcowy, prac, Rona, Howarda, i, jego, ekipy, jest, opłakany]",3.0,-0.0028985507246376803,"Być może pomysł na film był dobry i tkwił w nim potencjał, ale efekt końcowy prac Rona Howarda i jego ekipy jest opłakany.",23.0,23.0,5.0
neutral,negative,"[Kod, głupoty, Folder, turystyczny, niewarty, ceny, biletu]",2.5,0.0,Kod głupoty. Folder turystyczny niewarty ceny biletu.,7.0,7.0,1.0
positive,positive,"[Zaskoczyły, mnie, swoją, lekkością, ale, nie, są, one, w, żaden, sposób, infantylne, czy, naiwne, To, szczere, ciepłe, i, dowcipne, kino, niepozbawione, zgrabnego, przesłania, unikając, łopatologii]",7.0,0.04,"Zaskoczyły mnie swoją lekkością, ale nie są one w żaden sposób infantylne czy naiwne. To szczere, ciepłe i dowcipne kino, niepozbawione zgrabnego przesłania, unikając łopatologii.",25.0,25.0,1.0
neutral,positive,"[Pęka, w, szwach, od, pomysłów, i, reżyserskich, koncepcji, Ponadto, posiadający, eleganckie, i, w, pełni, satysfakcjonujące, zamknięcia, wszystkich, wątków, Z, kina, zadowolona, powinna, wyjść, cała, rodzina]",7.0,0.0,Pęka w szwach od pomysłów i reżyserskich koncepcji. Ponadto posiadający eleganckie i w pełni satysfakcjonujące zamknięcia wszystkich wątków. Z kina zadowolona powinna wyjść cała rodzina.,25.0,25.0,0.0
neutral,positive,"[Nie, o, oryginalność, więc, tu, chodzi, Chodzi, o, zabawę, a, tę, Bociany, dostarczają, naprawdę, dobrej, jakości]",7.0,0.0,"Nie o oryginalność więc tu chodzi. Chodzi o zabawę, a tę Bociany dostarczają naprawdę dobrej jakości.",16.0,16.0,0.0
positive,positive,"[Nieszkodliwie, zabawny, Barwny, z, fantastycznymi, bohaterami, którym, aż, chce, się, pomoc, w, osiągnięciu, celu]",7.0,0.07142857142857142,"Nieszkodliwie zabawny. Barwny z fantastycznymi bohaterami, którym aż chce się pomoc w osiągnięciu celu.",14.0,14.0,2.0
positive,positive,"[Przyzwoity, kawałek, kina, ale, nie, na, tyle, dobry, by, na, długo, zapadł, w, pamięć]",6.3,0.06666666666666667,"Przyzwoity kawałek kina, ale nie na tyle dobry by na długo zapadł w pamięć.",14.0,14.0,1.0
positive,positive,"[Całkiem, zabawna, animacja, łącząca, w, sobie, humor, zrozumiały, dla, dzieci, i, dla, dorosłych, aluzje, do, ostatnich, wydarzeń, z, kraju, za, pomocą, zabawnych, dialogów, oraz, krytykę, egocentrycznych, szefów, wielkich, korporacji]",6.0,0.10344827586206896,"Całkiem zabawna animacja łącząca w sobie humor zrozumiały dla dzieci i dla dorosłych, aluzje do ostatnich wydarzeń z kraju za pomocą zabawnych dialogów oraz krytykę egocentrycznych szefów wielkich korporacji.",29.0,29.0,3.0
positive,positive,"[Nie, wymaga, od, nas, myślenia, idealny, na, odprężenie]",6.0,0.125,"Nie wymaga od nas myślenia, idealny na odprężenie.",8.0,8.0,1.0
positive,positive,"[Początkowo, każdy, znajduje, tu, coś, dla, siebie, Dorośli, całą, masę, zabawnych, aluzji, i, dowcipów, dzieci, sympatycznych, bohaterów, niezłą, choć, szablonową, kreskę, oraz, szybką, akcję, Z, czasem, jednak, film, wpada, w, utarte, kolejny, i, traci, swój, prześmiewczy, charakter]",6.0,0.02702702702702703,"Początkowo każdy znajduje tu coś dla siebie. Dorośli całą masę zabawnych aluzji i dowcipów, dzieci sympatycznych bohaterów, niezłą, choć szablonową kreskę oraz szybką akcję. Z czasem jednak film wpada w utarte kolejny i traci swój prześmiewczy charakter.",37.0,37.0,4.0
neutral,positive,"[Bardzo, ładnie, zanimowana, i, z, pewnością, trafi, w, gusta, młodego, pokolenia]",6.0,0.0,Bardzo ładnie zanimowana i z pewnością trafi w gusta młodego pokolenia.,11.0,11.0,0.0
neutral,positive,"[Zapewni, dzieciom, i, dorosłym, raczej, przyjemne, 15h, Nie, zmienia, to, jednak, faktu, że, mógłby, to, być, film, nieco, bardziej, przemyślany, i, dopracowany]",6.0,0.0,"Zapewni dzieciom i dorosłym raczej przyjemne 1,5h. Nie zmienia to jednak faktu, że mógłby to być film nieco bardziej przemyślany i dopracowany.",22.0,22.0,0.0
negative,positive,"[Dzieci, otrzymają, dawkę, wartkiej, akcji, i, wyrazistych, bohaterów, natomiast, rodzice, na, co, dzień, zamknięci, w, szklanych, biurowcach, uśmiechną, się, kilka, razy, na, widok, dziwnie, znajomych, sytuacji]",6.0,-0.07692307692307693,"Dzieci otrzymają dawkę wartkiej akcji i wyrazistych bohaterów, natomiast rodzice, na co dzień zamknięci w szklanych biurowcach, uśmiechną się kilka razy na widok dziwnie znajomych sytuacji.",26.0,26.0,1.0
negative,negative,"[Dzieciaki, może, się, ubawią, chociaż, te, starsze, mogą, już, mieć, z, tym, mały, problem, Dorosły, przetrwa, seans, zobaczy, odhaczy, z, listy, i, na, tym, się, skończy]",5.4,-0.07692307692307693,"Dzieciaki może się ubawią chociaż te starsze mogą już mieć z tym mały problem. Dorosły przetrwa seans, zobaczy, odhaczy z listy i na tym się skończy.",26.0,26.0,3.0
positive,negative,"[Może, nie, wygrałby, tytułu, animacji, roku, jednak, oryginalności, nie, można, mu, odmówić, Bawi, wzrusza, i, przekazuje, pozytywne, wartości, a, na, rodzinny, niedzielny, seans, będzie, jak, znalazł]",5.0,0.019230769230769232,"Może nie wygrałby tytułu animacji roku, jednak oryginalności nie można mu odmówić. Bawi, wzrusza i przekazuje pozytywne wartości, a na rodzinny niedzielny seans będzie jak znalazł.",26.0,26.0,3.0
positive,negative,"[Najmłodszym, pozostaje, slapstickowy, humor, jeden, żart, z, popuszczania, i, podziwianie, ładnej, animacji]",5.0,0.16666666666666666,"Najmłodszym pozostaje slapstickowy humor, jeden żart z popuszczania i podziwianie ładnej animacji.",12.0,12.0,3.0
neutral,negative,"[Twórcy, próbują, przewrotnie, ograć, mit, o, bocianach, przynoszących, dzieci, lecz, w, tej, zabawie, sami, się, trochę, pogubili]",5.0,0.0,"Twórcy próbują przewrotnie ograć mit o bocianach przynoszących dzieci, lecz w tej zabawie sami się trochę pogubili.",17.0,17.0,0.0
neutral,negative,"[Jako, animacja, dla, dzieci, Bociany, zdecydowanie, nie, są, najlepszym, co, mogło, trafić, do, kin]",4.0,0.0,"Jako animacja dla dzieci Bociany zdecydowanie nie są najlepszym, co mogło trafić do kin.",14.0,14.0,1.0
neutral,positive,"[Wydaje, się, filmem, świeżym, pomysłowym, mimo, że, w, gruncie, rzeczy, policjant, próbujący, rozpracować, nieuchwytnego, zabójcę, to, motyw, wyjątkowo, wyeksploatowany]",9.0,0.0,"Wydaje się filmem świeżym, pomysłowym, mimo że w gruncie rzeczy policjant próbujący rozpracować nieuchwytnego zabójcę to motyw wyjątkowo wyeksploatowany.",19.0,19.0,0.0
neutral,positive,"[Wzorując, się, na, mistrzach, Maciej, Pieprzyca, zrobił, jeden, z, najlepszych, polskich, filmów, tego, roku]",9.0,0.0,"Wzorując się na mistrzach, Maciej Pieprzyca zrobił jeden z najlepszych polskich filmów tego roku.",14.0,14.0,1.0
negative,positive,"[Gęsty, przygnębiający, kryminał, w, którym, nie, ma, zwycięzców, są, tylko, przegrani, Tak, maluje, się, najnowsze, dzieło, Macieja, Pieprzycy, Bez, dwóch, zdań, jest, to, klasa, światowa, i, jeden, z, ważniejszych, rodzimych, filmów, w, tym, roku]",9.0,-0.058823529411764705,"Gęsty, przygnębiający kryminał, w którym nie ma zwycięzców, są tylko przegrani. Tak maluje się najnowsze dzieło Macieja Pieprzycy. Bez dwóch zdań jest to klasa światowa i jeden z ważniejszych rodzimych filmów w tym roku.",34.0,34.0,2.0
neutral,positive,"[Pieprzycy, udało, się, w, tym, filmie, tak, wiele, rzeczy, że, ostatecznie, zadał, kłam, opiniom, jakoby, w, Polsce, nie, dało, się, zrobić, dobrego, kryminału]",9.0,0.0,"Pieprzycy udało się w tym filmie tak wiele rzeczy, że ostatecznie zadał kłam opiniom jakoby w Polsce nie dało się zrobić dobrego kryminału.",23.0,23.0,0.0
neutral,positive,"[Sala, rechocze, bo, humor, i, nostalgia, to, naczynia, połączone]",9.0,0.0,"Sala rechocze, bo humor i nostalgia to naczynia połączone.",9.0,9.0,2.0
negative,positive,"[Merytoryczna, biegłość, reżysera, dobrze, dobrana, obsada, i, ciekawie, zrealizowane, tło, muzyczne, po, prostu, musiały, zaowocować, porcją, dobrego, kina]",9.0,-0.1111111111111111,"Merytoryczna biegłość reżysera, dobrze dobrana obsada i ciekawie zrealizowane tło muzyczne po prostu musiały zaowocować porcją dobrego kina.",18.0,18.0,1.0
neutral,positive,"[Dobre, tempo, sporo, humoru, który, znakomicie, wpasował, się, w, konwencję, i, nawet, na, chwilę, nie, wybijał, z, rytmu, emocje, oraz, rozrywkowy, wydźwięk, który, sprawia, że, jest, to, dzieło, obok, którego, nie, można, przejść, obojętnie]",9.0,0.0,"Dobre tempo, sporo humoru, który znakomicie wpasował się w konwencję i nawet na chwilę nie wybijał z rytmu, emocje oraz rozrywkowy wydźwięk, który sprawia, że jest to dzieło, obok którego nie można przejść obojętnie.",34.0,34.0,4.0
negative,positive,"[Maciej, Pieprzyca, pomieszał, ze, sobą, kino, gatunkowe, z, artystycznym, Wszak, tylko, na, początku, widzowi, przychodzi, obejrzeć, typowy, kryminał, który, z, każdą, następną, klatką, przemienia, się, w, film, psychologiczny, Zapożyczenie, elementów, z, kina, rozrywkowego, pozwoliło, reżyserowi, na, przyciągnięcie, niezbędnej, dla, sukcesu, obrazu, uwagi, odbiorcy]",8.5,-0.023255813953488372,"Maciej Pieprzyca pomieszał ze sobą kino gatunkowe z artystycznym. Wszak tylko na początku widzowi przychodzi obejrzeć typowy kryminał, który z każdą następną klatką przemienia się w film psychologiczny. Zapożyczenie elementów z kina rozrywkowego pozwoliło reżyserowi na przyciągnięcie niezbędnej dla sukcesu obrazu uwagi odbiorcy.",43.0,43.0,4.0
neutral,positive,"[Znakomity, przejmujący, film, o, uwikłaniu, jednostki, w, opresyjny, system, Pozostawia, wiele, wątpliwości, i, stawia, dużo, pytań]",8.3,0.0,"Znakomity, przejmujący film o uwikłaniu jednostki w opresyjny system. Pozostawia wiele wątpliwości i stawia dużo pytań.",16.0,16.0,1.0
neutral,positive,"[Można, w, tym, roku, śmiało, dołączyć, do, listy, ""Dobre, bo, polskie""]",8.3,0.0,"Można w tym roku śmiało dołączyć do listy ""Dobre, bo polskie"".",11.0,11.0,0.0
neutral,positive,"[Kino, pod, każdym, względem, spełnione, Znakomicie, napisane, zagrane, również, na, drugim, planie, klimatyczne, okraszone, niepokojącym, motywem, muzycznym]",8.3,0.0,"Kino pod każdym względem spełnione. Znakomicie napisane, zagrane również na drugim planie, klimatyczne, okraszone niepokojącym motywem muzycznym.",17.0,17.0,0.0
positive,positive,"[Rasowe, kino, gatunkowe, z, ambicjami]",8.3,0.2,Rasowe kino gatunkowe z ambicjami.,5.0,5.0,1.0
neutral,positive,"[Udała, się, Pieprzycy, rzecz, niełatwa, Bo, z, opowieści, której, finał, wszyscy, dobrze, znają, wykrzesał, prawdziwe, emocje]",8.0,0.0,"Udała się Pieprzycy rzecz niełatwa. Bo z opowieści, której finał wszyscy dobrze znają wykrzesał prawdziwe emocje.",16.0,16.0,0.0
neutral,positive,"[Przykład, nieoczywistego, połączenia, kryminału, dramatu, psychologicznego, oraz, krytycznego, spojrzenia, na, okres, PRLu]",8.0,0.0,"Przykład nieoczywistego połączenia kryminału, dramatu psychologicznego oraz krytycznego spojrzenia na okres PRL-u.",12.0,12.0,0.0
neutral,positive,"[Wypada, świetnie, jeśli, chodzi, o, zdjęcia, inscenizacje, oraz, oddanie, klimatu, głębokiego, PRLu, Znakomite, dialogi, i, żywą, prace, kamery, uzupełnia, fenomenalna, gra, światłem, który, wraz, z, PRLem, i, samym, Śląskiem, wydaje, się, być, dodatkowym, bohaterem, filmu]",8.0,0.0,"Wypada świetnie jeśli chodzi o zdjęcia, inscenizacje oraz oddanie klimatu głębokiego PRLu. Znakomite dialogi i żywą prace kamery uzupełnia fenomenalna gra światłem, który wraz z PRL-em i samym Śląskiem, wydaje się być dodatkowym bohaterem filmu.",35.0,35.0,2.0
negative,positive,"[Cieszę, się, że, twórcy, co, raz, częściej, powracają, do, czasów, PRLu, i, że, robią, to, tak, umiejętnie, Bez, histerii, ale, mądrze, i, autentycznie]",8.0,-0.08695652173913043,"Cieszę się, że twórcy co raz częściej powracają do czasów PRL-u i że robią to tak umiejętnie. Bez histerii, ale mądrze i autentycznie.",23.0,23.0,1.0
negative,positive,"[Świetny, scenariusz, i, sprawna, reżyseria, w, połączeniu, z, rewelacyjnym, aktorstwem, oraz, klimatyczną, muzyką, sprawiają, iż, otrzymujemy, film, kompletny, po, obejrzeniu, którego, nawet, wybredny, widz, nie, powinien, narzekać]",8.0,-0.05555555555555555,"Świetny scenariusz i sprawna reżyseria w połączeniu z rewelacyjnym aktorstwem oraz klimatyczną muzyką sprawiają, iż otrzymujemy film kompletny, po obejrzeniu którego nawet wybredny widz nie powinien narzekać.",27.0,27.0,2.0
neutral,positive,"[Skrojony, na, miarę, niczym, gładko, leżący, garnitur, Bez, niepotrzebnych, ozdobników, i, trzymający, w, napięciu, do, końca]",8.0,0.0,Skrojony na miarę niczym gładko leżący garnitur. Bez niepotrzebnych ozdobników i trzymający w napięciu do końca.,16.0,16.0,1.0
neutral,positive,"[Oprócz, tego, że, jest, sprawnie, zrealizowanym, kryminałem, adaptującym, autentyczną, historię, Wampira, z, Zagłębia, ma, mnóstwo, elementów, kina, moralnego, niepokoju, w, stylu, Falka, czy, Kieślowskiego]",8.0,0.0,"Oprócz tego, że jest sprawnie zrealizowanym kryminałem adaptującym autentyczną historię Wampira z Zagłębia, ma mnóstwo elementów kina moralnego niepokoju w stylu Falka czy Kieślowskiego.",24.0,24.0,0.0
neutral,positive,"[Pieprzyca, bardzo, dobrze, odrobił, swoje, zadanie, tworząc, spójną, formę, na, wszystkich, płaszczyznach, zarówno, aktorskiej, scenariuszowej, scenograficznej, jak, i, montażowej]",8.0,0.0,"Pieprzyca bardzo dobrze odrobił swoje zadanie, tworząc spójną formę na wszystkich płaszczyznach, zarówno aktorskiej, scenariuszowej, scenograficznej, jak i montażowej.",19.0,19.0,0.0
negative,positive,"[To, nie, jest, film, akcji, To, nie, jest, nawet, rasowy, kryminał, To, dramat, który, ogląda, się, z, zapartym, tchem]",8.0,-0.13157894736842105,"To nie jest film akcji. To nie jest nawet rasowy kryminał. To dramat, który ogląda się z zapartym tchem.",19.0,19.0,4.0
positive,positive,"[Coś, więcej, niż, kino, gatunkowe, Autor, nie, chciał, wyłącznie, bawić, się, w, narratora, opowiadającego, ciekawą, historię, lecz, zależało, mu, na, czymś, więcej, a, mianowicie, ukazaniu, tych, wydarzeń, od, kuchni, ze, wszystkimi, mechanizmami, nimi, sterującymi]",8.0,0.029411764705882353,"Coś więcej niż kino gatunkowe. Autor nie chciał wyłącznie bawić się w narratora opowiadającego ciekawą historię, lecz zależało mu na czymś więcej, a mianowicie ukazaniu tych wydarzeń od kuchni, ze wszystkimi mechanizmami nimi sterującymi.",34.0,34.0,1.0
positive,positive,"[W, końcu, udany, polski, thriller, choć, nie, do, końca, rasowy]",8.0,0.15,"W końcu udany polski thriller, choć nie do końca rasowy.",10.0,10.0,3.0
neutral,positive,"[Bardzo, udany, trzymający, w, napięciu, thriller]",8.0,0.0,"Bardzo udany, trzymający w napięciu thriller.",6.0,6.0,1.0
positive,positive,"[Bardzo, solidny, i, mocny, film]",8.0,0.23333333333333334,Bardzo solidny i mocny film.,5.0,5.0,2.0
positive,positive,"[Błyskotliwe, świetnie, zrealizowane, a, jednocześnie, niepozbawione, ambicji, kino, gatunkowe, trzymające, w, napięciu, od, pierwszej, do, ostatniej, minuty]",8.0,0.058823529411764705,"Błyskotliwe, świetnie zrealizowane, a jednocześnie niepozbawione ambicji kino gatunkowe, trzymające w napięciu od pierwszej do ostatniej minuty.",17.0,17.0,1.0
negative,positive,"[Na, całości, widać, pewien, autorski, sznyt, przejawiający, się, w, dogłębnej, analizie, jednostek, i, uczłowieczeniu, ich, a, jednocześnie, film, ma, bardzo, skupiony, i, przejrzysty, charakter, dzięki, czemu, seans, zwyczajnie, angażuje, i, dostarcza, nie, tylko, tematu, do, dyskusji, nad, granicami, ludzkiej, moralności, lecz, również, dobrą, rozrywkę]",7.6,-0.007575757575757574,"Na całości widać pewien autorski sznyt, przejawiający się w dogłębnej analizie jednostek i uczłowieczeniu ich, a jednocześnie film ma bardzo skupiony i przejrzysty charakter, dzięki czemu seans zwyczajnie angażuje i dostarcza nie tylko tematu do dyskusji nad granicami ludzkiej moralności, lecz również dobrą rozrywkę.",44.0,44.0,6.0
negative,positive,"[Świetnie, napisany, zekranizowany, oraz, zagrany, kryminał, który, się, bardzo, dobrze, ogląda]",7.5,-0.18181818181818182,"Świetnie napisany, zekranizowany oraz zagrany kryminał, który się bardzo dobrze ogląda.",11.0,11.0,2.0
positive,positive,"[Przenikające, kości, ambiwalentne, podsycające, wątpliwości, i, zrealizowane, z, godnym, pochwały, zapałem, kino, gatunku, A, takiego, w, Polsce, szukać, ze, świecą, w, ręku]",7.0,0.045454545454545456,"Przenikające kości, ambiwalentne, podsycające wątpliwości i zrealizowane z godnym pochwały zapałem kino gatunku. A takiego w Polsce szukać ze świecą w ręku.",22.0,22.0,1.0
neutral,positive,"[W, ""Jestem, mordercą"", dostrzegam, udaną, fuzję, współczesnej, powieści, kryminalnej, z, socjalistycznym, kryminałem, milicyjnym, a, rebours]",7.0,0.0,"W ""Jestem mordercą"" dostrzegam udaną fuzję współczesnej powieści kryminalnej z socjalistycznym kryminałem milicyjnym a rebours.",15.0,15.0,0.0
positive,positive,"[Błyskotliwie, zrealizowane, niepozbawione, ambicji, kino, które, za, fasadą, kryminalnej, intrygi, skrywa, głęboki, przekaz, o, ułomnej, naturze, człowieka]",7.0,0.058823529411764705,"Błyskotliwie zrealizowane, niepozbawione ambicji kino, które za fasadą kryminalnej intrygi, skrywa głęboki przekaz o ułomnej naturze człowieka.",17.0,17.0,2.0
