comment,emotion,rate
Opinia? Jak najlepsza!,positive,4.0
"Czekoladki są przepyszne. Na prezenty kupuję zwykle bombonierki, a dla siebie pralinki na sztuki, bo znikną szybciej niż minie termin ważności.",positive,5
"Bardzo ładny zestaw czekoadek, nic nie uszkodzony.",positive,5
"Szybka realizacja zamówienia, czekoladki wyglądają rewelacyjnie i tak też smakują! polecam
;-)",positive,4.0
SUPER,positive,5
Ładnie i smacznie!,positive,5
Polecam! Idealny prezent :),positive,5
pychota,positive,5
Bardzo ciekawa forma na prezent :),positive,4.0
"Produkt rewelacyjny, bardzo smaczny i super zapakowany",positive,5
Wszystko wspaniale,positive,5
Świetny pomysł na prezent mikołajkowy (zestaw reniferów i bałwanków).,positive,5
"Czekolada - doskonała, wreszcie taka, którą autentycznie smakuję, a nie tylko jem. Świąteczne figurki, które dodam do prezentów - śliczne! Nie próbowałam, ale jak dotąd nie zawiodłam się nigdy.",positive,4.0
super :),positive,5
Jakość czekoladek wyśmienita,positive,5
Godny polecenia,positive,4.0
Pychota,positive,5
"produkt bardzo wysokiej jakości, estetycznie zapakowany, naprawdę godny polecenia.",positive,5
"Przepiękne czekoladki ,wszystko zgonie z opisem produktu ,idealne na prezent dla bliskich ,Polecam!",positive,4.0
"Smaczne, ładnie pakowane, niezłe na prezent",positive,4.0
"Super słodki prezent w świątecznej odsłonie: gwiazdroki, choinki, reniferki, bałwanki...",positive,5
"Czekoladki cieszą oko (jak podniebienie - dowiem się od obdarowanych w święta), pięknie zapakowane.",positive,5
wszystko jest OK,positive,4.0
Super!! Bardzo ładnie wyglądają i pysznie smakują czekoladki:),positive,5
zaskakujące dobre smaki,positive,5
"starannie zapakowane, zgodne z opisem, smaczne",positive,5
świetnie wykonany i ładnie zapakowany,positive,5
"Ciekawy, oryginalny, wspaniały pod względem smakowym, ale też estetycznym, idealny jako prezent.",positive,5
ciekawy zestaw,positive,4.0
Jestem zadowolona z zamówionego produktu.,positive,5
POLECAM!!,positive,5
eleganckie....,positive,5
"Bardzo smaczne, takich w sklepie nie dostaniecie.
Na prezenty super.",positive,5
"Bardzo smaczny, idealny na prezent, elegancki. Bez wad same zalety.",positive,5
"Czekoladki przesłane w prezencie wzbudziły entuzjazm adresatki  ze względu na wygląd , jak i smak!",positive,5
Ładnie zapakowane a do tego przepyszne:),positive,5
"Zamówienie zrealizowane dokładnie w podany dzień. Informacja na bieżąco na mail, oraz SMS'em w dniu wysyłki. 

Sama przesyłka dotarła na czas dokładnie w takiej postaci w jakiej być powinna. Grawer oraz pakowanie w porządku.

Jesteśmy w pełni zadowoleni jak i również odbiorca prezentu.",positive,5
Bardzo ładnie wyglądają i super smakują,positive,4.0
czekoladki najlepsze na świecie !,positive,5
Rewelacja!!!,positive,5
bardzo smaczne. ladne wykonanie,positive,4.0
Pyszne!,positive,5
Wszystko rewelacyjne :),positive,5
"Pyszne czekoladki, przepięknie wykonane.",positive,5
Pozytywna,positive,5
super czekoladki a jakie smaczne,positive,5
Przepyszny,positive,5
"piękne i smaczne czekoladki, bardzo miła niespodzianka dla solenizantki, piękna ozdoba tortu urodzinowego",positive,5
wyśmienite,positive,5
"Elegancko zapakowane, doskonałe na prezent.",positive,5
Przepyszne :),positive,5
Bardzo smaczne i ciekawe figurki. Wiele radości dla dzieci.,positive,5
bez zastrzeżeń,positive,5
"Zakładam, że czekoladki, jak zawsze, były bardzo dobre - obdarowany nie podzielił się dotychczas.",positive,5
"Piękny wygląd, apetyczne pudełko. Sama nie próbowałam, czekoladki były prezentem.",positive,5
Niepowtarzalny smak i bardzo ładne opakowanie.,positive,5
"pralinki to po prostu ""niebo w gębie""",positive,5
doskonałe czekoladki,positive,5
"Obdarowany był zachwycony jakością czekolady i faktem, ze jego imie ułozone było z liter wytłoczonych w czekoladzie:)",positive,5
"Produkt wysokiej jakości, wspaniały wygląd, smaczny, w sam raz świetny na prezent.",positive,5
pyszny,positive,5
"Ładne, dobre czekoladki.",positive,5
Bardzo pyszne,positive,4.0
"Szybka dostawa, pyszne czekoladki , szkoda , że ich tak mało :)",positive,5
"Czekolada bardzo starannie wykonana, dbałość w każdym szczególe.
Zdecydowanie polecam.",positive,5
"Uwielbiam tę kawę, szczególnie świeżutko po zmieleniu. Łagodna, delikatna. Super!!!!",positive,5
pyszna kawa ziarnista do ekspresu,positive,5
Bardzo dobry smak i aromat,positive,5
Moja ulubiona,positive,5
jakość,positive,5
Smakuje mi już tylko ta kawa. Chyba się przyzwyczaiłem. ,positive,5
Bardzo dobra cena ,positive,5
"Spełnia wszystkie oczekiwane kryteria
",positive,5
"Ma smak i aromat, który lubię.",positive,5
"Od lat pyszna, delikatna, bez cierpkiego posmaku.",positive,5
Piję od lat. OK.,positive,5
"Kawa rewelacyjna, pyszny smak, piękny zapach, idealna do ekspresu.",positive,5
"aromatyczna , łagodna kawa.",positive,4.0
"Dobra, smaczna kawa.",positive,4.0
Doskonałą,positive,5
"Bardzo dobra kawa , smak i aromat wyśmienity",positive,4.0
"Bardzo dobra kawa, super aromat.",positive,5
"Bardzo smaczna kawa, delikatny smak przyjemny aromat",positive,5
Produkt zamawiam po raz kolejny gdyż jak dla mnie jest delikatna w smaku  a zarazem pobudzająca. (sama mielę i parzę zawsze w tygielku z cukrem trzcinowym) i to jest kawa!.,positive,4.0
Bardzo dobra jakościowo i cenowo kawa do ekspresu ciśnieniowego,positive,4.0
Bardzo dobraa,positive,4.0
Produkt odpowiada ofercie,positive,4.0
Uwielbiam,positive,4.0
Rewelacyjna kawa. Polecam wszystkim,positive,5
produkt godny polecenia,positive,4.0
kawa super nadająca się do ekspresu,positive,5
Rewelacyjny smak i aromat. Smak doskonale łagodny.,positive,5
"Świetna kawa, bardzo delikatna w smaku.",positive,4.0
Wyśmienita na każdą okazję ! Polecam,positive,5
"Najlepsza kawa, delikatna, kremowa",positive,5
"Jak na mieszanke arabiki z robusta delikatna w smaku i nie ""przepalona""",positive,5
Od pewnego czasu jest to moja ulubiona kawa...,positive,4.0
Piję od kilku lat. Bardzo dobra,positive,4.0
Dobra kawa w przystępnej cenie,positive,5
"kawa bardzo dobra ,aromatyczna nie czuć kwaskowości, godna polecenia",positive,4.0
Transakcja bez problemów. Serdecznie polecam.,positive,4.0
"Używam do ekspresu, do robienia latte, bardzo dobra",positive,5
kawa bardzo dobra,positive,4.0
aromatyczna,positive,4.0
Wyśmienita  w tej cenie.,positive,4.0
Świerza,positive,4.0
Pyszna kawa o delikatnym smaku i wspaniałym aromacie,positive,5
Kawa bardzo smaczna,positive,4.0
Bardzo smaczna kawa.,positive,4.0
kawę tą pijam od kilku lat,positive,4.0
Jak się napiję to ocenię.,negative,3.0
Moja ulubiona kawa,positive,5
Dobra kawa na klasyczną kawę z ekspresu (espresso americano),positive,4.0
smaczna w niedzielne poranki.,positive,4.0
Pyszna kawa,positive,4.0
Bardzo dobry produkt za odpowiednią cene,positive,5
Kawa bardzo dobra.,positive,4.0
Wszystko w porządku zarówno smak jak i jakość,positive,4.0
bardzo dobra w dobrej cenie,positive,5
Bardzo dobra aromatyczna kawka,positive,4.0
Smaczna kawa,positive,4.0
"kawa aromatyczna,rewelacja dla mnie i mojej rodziny",positive,5
Pozytywna.,positive,5
Sprawdzona od lat.,positive,4.0
Bardzo dobra cena w stosunku do jakości.,positive,4.0
"Kawa o wspaniałym smaku i zapachu, bardzo świeża.  To już kolejny zakup tej kawy i w tym sklepie.",positive,5
"smaczna, aromartyczna, doskonała na popołódniowa kawe tylko z żoną lub ze znajomymi",positive,5
Super jakość za bardzo dobrą cenę.,positive,5
Kawa smaczna .Polecam,positive,5
"Doskonała kawa, bardzo aromatyczna i mocna.",positive,5
Bardzo dobra kawa o delikatnym smaku i mocnym aromacie polecam tym którzy wolą kawę o subtelnym smaku!,positive,5
"ok, polecam",positive,5
Super. Smak który uwielbiam.,positive,5
Bardzo dobra kawa ze średniej półki cenowej. Delikatny smak i wysoki stopień spienienia gwarantują przyjemność delektowania,positive,5
"bardzo smaczna, aromatyczna, dość mocna kawa",positive,4.0
Super!!!! kawa,positive,4.0
Spoko,positive,5
"Kawa bardzo dobra, w przystępnej cenie",positive,5
Rewelacyjna bardzo intensywna i dobra,positive,5
dobra jakosc,positive,5
Bardzo dobra w swojej klasie cenowej,positive,4.0
Bardzo dobra jakość. Bardzo dobry smak i aromat.,positive,4.0
Bardzo dobra kawa  - polecana do ekspresu,positive,4.0
B.Dobra,positive,4.0
kawa o smaku i aromacie jaki mi odpowiada bez smaku kwasowości.,positive,4.0
"Delikatna,kremowa...aromatyczna przede wszystkim..cudownie rzeska i niesamowicie pobudzajaca...zapach i aromat to jest to czym nie może się poszczycić żadna inna lavazza....",positive,5
"Produkt jak najbardziej oryginalny, wszystko ok.",positive,5
"Bardzo aromatyczna kawa o łagodnym smaku, bez goryczki",positive,4.0
"Delikatny , wysmienity smak, najlepsza kawa !!!",positive,5
te kawę bardzo lubię,positive,5
"Kawa rewelacyjna w smaku, pyszna pianka",positive,5
rewelacja smak,positive,5
kawa aromatyczna bardzo smaczna,positive,5
wspaniała kawa,positive,5
Kawy z długą datą ważności! Polecam.,positive,5
"Moja ulubiona kawa, zawsze ją kupuję i wychodzi pyszna z ekspresu.Polecam",positive,4.0
"pyszna,aromatyczna,świeża kawa",positive,5
Bardzo smaczna kawa nie jest tania ale warta swojej ceny,positive,4.0
Jeszcze nie otwierałam.,positive,4.0
Super jaość w super cenie,positive,5
"Bardzo smaczna , polecam",positive,4.0
Dobry produkt w dobrej cenie,positive,5
Jedna z moich ulubionych.,positive,4.0
super łagodna kawa,positive,5
Smakuje dobrze we wszystkich ekspresach ciśnieniowych.,positive,4.0
pozytywna,positive,4.0
"delikatna, bez kwaśnego posmaku",positive,4.0
BARDZO SMACZNA KAWA,positive,5
"Łagodny, delikatny smak. Polecam",positive,4.0
Najlepsza Kawa polecam serdecznie,positive,5
Produkt najwyższej jakości.,positive,4.0
Kawa PRZEPYSZNA!!!!,positive,5
"Bardzo dobra kawa, ja uwielbiam Latte ;)",positive,5
"Niedroga, smaczna, łagodna kawa.",positive,4.0
"Delikatny smak, idealna do ekspresu :)",positive,5
Aromatyczna. Dobra cena i jakość.,positive,4.0
Przyzwoita kawa za rozsądną cenę.,positive,4.0
Bardzo dobra kawa,positive,4.0
BARDZO POZYTYWNA,positive,5
super kawa w dobrej cenie! polecam,positive,5
Doskonały!!!,positive,5
"delikatna i aromatyczna,pyszna !!",positive,5
bardzo dobra kawa w dobrej cenie,positive,5
Polecam.,positive,5
"Produkt w 100% oryginalny :) Co można pisać o kawie, którą znamy :)",positive,5
"Sprawdzony, bardzo dobry produkt.",positive,4.0
dobra kawa,positive,4.0
fajna kawa,positive,5
+++++,positive,5
Produkt zgodny z oczekiwaniami.,positive,4.0
Pychotka :),positive,5
"Bardzo dobra kawa, delikatny smak, polecam",positive,4.0
Bardzo dobra w smaku kawa z pianka.,positive,4.0
"rewelacyjna, kupuje od dawna, polecam",positive,4.0
kawa wyjatkowo smaczna bardzo dobry zakup,positive,4.0
pyszna kawa,positive,4.0
"Pyszna kawa,duzo rodzajów było smakowane ale ta jednak jest pyszna......POLECAM",positive,5
Produkt zgodny z opisem,positive,5
Od lat pijemy tą kawę jest wspaniała.,positive,5
dobry smak,positive,4.0
oceniam produkt jako godny plecenia,positive,4.0
Bardzo dobra kawa przygotowuję głównie kawy mleczne ale i jako czarna smakuje dobrze.,positive,4.0
ujdzie,negative,3.0
Kawa zgodnie z oczekiwaniami. Długi okres ważności. Polecam.,positive,5
Produkt  taki jak  jego opis,positive,4.0
Smaczna.,positive,5
Bardzo dobry łagodny  smak i przyjemny aromat.,positive,4.0
:)) mniam,positive,5
"Łagodny smak, aromatyczny zapach",positive,5
Świetna  kawa z pianką. Bardzo dobra cena do jakości.,positive,5
Najlepsza !,positive,5
"Pyszna aromatyczna o delikatnym smaku kawa, na górze kawy robi się aksamitna kremowa pianka.",positive,5
bardzo przyzwoity,positive,4.0
Doskonała kawa.,positive,5
"To jedyna kawa, którą pije z rozkoszą. POLECAM!!!",positive,5
"Produkt zgodny z opisem. Jak już wspominałem, bardzo dobrze zapakowany i przesłany błyskawicznie.",positive,5
Bardzo smaczna i sprawdzona.,positive,5
OK.,positive,5
Jak za tą cenę to bardzo dobra kawa do ekspresu.,positive,4.0
smaczna,positive,5
"bardzo dobra jako espresso i jako capuccino,aromatyczna z doskonałą pianką",positive,5
"Delikatna, smaczna z przyjemnym aromatem.",positive,4.0
Kawa delikatna w smaku - bardzo dobra do ekspresu ciśnieniowego.,positive,4.0
Kawa świeża w dobrej cenie.,positive,5
Super kawa,positive,5
"bardzo łagodny smak , bogaty aromat",positive,5
Zachęcamy Państwa do spróbowania tego wspaniałego produktu.,positive,4.0
"OK , polecam",positive,5
"Doskonała do ekspresów ciśnieniowych, aromatyczna, po prostu pyszna!",positive,5
dobra relacja ceny do smaku i jakości,positive,5
Bardzo dobra kawa!,positive,5
Mniam.,positive,5
Produkt ok,positive,4.0
Kawa delikatna i bardzo smaczna,positive,5
Dobra kawa w przystępnej cenie.,positive,4.0
dobry produkt godny polecenia,positive,4.0
Kawa doskonała,positive,5
Kawa średniej mocy i łagodnego aromatu. Używam do automatycznego ekspresu ciśnieniowego.  Na popołudniową i poranną kawę POLECAM. Bardzo korzystny stosunek ceny do jakości.,positive,4.0
Tę kawę piję od kilku lat- jest wspaniała,positive,5
bardzo aromatyczna,positive,5
Pyszna kawa.,positive,4.0
Bardzo smaczna kawa z delikatna pianką.,positive,4.0
polecam pycha,positive,5
"SMACZNA, AROMATYCZNA, POLECAM SZCZEGÓLNIE DO EKSPRESÓW CIŚNIENIOWYCH",positive,5
Pyyyyyycha,positive,5
"bardzo dobra ,pyszna ,aromatyczna",positive,5
Delikatna w smaku,positive,4.0
"Smaczna,",positive,4.0
"Jak zwykle dobra, szczególnie za tę cenę. Na próbę wziąłem też inne kawy ale też lavazza.",positive,5
super kawa,positive,5
bardzo smaczna kawa o delikatnym smaku,positive,4.0
"najlepsza kawa jaką piłam, delikatna długo utrzymująca się pianka, wspaniały delikatny smak a przy tym mocna",positive,5
Bardzo dobra,positive,5
"bardzo dobra, delikatna",positive,4.0
Bardzo dobra kawa. Gorąco polecam!,positive,5
według mni enajlepszy stosunek cena/jakość,positive,4.0
Dobra kawa,positive,4.0
dla mnie super,positive,5
Od lat nie piję innej kawy. Dla mnie ta jest najlepsza,positive,4.0
Znakomita kawa,positive,4.0
Pyszna kawa!,positive,5
Wyjątkowo nam smakuje.,positive,5
do pracy w sam raz,negative,3.0
"Do biura w sam raz, spełnia nasze oczekiwania.",positive,5
"bardzo smaczna, aromatyczna",positive,4.0
Kawa aromatyczna - odpowiada każdemu.,positive,5
bardzo dobra kawa,positive,5
Produkt spełnia moje oczekiwania. Nawet moja żona przekonała się do tej kawy,positive,4.0
Polecam OK !,positive,5
Doskonalej jakości kawa. Odpowiada wszystkim pracownikom naszej firmy.,positive,4.0
Bardzo dobra jak za tą cenę,positive,4.0
Delikatna,positive,4.0
"Bardzo dobry stosunek jakość, smak vs. cena.",positive,4.0
Bardzo dobra kawa w dobrej cenie,positive,4.0
Zgodny z opisem,positive,4.0
"Bardzo dobra kawa, o delikatnym smaku i długo utrzymującej się piance",positive,5
kawa świetnia polecam,positive,5
"Olej bielony,po podgrzaniu zamiast być przeźroczysty jest mlekowaty.Na prawde ludzie piszący opinię przestańcie oceniać po smaku,bo to nieprofesjonalna i błędna ocena.Olej jest bielony.Wcześniej przez lata używałam oleju ""bio planet"" i to jest olej porządny i nie oszukany.Niestety ja chcąc zaoszczędzić pokusiłam się na ten oto olej co było moim wielkim błędem,Teraz zużyję go do pilingów ciała a nie do smażenia,po czym powrócę do starego dobrego oleju kokosowego bio planet.Pozdrawiam :)",negative,2.0
Wspaniały!,positive,5
Bardzo dobra jakość za rozsądną cenę .,positive,4.0
"Piękny zapach, dobra jakość",positive,5
zamówiony olej kokosowy jest świetnym produktem zarówno w kuchni jak i pielęgnacji ciała,positive,5
Super olej w super cenie,positive,5
Produkt zgodny z oczekiwaniem,positive,5
"Bardzo smaczny, pachnący, chętnie jeszcze skorzystam:)",positive,5
"Bardzo dobry produkt. Po czterech miesiącach spożywania w niestety małych ilościach, bez ""ekstra"" ćwiczeń fizycznych, potwierdzam wyraźny spadek wagi (od kilku lat nie używam wagi), już kilka razy usłyszłam to z ust koleżanek i znajomych. Potwierdzają również pozytywne działanie oleju kokosowego na włosy, paznokcie i skórę. Używam go także jako antyperspirantu - rewelacją. Polecam!!!",positive,5
Pełnowartościowy towar. Bardzo smaczny .Do smażenia i na zimno.,positive,5
"Olej bardzo dobrej jakości, po  bardzo atrakcyjnej cenie. 
POLECAM !",positive,5
"Produkt bardzo przyjemny w zapachu. Potrawy smażone na nim są jeszcze bardziej aromatyczne i przede wszystkim zdrowe.
Gorąco polecam wszystkim, którzy dbają o zdrowie swoje i całej swojej rodziny.",positive,5
"Kupiłam olej przez internet skuszona niską ceną i napisami ""nierafinowany"", ""extra vergin"", ""tłoczony na zimno"". Niestety olej ma widoczne bąbelki tak jakby był zagotowany i wlany do słoika bulgoczący. Nie spotkałam sie wcześniej z taka strukturą oleju kokosowego. Do tego ma zdecydowanie nieprzyjemny zapach, który psuje smak potraw. O ile zapach świadczy o nierafinowaniu, o tyle bąbelki świadczą, ze nie wszystko było ""na zimno"". Olej nie ma też żadnego certyfikatu, więc musimy wierzyć nalepce na słowo...",negative,2.0
Nie mam zarzutów. Bardzo atrakcyjna cena w stosunku do jakości,positive,5
"bardzo smaczny olej, już go poleciłam kilku koleżankom",positive,5
"Nadaje się i do smażenia , i do pieczenia. W całym domu pachnie kokosem - uwielbiam to! :-)",positive,5
Olej b.dobry do wszechstronnego użytku .,positive,4.0
produkt dobrej jakości,positive,5
"Produkt prozdrowotny o przyjemnym, lekko kokosowym posmaku.",positive,5
Najwyższej jakości olej.,positive,5
"Dobry
",positive,5
"Super, polecam, pozdrawiam!",positive,5
"Jest to praktycznie jedyny olej jaki używam do smażenia, duszenia i pieczenia, ze względu na wysoką temperaturę dymienia. Zapach kokosa po podgrzaniu znika i nie przeszkadza np. duszonym warzywom, czy smażonym kotletom. Gorzej gdy chce się zamiast masła, czy margaryny dać do kanapki z wędliną.
Oleju kokosowego Extra Virgin z powodzeniem używam też w celach kosmetycznych i nie muszę używać żadnych kremów do twarzy ani balsamów do ciała.",positive,4.0
Olej jest rewelacyjny i do spożycia i do celów kosmetycznych. Kupuję tylko w bdsklep.,positive,5
Dobry stosunek jakości do ceny. Polecam.,positive,4.0
"używam go od dawna ,dobra jakość ,smak ,super  zapach  ,dla mnie bardzo dobry produkt",positive,5
Jestem bardzo zadowolona z tego produktu,positive,5
"Super, konsystencja, zapach umiarkowany tak jak  powinno być,",positive,5
Dobry za  cenę promocyjną,positive,4.0
"Doskonały olej dla tych, którzy nie mogą spożywać zwykłego rzepakowego.",positive,5
Zgodny z opisem.  Delikatnie pachnie kokosem.,positive,4.0
"ok , to był zakup na prezent",positive,4.0
dobra jakość w tej cenie,positive,4.0
Doskonaly,positive,5
Idealny,positive,5
Zgodnie z oczekiwaniami. POLECAM,positive,5
"WSPANIAŁY !!! PACHNĄCY, ŚWIEŻY, PRZEPYSZNY, MOJE KOLEJNE OPAKOWANIE, SERDECZNIE POLECAM!!",positive,5
"dobry, zdrowy tłuszcz",positive,5
Kupuję  od  dłuższego  czasu  i  tylko  tego  używam  do  smażenia  i  na  chleb.,positive,5
Olej bardzo dobry. Lekki kokosowy smak. dobry do smarzenia.,positive,4.0
Bardzo dobry stosunek ceny do jakości.,positive,5
Bardzo dobry olej.,positive,5
Kupuję olej ze względu na jego smak i zapach. Na co dzien korzystam w kuchni z tego oleju.,positive,5
"produkt doskonały, swieży, pięknie pachnie kokosem",positive,5
Bardzo dobry gatunkowo produkt. Polecam,positive,4.0
Olej bardzo dobry. Przyjemny lekki kokosowy zapach. B. dobry,positive,4.0
Bardzo dobry!!!,positive,5
Produkt godny polecenia,positive,5
Polecam!,positive,4.0
"JAKOŚĆ PRODUKTU ZGODNA Z OCZEKIWANIAMI, SERDECZNIE POLECAM.",positive,5
Super udane zakupy i bardzo sprawnie wszystko załatwione.,positive,4.0
Bardzo dobry olej,positive,5
"Rewelacyjna konstystencja i przede wszystkim zapach kokosów, co świadczy o najwyższej jakości oleju! Polecam",positive,5
TEN PRODUKT  JEST YNAKOMITEJ JAKOđCI. POLECAM WSYZSTKIM,positive,5
"Jeśli ktoś lubi kokos, to ten olej jest dla niego. Pyszny, ładnie pachnie. U nas zastąpił inne smarowidła do kanapek.",positive,5
Bardzo dobry produkt,positive,4.0
"Dobry olej, nie pachnie zbyt mocno a to dla mnie plus, bo generalnie nie lubię kokosa :), jednak olej używam na codzień, zarówno do smażenia jak i za miast masła do niektórych kanapek",positive,5
Najlepszy olej w bardzo dobrej cenie,positive,5
Super,positive,5
smaczny oryginalny zapach,positive,5
Produkt ok.,positive,4.0
"świeży, ładnie pachnie, w bardzo atrakcyjnej cenie",positive,5
Dobry-kupuję go trzeci raz,positive,4.0
"doskonały produkt, polecam go innym",positive,5
"Dobra jakość, ładny zapach.",positive,4.0
Jest ok,positive,4.0
"Rewelacyjny, świetny zapach.",positive,5
Bardzo dobry nierafinowany olej kokosowy w super cenie.,positive,5
Swietny,positive,5
"Bardzo dobry produkt, polecam, przystępna cena.",positive,4.0
Świetny,positive,5
Od wielu miesięcy jestem konsumentem nierafinowanego 900 ml  oleju kokosowego Targroch. Ze względu na wspanialy  smak i zapach moim zdaniem byl to najlepszy olej na rynku. Po ostatniej  dostawie ( lipiec 2016 ) jestem negatywnie zaskoczona smakiem i zapachem do  tej pory genialnego oleju. Obecny mocno zmieniony na nieprzyjemny jakby poddany rafinowaniu zapach oleju jest kompletnie nieporownywalny do poprzedniego -fantastycznego lekko kokosowego. Niestety potrawy przechodza tym jakby lekko podwędzanym zapachem. Moja obecna ocena tego produktu w takiej odslonie jest negatywna.,negative,2.0
BARDZO LUBIĘ WSZYSTKIE OLEJE KOKOSOWE,positive,4.0
"bardzo dobry olej  do smażenia , polecam",positive,4.0
Bardzo dobry jakościowo,positive,5
Rewelacyjny lekko pachnący zdrowy roślinny olej.Polecam go,positive,5
W porządku.,positive,4.0
"Produkty wysokiej jakości, dobrze zapakowane, zdrowie i smaczne.",positive,5
"Zdrowy olej o przyjemnym zapachu i posmaku. Idealny do smażenia placuszków, tostów francuskich i wyrobu czekolady.",positive,5
olej pierwsza klasa!!,positive,5
Świetna jakość w dobrej cenie. Polecam!,positive,5
dobrej jakosci,positive,4.0
Rewelacyjny produkt o wielu zastosowaniach. Piekny zapach i przyjemna konsystencja,positive,5
O.K.,positive,4.0
Olej kokosowy super zapach,positive,5
super olej,positive,5
Bardzo dobry produkt.,positive,5
Zakupione produkty są satysfakcjonujące i zgodne z opisem,positive,4.0
"Doskonały olej, aromatyczny, prawdziwy,",positive,5
Super.,positive,5
bardzo dobrej jakości,positive,5
bardzo dobra,positive,4.0
Olej kokosowy jest wspaniały! I oferta promocyjna naprawdę świetna za taką ilość tej jakości oleju.,positive,5
"kupiłam kolejny raz.... tym razem dwa opakowania, jestem bardzo zadowolona",positive,5
Dobra jakość za dobrą cenę!,positive,4.0
Bardzo smaczny.,positive,5
Dobra jakość,negative,3.0
"bardzo dobry  do smażenia, oraz jako krem nawilżający, inne zastosowania jeszcze nie praktykowane.",positive,4.0
Dobrej jakości produkt o szerokim zastosowaniu w kuchni i nie tylko i  w przyzwoitej cenie.,positive,4.0
Super! Spełnia moje oczekiwania. Dobra jakość,positive,5
Świetna cena i genialna jakość!!! W tej cenie odrazu karton.,positive,5
Spełnia moje oczekiwania,positive,4.0
Doskonała jakość,positive,5
Dokładnie taki jaki powinien być olej extra virgin. A zapach rewelacyjny!,positive,5
"Bardzo dobry olej, choć mam wrażenie, że zbyt mało pachnie kokosem jak na extra virgin.",positive,4.0
"Piękny zapach, sprawia wrażenie dobrego jakościowo, super cena.",positive,5
spełnił moje oczekiwania,positive,4.0
Olej bardzo dobry. Usmażone mięso na tym oleju ma zupełnie inny smak. Rewelacja! Korzystna cena za tę ilość.,positive,5
"dobry zarówno do smażenia jak i do potraw na zimno, dobre walory smakowe i zapachowe.",positive,4.0
Produkt bardzo dobry.,positive,5
Bardzo dobry produkt. Polecam jako olej spożywczy i kosmetyczny.,positive,4.0
Wspaniały zapach i smak.,positive,5
Olej kokosowy - produkt świeży i smaczny.,positive,5
Wyśmienity,positive,5
"Jestem zadowolona, świetny do czekolady",positive,4.0
"Towar zgodny z zamówieniem, świetna jakość, korzystna cena",positive,5
zgodby z opisem. bdb,positive,4.0
smakuje wyśmienite,positive,5
bardzo dobra jakość i cena,positive,4.0
"Produkt jest super , jeszcze skorzystam.",positive,5
ten fon jest niezastapiony ja juz go mam 2 lata i nic ani zmiany taki jaki go odkupilem taki jest moze tylko obudowa jest troszke pozdzierana i uszkodzona ale ja nienazekam polecam ten telefon,positive,5
"Najlepszy telefon w swojej klasie jaki mogłam używać; mnóstwo  funkcji, zadowoli nawet najwybredniejszego użytkownika; dobrze wspominam ten telefon.",positive,5
"Działa po dzień dzisiejszy (to już 6 lat). Super telefon, wytrzymały na upadki, łatwy w obsłudze i dość tani.",positive,4.0
"wspaniały telefon. wytrzymały technicznie, bardzo żywotna i trwała bateria. polecam",positive,5
"to shit bo nei ma symbiana, w tamtym czsie n70 juz mialo,
teraz to jest tanie i nie ma sie co tym podniecac bo jest wiele lepszych telefonów,
tylko mi nie piszcie ze SE są lepsze od nokii bo kazdemu telefon inaczej sie przydaje. Wedlug mnie nokie sa lepsze bo mają symbiana , przynajmniej niektore.",negative,1.0
"Przyznam, że jestem dość wybredny jeśli chodzi o telefony komórkowe i zazwyczaj wyprzedzam rynek jeśli chodzi o typy i marki telefonów. Chociażby z tego względu od już jakiegoś czasu próbuje dorwać Nokię N96 i narazie tylko próbuję. Za to posiadam kilka różnych typów telefonów między innymi SE K750i, który mam już półtora roku. Jest to jeden z najlepszych aparatów telefonicznych jakie do tej pory testowałem. Po półtora rocznym bardzo częstym używaniu używaniu telefon wygląda prawie jak nowy i to co mi się w nim podoba ma doskonałą sprawność jak i jakość dźwięku. Poza tym jest to mały kombajn, który posiada i latarkę, i minutnik, i radio z RDSem, i co najważniejsze ma dyktafon, który włącza się za jednym ruchem dżojstika. Poza tym masę możliwości w ustawieniach. Nawet po półtora roku polecam ten telefon, chociażby, że można włożyc do niego kartę memory stick 2 GB i ma się taką komórę, że ... (optymalna karta to 1 GB przy 2 GB troszkę spowalnia niektóre funkcje). Aparat ma 2 Mpix, jak na tamte czasu to zdjęcia miał super. Ogromną zaletą jest zasłona obiektywu. Telefon tylko jeden raz odmówił mi posłuszeństwa kiedy nagrałem na dyktafon ponad godzinny wykład. Spowolnił mi wtedy dość znacznie poruszanie się w menu plików dźwiękowych.
Ocenę wystawiam najwyższą i wiem że ten telefon zostanie jeszcze u mnie na conajmniej rok. Telefon jest jeszcze na czasie a nawet i GPS da się na nim uruchomić mając zewnętrzny odbiornik GPS.",negative,1.0
Aaaaaa,negative,1.0
Najlepszy telefon,positive,5
"Prosty, łatwy w obsłudze, poręczny.",positive,4.0
mam telefon 3 miesiace i nie wiem gdzie jest podczerwień. to jest model:K750i,positive,5
Super telefon!! niezniszczalny!!! aparat miodzio!!!!!,positive,5
