detectedEmotion,emotion,lemmatisation,rate,resultOfDetecting,text,words,wordsAfterLemmatisation,wordsFound
negative,negative,"[łzawy, strawny, zbyt, typowo, ale, amerykański, dramat, nieco]",5.5,-0.4875,"Sztampowy, ale strawny, nieco zbyt łzawy, typowo amerykański dramat.",9.0,8.0,5.0
negative,negative,"[co, trudno, się, tutaj, Smith, Will, aktorski, perfidnie, kolejny, historia, łzawy, raz, mimo, Oscar, wzruszyć, przez, atakować, po]",5.0,-0.2222222222222222,"Will Smith po raz kolejny perfidnie atakuje aktorskiego Oscara przez co, mimo łzawej historii, trudno się tutaj wzruszyć.",18.0,18.0,3.0
positive,negative,"[a, wywoływać, kiczowaty, być, wzruszenie, nieznośnie, film, obsada, znakomity, i, na, przez, obliczyć, to, mało, wiarygodny]",5.0,0.25,"Mimo znakomitej obsady, film jest obliczony na wywoływanie wzruszeń a przez to mało wiarygodny i nieznośnie kiczowaty.",17.0,16.0,3.0
negative,negative,"[zwlekać, coś, ale, utarty, nie, szlak, odrobina, być, zobaczyć, już, wyjść, stara, chcieć, przynajmniej, może, ckliwy, to, z, się, górnolotny]",5.0,-0.16666666666666666,"Jeżeli chcecie zobaczyć coś ckliwego to nie zwlekajcie. Historia może nie jest górnolotna, ale przynajmniej odrobinę stara się wyjść z utartego już szlaku.",23.0,20.0,3.0
neutral,negative,"[sala, w, film, ten, na, kanapa, kinowy, lepiej, niż, obejrzeć, z, dom, który]",5.0,0.0,"Jeden z tych filmów, który lepiej obejrzeć w domu na kanapie niż w sali kinowej.",15.0,13.0,3.0
negative,negative,"[ci, nadal, popełniać, twarz, zanadto, rozrywka, ale, można, nie, wybaczyć, przeszkadzać, film, długi, smutny, to, przeciętna, błąd, jeśli, wielki, czas]",4.0,-0.025,"Przez długi czas film większych błędów nie popełnia. Jasne, to nadal przeciętna rozrywka, ale jeśli zanadto nie przeszkadzają ci smutne twarze, można wybaczyć.",23.0,20.0,5.0
positive,negative,"[obsada, wykrzesać, potencjał, ten, gdy, widz, ale, przypadek, wyśmienity, nie, historia, stan, podstawowy, być, nieudany, bywać, który, uczuć, grać, na, film, miał, nazwisko, jak, w, z, patrzeć, wiele]",4.0,0.05357142857142857,"Jest filmem nieudanym, który miał potencjał, patrząc na wyśmienitą obsadę, ale jak w wielu przypadkach bywa, nazwiska nie grają, gdy historia nie jest w stanie wykrzesać z widza tych podstawowych uczuć.",31.0,28.0,6.0
neutral,negative,"[czy, zostać, historyjka, nakręcić, magia, nie, bez, ekranowy, rusza, ta, uczucia]",3.3,0.0,"Mnie ta historyjka nie rusza, została nakręcona bez krzty ekranowej magii czy uczucia.",13.0,11.0,2.0
neutral,negative,"[krok, skroić, od, przez, się, perfekcyjnie, scenariusz, komunał, aktorski, kończyć, pod, względem, który, a, każdy, reżyseria, marketingowy, na, produkt, pulpa, gra, niezjadliwy, okazać]",3.0,0.0,"Rozczarowuje na każdym kroku od scenariusza przez reżyserię, a na grze aktorskiej kończąc. To perfekcyjnie skrojony pod względem marketingowym produkt, który okazał się niezjadliwą pulpą komunałów.",26.0,23.0,4.0
positive,negative,"[filmowy, choć, odwracać, konflikt, wrażenie, jedynie, zaludniać, postać, opowieść, nakreślić, być, świat, on, dopisać, kolanin, wątły, uwaga, wątek, Howard, od, grubo, o, służyć, sprawiać, ciekawy, na, i]",3.0,0.009259259259259259,"Ekranowe konflikty są grubo nakreślone i choć filmowy świat zaludniają ciekawe postaci, ich wątki sprawiają wrażenie dopisanych na kolanie, służą jedynie odwracaniu uwagi od wątłej opowieści o Howardzie.",28.0,27.0,6.0
positive,positive,"[rymować, wszystko, energia, przed, ciężar, jaki, ale, impet, nie, prawdziwy, humor, duży, być, coś, tkwieć, nawyk, konkret, a, z, doskonały, i, na, chęcić, interpretacyjny, miłość, absurd, w, satyra, absurdalny]",8.0,0.09195402298850573,"Gorzka, ale przede wszystkim rymowana z absurdalnym humorem, satyra na prawdziwy absurd, jakim jest tkwienie w czymś z nawyku, a nie z chęci i miłości. Bez dużego ciężaru interpretacyjnego, ale z doskonałą energią, impetem i konkretem.",36.0,29.0,10.0
positive,positive,"[pełny, gdy, ale, podzielać, ktoś, słabość, o, ciepełko, zasada, on, nad, utrata, może, lubić, film, safanduła, potrafić, fabuła, do, śmiało, się, który, uległość, sympatyczny, nie, wdzięk, doprowadzić, osobiście, przyjemny, wybrać, już, i, kontrola, własny, życie, w, moja, jednak, postawić]",6.7,0.00854700854700854,"Pozbawiona w zasadzie fabuły - ale nie wdzięku i przyjemnego ciepełka. Ja osobiście lubię filmy o sympatycznych safandułach, którzy jednak, gdy już ich własna uległość doprowadzi do pełnej utraty kontroli nad życiem, potrafią się postawić. Jeśli ktoś moją słabość podziela, może się śmiało wybrać.",44.0,39.0,9.0
negative,positive,"[warto, niewybaczalny, brak, drugi, zaskakujący, filmowy, że, go, część, pomysł, tak, on, wciąż, wątek, lekkość, zakończenie, film, sprawnie, strona, się, nie, późno, wat, obejrzeć, odmówić, pierwsza, mimo, temu, opowiadać, i, mnożyć, nagły, razić, udawać, sposób, na, brak, oryginalność, anegdoty]",6.0,-0.07051282051282051,"W pierwszej części filmu Mollowi udawało się tak sprawnie mnożyć wątki i opowiadać tak zaskakujące anegdoty, że później ich nagły brak razi. Z drugiej strony nie sposób odmówić temu filmowi lekkości i oryginalności. Dlatego mimo niewybaczalnego braku pomysłu na zakończenie, wciąż warto go obejrzeć.",44.0,39.0,6.0
negative,positive,"[bawić, wydawać, się, szalony, umiejętnie, chęć, ale, wymuszony, że, go, opowieść, scenariusz, sytuacja, domknąć, oryginalny, i, przy, pisanie, pospieszny, opuścić]",6.0,-0.05833333333333333,"Reżyser umiejętnie bawi się szalonymi sytuacjami i tragikomizmem, ale wydaje się, że chęć oryginalniejszego domknięcia opowieści opuściła go przy pisaniu scenariusza. Zakończenie wydaje się wymuszone i pospieszne.",27.0,20.0,5.0
neutral,positive,"[do, w, się, ale, nadawać, też, niż, podziwiać, przeżywać, film, kameralny, kiczowaty, bardzo, piękny, pewien, sposób, bombastyczny]",7.5,0.0,"Jest filmem bombastycznym, ale w pewien sposób kameralnym, kiczowatym, ale też pięknym, nadającym się bardziej do podziwiania niż przeżywania.",19.0,17.0,4.0
negative,positive,"[do, wieczór, sam, absurd, czynienie, nie, że, raz, przesadny, który, mama, ilość, obraz, leniwy, na, letni, i, sprawiać, w, obsada, odbiorca, z, atakować, scenariusz]",7.0,-0.21875,"Gwiazdorska obsada i scenariusz, który nie atakuje odbiorcy przesadną ilością absurdów, sprawiają, że mamy do czynienia z obrazem w sam raz na leniwy letni wieczór.",25.0,24.0,9.0
neutral,positive,"[spodobać, mieć, się, szansa, wysmażyć, naprawdę, który, fan, seria, film]",7.0,0.0,"Ubisoft wysmażył film, który naprawdę ma szansę spodobać się fanom serii.",11.0,10.0,1.0
negative,positive,"[aspekt, psychologiczny, i, oraz, pseudofilozoficzny, obraz, dla, wątek, oko, to, mimo, lecz, przyjemny, zjadliwy]",6.5,-0.10714285714285714,"Przeładowany wątkami oraz pseudofilozoficznymi i psychologicznymi aspektami obraz, lecz mimo to zjadliwy i przyjemny dla oka.",16.0,14.0,3.0
neutral,positive,"[powinny, film, pójść, się, odczucie, żeby, wizja, ryzyko, taki, reżyser, swoje, spod, miłośnica, skonfrontować, współcześnie, znak, móc, sprawdzić, własne, gra, to, film, podjąć, pójść, jak, robić, na, z, pozostać, wyzwanie, zaś]",6.0,0.0,"Fani gry powinni pójść skonfrontować swoje odczucia z gry z wizją reżysera, miłośnicy filmów spod znaku ""płaszcza i szpady"" mogą podjąć to wyzwanie, żeby sprawdzić, jak takie filmy robi się współcześnie, zaś pozostali... pójdą na własne ryzyko.",37.0,31.0,4.0
positive,positive,"[sekwencja, do, powinny, seans, ten, wybrać, tylko, inny, nie, fan, być, przeszłość, spektakl, niektóry, gdyż, kina, pewność, na, powód, z, wystarczający, i, wybrać, skusić, aby, udany, tak, pozostać, się]",6.0,0.06896551724137931,"Z pewnością fani i tak wybiorą się do kina, pozostali powinni wybrać inny seans, gdyż tylko niektóre udane sekwencje z przeszłości, nie są wystarczającym powodem, aby skusić się na ten spektakl.",31.0,29.0,8.0
positive,positive,"[adaptacja, atut, jeden, moment, solidny, postać, historia, ciekawy, intrygujący, obsada, gra, dopracować, wykonanie, i, lepsze, w, z]",6.0,0.2647058823529412,"Jest jedną z lepszych adaptacji gier. Posiada solidne atuty w postaci obsady, intrygującej historii - momentami niedopracowanej - i ciekawego wykonania.",21.0,17.0,7.0
negative,negative,"[wszystko, asasyn, znany, nic, scena, prawdziwy, za, dużo, walka, jednostki, być, patos, motto, nie, animus, z, gra, głosić, wielki, historia, dozwolić, mało, jak]",5.5,-0.1681159420289855,"Za mało znanych z gier scen z animusa, za mało walki jednostki z wielką historią, za dużo patosu. Jednak jak głosi motto asasynów - nic nie jest prawdziwe, wszystko jest dozwolone.",31.0,23.0,8.0
negative,negative,"[przewidywalny, płytki, piętnastowieczny, za, dużo, przegrywać, scena, Hiszpania, scenariusz, mało, i, współczesny, postać, czas, z, akcja]",5.5,-0.010416666666666664,"Za mało piętnastowiecznej Hiszpanii, za dużo czasów współczesnych. Świetne sceny akcji przegrywają z przewidywalnym scenariuszem i płytkimi postaciami.",18.0,16.0,5.0
negative,negative,"[napisać, za, scenariusz, go, produkcja, ucieczka, film, rzeczywiście, przez, może, wciągać, zachwycić, gdy, wysoce, odbiorca, sprowadzać, ta, do, musieć, wystarczyć, mowa, się, to, miasto, walka, twórca, spełnić, zadanie, nie, by, szybko, a, uznać, dobry, i, zwłaszcza, chcieć, o, swoje, źle, zabrać, w, wspomnieć, scena, zachwycać]",5.0,-0.027407407407407408,"Historia musi wciągać, a ta w Assassin's Creed nie zachwyca odbiorcy. Wszystko sprowadza się do źle napisanego scenariusza, może twórcy za szybko chcieli zabrać się za produkcję? Wizualnie, zwłaszcza gdy mowa o wspomnianych wyżej scenach walk i ucieczek przez miasto, film rzeczywiście spełnił swoje zadanie, zachwycił. Jednak to nie wystarczy, by uznać go za dobry.",55.0,45.0,6.0
positive,negative,"[warto, sprawiać, moment, co, spójny, ale, twórca, że, potencjał, niewielki, cierpieć, wykorzystać, chroniczny, mieć, pewność, na, zawiesić, procent, bardzo, niestety, oko, sensowny, brak, który, z, fabuła]",5.0,0.07692307692307693,"Całość ma momenty, na których z pewnością warto zawiesić oko, ale niestety cierpi na chroniczny brak sensownej, spójnej fabuły, co sprawia, że twórcy wykorzystali bardzo niewielki procent potencjału.",28.0,26.0,8.0
negative,negative,"[ten, potencjał, ten, szansa, nie, drzemać, rzecz, twórca, wat, wykorzystać, na, gra, wielki, popularny, kino, z]",5.0,-0.03125,"W popularnej grze drzemał potencjał na wielkie kino przygodowo-fantastyczne. Nic z tych rzeczy, twórcy nie wykorzystali tej szansy.",18.0,16.0,5.0
negative,negative,"[można, dosłownie, przysnąć, budować, ale, ujęcie, dynamika, nierówny, wielki, który, świat, przemoc, na, film, plastyczność, bardzo, fabularny, przy, warstwa, który, kruchy, pełny, gubić]",5.0,-0.09420289855072463,"Jest bardzo nierównym filmem. Swoją plastycznością ujęć buduje wielki świat pełen przemocy, ale który gubi dynamikę na kruchej warstwie fabularnej przy której można dosłownie przysnąć.",25.0,23.0,9.0
negative,negative,"[wideo, cykl, gdy, ważny, rozgrywka, kinowy, kończyć, interaktywność, świat, kiedy, stracić, na, swój, może, gra, to, stać, zostać, odarty, który, poruszający, przez, wszystek, się, zadanie, również, i, zaleta, elektroniczny, niewdzięczny, rzadko, sukces, zapewniać, ekran, z, udział]",5.0,-0.018518518518518517,"Przenoszenie gry wideo na ekran kinowy to niewdzięczne zadanie, które rzadko kiedy kończy się sukcesem. Wciągający i poruszający świat może stracić wszystkie swe zalety, gdy zostanie odarty z interaktywności zapewnianej przez elektroniczną rozgrywkę. Niestety stało się to udziałem również najważniejszego cyklu Ubisoftu.",42.0,36.0,8.0
neutral,negative,"[sprawiać, wykrzesać, oprawa, nie, zaangażowanie, że, poświęcenie, historia, pomimo, jednak, uwaga, huragan, detal, i, efektowny, pędzić, się, z, akcja, sposób, jak]",4.5,0.0,"Brak poświęcenia uwagi detalom historii sprawia jednak, że pomimo pędzącej jak huragan akcji i efektownej oprawy, zaangażowania wykrzesać z siebie nie sposób.",22.0,21.0,2.0
negative,negative,"[kiedyś, pas, mówić, który, może, całość, to, że, być, wielki, jednak, powstanie, początek]",4.0,-0.2692307692307692,"Widać, że jest to początek większej całości, która może kiedyś powstanie. Ja jednak mówię pas.",15.0,13.0,4.0
negative,negative,"[można, starać, kiepski, się, odmówić, że, z, fan, wybić, nawet, ponad, przynajmniej, chcieć, twórca, przeciętność, perspektywa, fakt, jednak, oryginał]",4.0,-0.10526315789473684,"Jest kiepski nawet z perspektywy fana oryginału. Nie można jednak twórcą odmówić faktu, że przynajmniej się starali, że chcieli się wybić ponad przeciętność.",23.0,19.0,2.0
negative,negative,"[znana, elementy, mroczny, mnóstwo, seria, gra, zawierać, zarówno, ukryć, obosieczny, gdyż, ostrz, ofiara, techniczny, rod, i, najstarszy, jak, błąd, tajemniczy, z]",4.0,-0.16666666666666666,"Padł ofiarą obosiecznego ukrytego ostrza, gdyż zawiera zarówno mroczne i tajemnicze elementy znane z serii gier, jak i mnóstwo błędów technicznych rodem z najstarszego Animusa.",25.0,21.0,4.0
positive,negative,"[gatunek, wyraźnie, nikt, poruszać, nie, swój, twórca, nakręcić, film, seria, oczekiwać, niepokój, z, wyjść, gra, kina, na, chcieć, głębia, dodać, problem, moralny, komputerowy, dzieło, podstawa]",4.0,0.04,"Po filmie nakręconym na podstawie serii gier komputerowych nikt nie oczekuje poruszania problemów z gatunku kina moralnego niepokoju. Niestety, twórcy ""Assassin's Creed"" najwyraźniej chcieli dodać swemu dziełu głębi. Nie wyszło.",30.0,25.0,8.0
negative,negative,"[wszystko, co, ten, fan, się, dosłownie, że, być, pojawić, przeczytać, film, dalej, uważać, i, ograć, w, temat, zły]",4.0,-0.09722222222222222,"Jestem fanem, ograłem i przeczytałem dosłownie wszystko, co pojawiło się w temacie i dalej uważam, że ten film jest zły. Bardzo zły.",22.0,18.0,3.0
positive,negative,"[cykl, widz, również, na, ale, tylko, nie, fan, rozrywka, liczyć, dobry]",4.0,0.17575757575757575,"Rozczaruje nie tylko fanów cyklu, ale również widzów liczących na dobrą rozrywkę.",12.0,11.0,2.0
negative,negative,"[flaki, tona, zagrać, i, na, nudny, olej, rozładowywać, bez, ironia, jak, być, patos, z, najwyższy]",4.0,-0.26666666666666666,"Całość jest nudna jak flaki z olejem i zagrana na najwyższych tonach, bez krzty rozładowującej patos ironii.",17.0,15.0,5.0
neutral,negative,"[być, gwiazdorski, ekranizacja, komputerowy, chcieć, o, gra, jak, w, szybko, który, obsada, zapomnieć]",4.0,0.0,"Kolejna ekranizacja gry komputerowej w gwiazdorskiej obsadzie, o której będziecie chcieli jak najszybciej zapomnieć.",14.0,13.0,5.0
positive,negative,"[żaden, w, ale, ani, bez, aktorski, wizualny, warstwa, energia]",3.3,0.2222222222222222,"Poprawny, ale bez żadnej energii, ani w warstwie wizualnej, ani aktorskiej.",11.0,9.0,3.0
negative,negative,"[chcieć, pierwowzór, być, mierny, tym, wart, ale, że, jedynie, uwierzyć, desperacki, film, wy, dalej, pamięć, tu, cal, to, który, zostać, po, kaptur, do, nieciekawy, chwytać, zwyczajnie, się, bo, nie, każdy, źle, nawiązanie, mi, o, muzyka, w, koszyk, mówić, z]",3.0,-0.05128205128205128,"Mógłbym mówić tu dalej o tym, że CGI nieciekawe, że muzyka z koszyka ""średniowieczne podrygi"" w Media Markt, że źle chwyta się desperackich nawiązań do growego pierwowzoru, ale zwyczajnie mi się nie chce, bo Assassin's Creed to film mierny w każdym calu, po którym w pamięci zostanie wam jedynie Fassbender w kapturze. A to nie jest warte, uwierzcie.",58.0,39.0,5.0
negative,negative,"[sprawiać, reklamowy, przejąć, twórca, aktorski, scenariusz, budżet, ogromny, tani, wrażenie, tandetny, i, kampania, gra, film, bolączka, który]",3.0,-0.15686274509803924,"Pomijając bolączki scenariusza i gry aktorskiej, ""Assassin's Creed"" sprawia wrażenie taniego i tandetnego filmu, którego ogromny budżet przejęli twórcy kampanii reklamowej.",21.0,17.0,7.0
negative,negative,"[znany, wybitny, aktor, nonsensowny, nudny, adaptacja, dobry, przemyślać, Stan, Szkoda, i, marka, bardzo, przykład, spory, budżet, skopać]",3.0,-0.07254901960784313,"Stanowi wybitny przykład adaptacji skopanej. Jest nonsensowny, nudny i nieprzemyślany. Szkoda znanych aktorów, sporego budżetu i bardzo dobrej marki...",19.0,17.0,8.0
negative,negative,"[lubić, seans, nastawiać, się, ale, asasyn, wiele, czysty, adaptacja, nigdy, zaryzykować, się, darować, zbyt, sumienie, templariusz, móc, gra, to, i, na, słyszeć, seria, o, konflikt, nie, odwieczny, z]",3.0,-0.017080745341614908,"Jeśli lubisz serię Assassin's Creed, to możesz zaryzykować, ale nie nastawiaj się na zbyt wiele. Jeśli nie lubisz adaptacji gier i o odwiecznym konflikcie asasynów i templariuszy nigdy nie słyszałeś, to seans możesz sobie z czystym sumieniem darować.",38.0,28.0,9.0
positive,negative,"[co, fabuła, spory, świat, przemian, praktycznie, być, zaoferować, bohater, dokonywać, on, jak, idiota, aby, widz, istnieć, który, emocjonalność, problem, coś, a, móc, zarówno, mieć, zespolić, podyktować, przedstawić, logika, i, w, się, który, z]",3.0,0.020202020202020197,"Reżyser ma spore problemy, aby zaoferować coś, co mogłoby zespolić widza zarówno z fabułą, jak i bohaterami świata przedstawionego, których emocjonalność jest praktycznie nieistniejąca, a przemiany, które się w nich dokonują podyktowane logiką idioty.",34.0,33.0,6.0
negative,negative,"[do, seans, on, świat, nie, męka, być, który, a, wnosić, film, obraz, to, bardzo, niestety, zły, nic, muza, jednak]",2.0,-0.23245614035087722,"Nie jest filmem bardzo złym, a jego seans nie jest męką. Jest to niestety jednak obraz, który nic nie wnosi do świata X muzy.",24.0,19.0,6.0
negative,negative,"[źle, bo, potrafić, się, ale, reżyserski, oglądać, moment, wrażenie, być, pod, koniec, głupia, psuj, który, rzemieślniczy, a, zaangażować, cały, końcówka, Justin, to, robota, dobra, film, bardzo]",2.0,-0.06410256410256411,"Nie ogląda się źle, bo to dobra rzemieślnicza robota reżyserska Justina Kurzela, a pod koniec filmu jest moment, który potrafi bardziej zaangażować, ale całe wrażenie psuje głupia końcówka.",28.0,26.0,5.0
negative,negative,"[do, który, wirtualny, ociosać, rozgrywka, przeraźliwie, przykuć, element, pozbawić, potrafić, i, oraz, nudny, w, serce, z, telewizor, angażować]",2.0,-0.1,"Produkt pozbawiony serca, przeraźliwie nudny oraz ociosany z elementów, które angażowały w wirtualną rozgrywkę i potrafiły przykuć do telewizora.",19.0,18.0,5.0
positive,positive,"[jeden, gracja, temat, i, film, dobry, rok, reżyser, udźwignąć, z, stworzyć, niezwykły]",10.0,0.07777777777777778,Młody reżyser udźwignął temat z niezwykłą gracją i stworzył jeden z najlepszych filmów roku.,14.0,12.0,2.0
positive,positive,"[tym, musieć, co, współczesny, z, spełnić, magia, obłok, łączyć, Hollywood, cynizm, zestawiać, rodzaj, Złota, poświęcić, nasze, marzenie, oraz, jedyny, bujać, romantyczny, w, aby, swoje, z]",10.0,0.13,"Obraz jedyny w swoim rodzaju, łączący magię Złotej Ery Hollywood ze współczesnym cynizmem oraz zestawiający romantyczne bujanie w obłokach z tym, co musimy poświęcić, aby spełnić nasze marzenia.",28.0,25.0,4.0
neutral,positive,"[stać, który, nowa, się, obraz, klasyka, stworzyć]",10.0,0.0,"Damien Chazelle stworzył obraz, który stał się nową klasyką.",9.0,7.0,1.0
positive,positive,"[tym, jaka, co, być, klasyczny, La, piękny, łączyć, to, w, współczesny, z, łatwość]",10.0,0.10256410256410256,To z jaką łatwością Chazelle łączy to co klasyczne z tym co współczesne jest w La La Land najpiękniejsze.,19.0,13.0,3.0
positive,positive,"[filmowy, kina, i, list, Angeles, Los, musical, marzyciel, miłosny, jazz]",10.0,0.1,"Wielki, filmowy list miłosny. Do marzycieli, jazzu, musicalu, Los Angeles i kina.",12.0,10.0,3.0
positive,positive,"[tym, wszystko, slogan, film, być, to, w, in, cenny, znany, idealny]",10.0,0.2727272727272727,Mimo wszystko jest idealny. Parafrazując znany slogan - magic is in the air. I to w tym filmie jest najcenniejsze.,20.0,11.0,2.0
positive,positive,"[wysuwać, oddany, śmiało, się, pean, rok, podium, dobry, na, marzyciel, film]",10.0,0.26666666666666666,"Ponadprzeciętny pean oddany marzycielom. ""La La Land"" śmiało wysuwa się na podium najlepszego filmu 2017 roku.",16.0,11.0,2.0
positive,positive,"[dla, klasyk, hołd, kina, i, ponadczasowy]",10.0,0.3333333333333333,Piękny hołd dla kina i ponadczasowy klasyk.,7.0,6.0,2.0
positive,positive,"[do, można, słowa, pokazować, on, znalezienie, potężny, okazja, nie, że, ostatnie, prawdopodobnie, świat, niebanalny, wciąż, powiedzieć, historia, śnieżny, musical, i, przedstawić, w, zimowy, poruszający, ciepło, dawka, konwencja]",9.5,0.14814814814814814,"Świetna okazja do znalezienia potężnej dawki ciepła w zimowym i prawdopodobnie śnieżnym świecie. Obraz Damiena Chazelle'a pokazuje, że musical wciąż nie powiedział ostatniego słowa i można w jego konwencji przedstawić poruszającą i niebanalną historię.",34.0,27.0,8.0
negative,positive,"[a, Świat, autostrada, na, od, pokochać, kochać, scena, marzyciel, pierwsza, ja]",9.0,-0.1515151515151515,"Świat kocha marzycieli, a ja od pierwszej sceny na autostradzie pokochałam ""La la land"".",14.0,11.0,3.0
negative,positive,"[musical, choć, wspaniały, zostać, być, zdrowić, ujmujący, świat, muskuł, na, tu, przez, intelektualny, zwykły, seans, który, wystarczyć, czułość, niż, reżyser, mama, ja, otwartość, zbędny, więcej, i, przedstawić, wyjść, cały, historia, alergia, z]",9.0,-0.020833333333333336,"Prężenie intelektualnych muskułów jest tu zbędne, wystarczy zwykła otwartość na wspaniały świat i historię, które z ujmującą czułością zostały przedstawione przez reżysera. Nawet ja, choć mam alergię na musicale, wyszedłem z seansu więcej niż cały i zdrów.",37.0,32.0,10.0
positive,positive,"[wpaść, ten, zasługiwać, La, produkcja, doskonale, zachwyt, nie, że, realizacyjny, jedno, a, wyważyć, komedia, zdumiewać, oglądać, element, wyróżnienie, bardzo, i, na, z, każdy, w, tym, musical, perfekcja, wręcz]",9.0,0.07142857142857142,"Trudno nie wpaść w zachwyt oglądając La La Land, tym bardziej że każdy z elementów tej produkcji zasługuje na wyróżnienie. Melodramat, komedia i musical w jednym, doskonale wyważone, a perfekcja realizacyjna wręcz zdumiewa.",33.0,28.0,8.0
positive,positive,"[zobaczyć, czy, co, tym, się, tylko, podoba, piękny, życie, że, być, nie, kin, wy, to, piękne, rok, w, dlatego]",9.0,0.17543859649122806,"To jest najpiękniejsze, co zobaczycie w kinie w tym roku, tylko dlatego, że życie jest piękne, czy wam się to podoba czy nie.",23.0,19.0,2.0
positive,positive,"[stary, jeden, film, pomost, czarować, seans, lato, Hollywood, a, wcielenie, z, trzymać, ostatni, kina, i, przez, magia, cały, sympatyczny, w, między, nowy, godzina, garść]",9.0,0.04365079365079364,"Zachwyca, czaruje i trzyma w garści przez całe 2 godziny seansu. To wcielenie magii kina, pomost między starym a nowym Hollywood i jeden z najsympatyczniejszych filmów ostatnich lat.",28.0,24.0,9.0
positive,positive,"[że, hołd, doskonale, wyreżyserować, móc, praktycznie, napisać, niż, wyprodukować, Hollywood, się, jazz, film, skaz, bez, dla, wyobrazić, być, i, obraz, mi, nakręcić, to, dobry, Ciężka, wielki, jeszcze]",9.0,0.016049382716049384,"Ciężko wyobrazić mi sobie, że Damien Chazelle mógłby nakręcić jeszcze lepszy film niż ""La La Land"". Jest to obraz doskonale napisany, wyreżyserowany i wyprodukowany, praktycznie bez skaz, będący wielkim hołdem dla jazzu i Hollywood.",34.0,27.0,4.0
positive,positive,"[i, magiczny, niesamowity, cudowny]",9.0,0.21428571428571427,"Absolutnie magiczny, niesamowity i cudowny!",5.0,4.0,2.0
positive,positive,"[się, współgrać, dzięki, nim, wszystek, elementy, się, bo, można, emocjonować, z, zakochać, orkiestra, temu, i, ucho, dobry, jak, w, on, po]",9.0,0.044444444444444446,"Zachwyca i emocjonuje, bo wszystkie jego elementy współgrają ze sobą jak najlepsza orkiestra. I dzięki temu można się w nim zakochać po uszy.",23.0,21.0,3.0
neutral,positive,"[i, poprowadzić, skomponować, opowiedzieć, film]",9.0,0.0,"Cudownie skomponowany, poprowadzony i opowiedziany film. Majstersztyk.",7.0,5.0,0.0
positive,positive,"[sprawiać, rozrywka, gatunek, raczy, niekryty, rola, swoić, procent, przyjemność, oko, sto, i, spadkobierca, prawdziwy, dostarczać, naczelna, cieszyć, w, spełniać, ewidentny, ucho]",9.0,0.18095238095238095,"Jako ewidentny spadkobierca gatunku, spełnia swoją naczelną rolę w stu procentach - cieszy oko, raczy ucho, dostarcza rozrywki i sprawia prawdziwą, niekrytą przyjemność.",23.0,21.0,6.0
negative,positive,"[filmowy, rzeczywistość, pozwolić, najbardziej, który, dla, nawet, i, na, rok, rozświetlić, marzyciel, wszystek, romantyk, prezent, szary, początek]",9.0,-0.029411764705882353,"Najpiękniejszy filmowy prezent na początek roku dla wszystkich romantyków i marzycieli, który pozwoli rozświetlić nawet najbardziej szarą rzeczywistość.",18.0,17.0,6.0
positive,positive,"[przepiękny, scena, się, chodzić, być, za, taki, kochać, film, długi, wieńczyć, kino, przez, perełka, miąć, czas]",9.0,0.08333333333333334,"Dla takich perełek kocha się kino. A przepiękna scena wieńcząca film będzie za mną chodziła przez długi, długi czas.",19.0,16.0,6.0
positive,positive,"[duch, do, wszystko, co, w, rozrywka, widz, zaraz, nie, łza, zakochać, go, się, by, podniesienie, wysoki, wzruszenie, na, doprowadzić, to, potrzebny, który, się, sposób, klasy]",9.0,0.14857142857142858,"Ma w sobie wszystko to co potrzebne do podniesienia widza na duchu, by zaraz doprowadzić go do łez wzruszenia. To rozrywka najwyższej klasy, w której nie sposób się nie zakochać.",30.0,25.0,7.0
positive,positive,"[wszystko, Stone, czy, praca, klimat, genialny, historia, potem, kamera, Ryan, rozwijać, fraza, lato, Emma, a, dalej, głosik, światło, piękno, emocjonalnie, i, muzyka, cudowny, gra, czysty, rozczulający, wzruszający, uroczy]",9.0,0.06710292812777284,"Przede wszystkim genialna gra światłem i cudowna praca kamery. Dopiero potem rozczulający klimat lat 60., a dalej uroczy Ryan Gosling, wzruszająca historia, piękna muzyka czy czysty i emocjonalnie rozwijający frazę głosik Emmy Stone.",33.0,28.0,7.0
positive,positive,"[estetyczny, przyjemny, zaskakująco, i, ale, o, nie, strawa, duchowy, radość, zapominać]",9.0,0.18181818181818182,"Orzeźwiający i zaskakująco przyjemny. Daje estetyczną radość, ale nie zapomina o duchowej strawie.",13.0,11.0,2.0
negative,positive,"[znakomity, co, barwa, dwa, taniec, głównie, spotykać, historia, jakiś, rozpisać, melancholia, egocentryzm, i, na, osoba, gorycz, wybuchać, muzyk, spektakl, czas]",9.0,-0.225,"Skromna historia rozpisana głównie na dwie osoby, co jakiś czas wybucha znakomitym spektaklem barw, tańca i muzyki. Słodycz i melancholia spotykają gorycz i egocentryzm.",24.0,20.0,8.0
positive,positive,"[fantastyczny, feeria, barwa, odważny, myśl, nie, kolory, być, światła, przywodzić, a, piękno, reprezentować, i, na, przypadkowy, żaden, film, gra, uzupełniać, kadr]",9.0,0.19047619047619047,"Wizualnie film reprezentuje piękno. Detale i odważne kolory przywodzą na myśl Almodovara, żaden kadr nie jest przypadkowy, a feerię barw uzupełnia fantastyczna gra świateł.",24.0,21.0,5.0
