detectedEmotion,emotion,emotionsList,lemmatisation,rate,resultOfDetecting,text,words,wordsAfterLemmatisation,wordsFound
neutral,negative,"[produkcja, osoba, który, ten, który, wersja, ogień, sam, który]","[produkcja, ciekawostka, można, osoba, film, tym, dwa, animowany, który, ten, móc, jedynie, być, tytuł, porównywać, polecić, potraktować, który, oraz, wersja, lubić, ogień, sam, unikać, jak, jako, on, który]",5.0,0.0,"Jest produkcją, którą można potraktować jako ciekawostkę. Mogę ją polecić jedynie osobom, które lubią porównywać dwie wersje tego samego tytułu, oraz tym, którzy unikają filmów animowanych jak ognia.",28.0,28.0,9.0
neutral,negative,"[jaki, udany, odkrywczy]","[jaki, widz, emocja, budzenie, ani, względem, w, taki, być, absolutnie, pod, się, opowiadać, film, chodzić, opowiadanie, udany, dzieło, i, historia, założyć, twórca, o, to, nie, jej, jeśli, jednak, odkrywczy, sposób]",5.0,0.0,"Nie jest dziełem odkrywczym ani jeśli chodzi o opowiadaną historię, ani jeśli chodzi o sposób jej opowiadania. Jest to jednak film absolutnie udany pod względem budzenia w widzach emocji i to takich jakie założyli sobie twórcy.",36.0,30.0,3.0
negative,negative,"[artefakt, nic, bestia, atmosfera, zachodni, pełny]","[od, przeszłość, z, skrzydło, być, reżyser, wygląd, artefakt, świat, zamian, całość, jak, garść, po, a, dawać, nic, pałac, nie, temu, się, bestia, wypełnić, korzystać, piosenka, atmosfera, sprawdzić, zakurzyć, przestrzeń, w, brzeg, z, zachodni, pełny]",5.0,-0.06372549019607843,"Reżyser ""Dreamgirls"" nie daje temu światu nic od siebie, a w zamian korzysta pełnymi garściami ze sprawdzonych piosenek, wyglądów, atmosfery. Całość jest jak zachodnie skrzydło w pałacu Bestii - zakurzona przestrzeń wypełniona po brzegi artefaktami z przeszłości.",37.0,34.0,6.0
negative,negative,"[zbyteczny, który]","[do, mienić, ale, być, zbyteczny, komputerowo, daleko, który, on, mieć, szmira, wygenerować, oczyć, mu, widz, obecnie, mercedes]",5.0,-0.058823529411764705,"Daleko mu do szmiry, ale jest on obecnie zbyteczny. Wygenerowany komputerowo Mercedes, który ma mienić oczy widzom.",17.0,17.0,2.0
negative,negative,"[scena, teatr, podobny, prawdziwy, młody, ignorant, wyższość, animacja, zły, niektóry, protekcjonalny, scena, pokolenie]","[czy, próbować, komiks, scena, lansować, że, teza, być, teatr, podobny, małpować, film, zasada, zaszczepić, on, wciąż, nad, to, na, film, książka, prawdziwy, młody, aktorski, przekonanie, po, lecz, wcale, ignorant, jak, nie, wobec, coś, wyższość, animacja, zły, widz, od, niektóry, protekcjonalny, o, scena, pokolenie, w, poprzednik, jednak]",5.0,-0.15833333333333335,"Najgorsze jednak wcale nie jest to, że film scena po scenie małpuje poprzednika, lecz to, że jest wobec niego protekcjonalny. Próbuje zaszczepić w młodym pokoleniu widzów przekonanie, że film aktorski jest czymś prawdziwszym od animacji, na podobnej zasadzie, jak niektórzy ignoranci wciąż lansują tezę o wyższości teatru nad filmem czy książki nad komiksem.",53.0,46.0,13.0
negative,negative,"[stara, niepełnoletni, wysoki]","[do, stara, co, widz, niepełnoletni, utrzymywać, pozwolić, wysoki, dawka, niezdrowo, trafić, jej, cukier]",5.0,-0.021978021978021976,"Utrzymuje niezdrowo wysoką dawkę cukru starej, co pozwoli jej trafić do widzów niepełnoletnich.",13.0,13.0,3.0
positive,negative,"[udany, rola, przeciętnie, znaczny]","[celować, wysoko, i, ale, wypadać, warstwa, udany, uaktualnić, mimo, rola, kulturowy, przeciętnie, znaczny]",5.0,0.07692307692307693,"Celuje wysoko, ale wypada przeciętnie - mimo udanej roli Emmy Watson i znacznego uaktualnienia warstwy kulturowej.",16.0,13.0,4.0
positive,negative,"[obojętny, klasyczny, życie, królowa, ogień, który, sam]","[obojętny, klasyczny, dziwnie, nieaktualny, pozostawiać, stanąć, widz, życie, tylko, za, nie, realizacja, królowa, że, być, kamera, chodzić, i, baśń, nowa, o, ogień, to, w, śnieg, który, zabraknąć, jakby, sam]",5.0,0.05172413793103448,"Nowa ""Piękna i Bestia"" pozostawia widza dziwnie obojętnym. I nie chodzi o to, że klasyczna baśń jest nieaktualna, tylko o realizację, w której zabrakło ognia i życia, jakby za kamerą stanęła sama Królowa Śniegu.",34.0,29.0,7.0
positive,negative,"[stara, który, życie, dusza, muzyczny, ten, nijaki, ogromny, gwiazdorski, serce, inscenizacja]","[obsada, stara, który, życie, dusza, ale, odrobina, być, muzyczny, ten, nijaki, budżet, ogromny, świat, tchnąć, staje, wędrówka, przypowieść, gwiazdorski, i, posiadać, jak, w, serce, inscenizacja, stan, zabraknąć, się]",5.0,0.09047619047619047,"Posiada gwiazdorską obsadę, ogromny budżet i przypowieść starą jak świat, ale staje się nijaką inscenizacją. Zabrakło serca i duszy, które byłyby w stanie tchnąć w tą muzyczną wędrówkę odrobinę życia.",30.0,28.0,11.0
negative,negative,"[nic, młody, klasyk, adaptacja]","[od, co, dzięki, nic, ale, szansa, nie, historia, zawsze, taki, młody, a, klasyk, przypomnienie, temu, adaptacja, na, prócz, piękno, mieć, o, zrobić, widz, istnienie, nowa, jej]",4.0,-0.07692307692307693,"Historia piękna, ale nie dzięki Disneyowi, a dzięki temu co miała od zawsze. Nic nie zrobiła jej nowa adaptacja, prócz szansy na przypomnienie o istnieniu takiej klasyki widzowi najmłodszemu.",29.0,26.0,4.0
negative,negative,"[swój, oryginalny, efektywny, odtwórca, poza, ekranowy, rola, horror, apatia, miara, tępy, niemoc]","[chyba, kiepsko, swój, próbować, choć, ale, on, oryginalny, na, że, efektywny, być, odtwórca, wykrzesać, dźwięczeć, potencjał, poskładać, poza, ekranowy, film, oślep, kadr, mało, jakby, po, rola, wśród, pięknie, zostawać, bezwiednie, on, horror, popularny, obsadzić, całość, kompetencja, apatia, aktorski, miara, wykonawca, zmarnować, coś, odesłać, tępy, wyreżyserować, i, bill, przemian, liczyć, tekst, frazes, drugoplanowy, niemoc, z, szybko]",3.0,-0.11515151515151514,"Wśród odtwórców ról pierwszo- i drugoplanowych pięknie dźwięczą niemoc na przemian z apatią - są one miarą aktorskiej kompetencji kiepsko obsadzonych wykonawców. Jeden-jedyny Bill Moseley, choć próbuje wykrzesać coś z tępego tekstu, szybko zostaje odesłany poza ekranowy kadr. Jego potencjał zmarnowano po całości. Hansen wyreżyserował swój film bezwiednie, jakby na oślep, licząc chyba, że z popularnych frazesów poskłada mało oryginalny, ale efektywny horror.",63.0,55.0,12.0
negative,negative,"[demon, horror, tandetny]","[egzorcyzmować, demon, horror, o, tandetny]",1.7,-0.6666666666666667,Tandetny horror o egzorcyzmowaniu demonów.,5.0,5.0,3.0
negative,negative,"[fatalny, montaż, nieuzasadniony, barwny, amatorski, chaotyczny, niemały, ten, niezdecydowany, sam, specjalny, dezorientacja]","[on, fatalny, pozostawiać, grupa, widz, oszpecić, niczym, być, wyglądać, nagrać, niezdarnie, życzenie, wywoływać, na, reżyseria, przez, wiele, efekta, montaż, zupełnie, nieuzasadniony, barwny, amatorski, do, chaotyczny, nagranie, zostawać, niemały, ten, korekta, niezdecydowany, pięć, lato, całkowicie, wstawka, już, a, sam, temu, specjalny, narosły, i, dezorientacja, od, nałożyć, u, jakość]",1.0,-0.16808510638297874,"Wygląda na całkowicie amatorski, niczym nagrany przez grupę studentów-zapaleńców. Pięć lat temu. Jakość samego nagrania pozostawia wiele do życzenia, do tego zostaje ono oszpecone fatalnymi efektami specjalnymi i niezdarnie nałożoną korektą barwną. Montaż jest chaotyczny, a zupełnie nieuzasadnione wstawki found-footage wywołują u widza niemałą dezorientację, narosłą już od niezdecydowanej reżyserii.",50.0,47.0,12.0
positive,positive,"[seans, wszystek, nieprzespany, interesujący, nadwiślański]","[do, seans, chcieć, wyruszać, wszystek, nieprzespany, noc, obejrzeć, dziś, świt, kina, interesujący, na, nadwiślański, kawał, i, już, polskie, ujrzeć, jeśli]",9.0,0.05,Jeśli ujrzeć chcesz nadwiślański świt i obejrzeć kawał interesującego polskiego kina już dziś wyruszaj do kina na seans Wszystkich nieprzespanych nocy.,21.0,20.0,5.0
positive,positive,"[dobry, jakiś, ten, ktoś, polski, który]","[wszystko, ekran, przed, dobry, wpuścić, prawie, dwugodzinny, profil, jedno, jakiś, ten, być, taki, film, rok, i, podkraść, film, wizualnie, ktoś, polski, który, na, z, kin]",9.0,0.05733333333333333,"Wizualnie są takim prawie dwugodzinnym instagramowym filmem, który ktoś podkradł z profilu jakiegoś hipstera-artysty i wpuścił na ekrany polskich kin. Są przede wszystkim jednym z najlepszych filmów tego roku.",29.0,25.0,6.0
positive,positive,"[marczak, wrażliwość, współczesny, wielobarwny, ludzie, pewny, młody]","[marczak, wrażliwość, to, zacierać, i, współczesny, dokument, wielobarwny, ludzie, fabuła, portret, granica, pewny, młody, film]",8.3,0.14666666666666667,Zacierający granice fabuły i dokumentu film Marczaka to wielobarwny portret pewnej wrażliwości współczesnych młodych ludzi.,15.0,15.0,7.0
positive,positive,"[szczęście, produkcja, dorosłość, życiowy, różnorodny, pokolenie, młode, energiczny, każdy, seans, bohater]","[oglądać, wszystko, chcieć, szczęście, przed, produkcja, się, dorosłość, życiowy, trakt, portret, stan, film, a, różnorodny, pokolenie, młode, energiczny, każdy, o, niezwykle, seans, jak, w, bohater, poszukiwanie, poczuć]",8.3,0.11728395061728394,"Film o różnorodnych stanach dorosłości, poszukiwaniu życiowego szczęścia, a przede wszystkim niezwykle energiczny portret młodego pokolenia. W trakcie seansu każdy chciałby poczuć się jak bohaterowie oglądanej produkcji.",27.0,27.0,11.0
positive,positive,"[poezja, piękny, filmowy]","[można, codzienność, zmontować, dobrze, umiejętnie, klecić, zarzucić, historia, poezja, tak, warszawa, piękny, filmowy, wiele, nie, z]",8.3,0.14583333333333331,"Tak pięknej Warszawy, tak dobrze zmontowanej historii, tak umiejętnie kleconej z codzienności filmowej poezji, nie można wiele zarzucić.",18.0,16.0,3.0
negative,positive,"[przeżycie, intymny, emocjonalny]","[przeżycie, intymny, ile, tyle, emocjonalny, film, nie]",8.3,-0.14285714285714285,"Nie tyle film, ile intymne, emocjonalne przeżycie.",7.0,7.0,3.0
negative,positive,"[marczak, międzygatunkowy, hybryda, fikcja, piękny, dramaturgiczny, melodia, ten, każdy, płynny, prawdziwy, głośny]","[marczak, międzygatunkowy, hybryda, wystylizować, pomiędzy, być, granica, film, kadr, fikcja, piękny, przez, jednocześnie, to, granica, dokument, do, dramaturgiczny, melodia, doskonale, ten, każdy, autor, płynny, a, prawdziwy, i, naginać, reżyserować, o, w, głośny]",8.3,-0.07395833333333335,"Międzygatunkowa hybryda, film naginający granice pomiędzy dokumentem a fikcją, do tego o pięknej, płynnej dramaturgicznej melodii. Reżyserowany - i to doskonale - przez autora głośnego ""Fuck for Forest"", Michała Marczaka, jest wystylizowany a jednocześnie w każdym kadrze prawdziwy do granic.",40.0,32.0,12.0
negative,positive,"[marczak, ten, impreza, pusty, kuchnia, inny, ten, pijany, ktoś, cały, koniec]","[marczak, ten, czy, impreza, albo, właśnie, ale, jeszcze, fabuła, że, być, pusty, wyglądać, noc, podłoga, kuchnia, kiedy, nad, zbudować, na, inny, taki, chodzić, dwójka, to, niedobitek, wy, wiedzieć, po, ten, gadać, wokół, dobiegać, pijany, ulica, moment, ktoś, czerpać, w, połowa, już, a, rano, środek, zapamiętać, dokument, cały, i, chwila, śpiący, z, koniec]",8.0,-0.07243589743589743,"Kiedy wygląda, że impreza już dobiega końca w środku nocy albo nad ranem, ale wy jeszcze z kimś gadacie na podłodze w kuchni, czy chodzicie po pustych ulicach z dwójką innych niedobitków, w połowie pijani, a w połowie śpiący, to już wiecie, że z całej tej nocy zapamiętacie właśnie ten moment. I wokół takich chwil jest zbudowana czerpiąca z dokumentu fabuła Marczaka.",62.0,52.0,11.0
positive,positive,"[świeżość, światowy, prawdziwy, rodzimy]","[kin, świeżość, i, ale, tylko, światowy, nie, prawdziwy, powiew, rodzimy, w]",8.0,0.2545454545454545,"Prawdziwy powiew świeżości nie tylko w rodzimym, ale i światowym kinie.",11.0,11.0,4.0
positive,positive,"[infantylny, łatwy, prawdziwy, szczery, marczak, interpretacja]","[wizualizacja, co, popadać, infantylny, łatwy, nie, prawdziwy, szczery, marczak, staje, unikać, przez, interpretacja, i, w, się]",8.0,0.09166666666666667,"Marczak nie popada w infantylne interpretacje, unika łatwych wizualizacji, przez co staje się szczery i prawdziwy.",16.0,16.0,6.0
neutral,positive,"[świeży, zabawny, bez, ciekawy, zadęcie, bolączka]","[świeży, od, potrafić, życiowo, umiejętnie, ukazać, także, wiarygodnie, a, dzieło, zabawny, okres, dorastać, bez, ciekawy, zadęcie, bolączka, środek]",7.5,0.0,"Dzieło ciekawe, świeże, życiowo zabawne, a także potrafiące umiejętnie ukazać bolączki okresu dorastania. Bez zadęcia, wiarygodnie, od środka.",18.0,18.0,6.0
positive,positive,"[ten, uniwersalność, nim, niezły, który, dwudziestolatek, pokolenie, wielki]","[ten, pomysł, uniwersalność, dobrze, ale, że, być, szczególnie, film, czuć, pewno, na, nim, może, niezły, zabraknąć, do, zarazem, nie, który, dwudziestolatek, pokolenie, i, zagrać, fabuła, w, brak, prawda, wielki, z, zrealizować, przekonać, coś]",7.0,0.015151515151515152,"Na pewno film niezły, który może przekonać szczególnie pokolenie dwudziestolatków. Jest zrealizowany z pomysłem, dobrze zagrany i nie brak w nim prawdy, ale zarazem czuć, że czegoś zabrakło do większej uniwersalności tej fabuły.",33.0,33.0,8.0
negative,positive,"[hipster, warszawski, bezwstydny, letni, pokoleniowy]","[hipster, tym, co, w, coś, manifest, pochopnie, utożsamiać, warszawski, być, zuchwale, improwizować, odpychać, i, film, bezwstydny, równocześnie, z, letni, zachwycać, pokoleniowy]",6.7,-0.15476190476190477,"Jest w tym improwizowanym filmie, pochopnie utożsamianym z manifestem pokoleniowym 20-letnich warszawskich hipsterów, coś zuchwale bezwstydnego, co zachwyca i odpycha równocześnie.",21.0,21.0,5.0
positive,positive,"[kształt, wyraźny, dwudziestolatek, marczak, pokolenie, dzisiejszy, obrazowy, szkoda, wiarygodny]","[kształt, tylko, nie, wyraźny, portret, spróbować, dwudziestolatek, temu, marczak, pokolenie, dzisiejszy, obrazowy, nadać, że, szkoda, bardzo, wiarygodny]",6.0,0.058823529411764705,"Wiarygodny portret dzisiejszego pokolenia dwudziestolatków, szkoda tylko, że Marczak nie spróbował nadać temu obrazowi bardziej wyraźnego kształtu.",17.0,17.0,9.0
negative,positive,"[głowa, nieprzespany]","[kilka, on, zostać, choć, do, na, nie, głowa, w, noc, nieprzespany, raczej, potrafić, zaliczyć]",6.0,-0.03571428571428571,"Potrafią zostać w głowie na kilka nocy, choć do nieprzespanych ich raczej nie zaliczymy.",14.0,14.0,2.0
positive,positive,"[niepełny, ciekawy, zjawisko]","[film, niepełny, niż, jako, ciekawy, obraz, zjawisko]",6.0,0.5,"Obraz niepełny, ciekawszy jako zjawisko, niż jako film.",8.0,7.0,3.0
negative,negative,"[strona, ten, formalny, marczak, poza, pretensjonalny, głowa]","[strona, ten, pusta, pytanie, wydawać, się, świat, tylko, serwować, nie, siedzieć, moja, muzyka, czemu, formalny, jaka, marczak, i, oraz, mi, poza, kupować, pretensjonalny, cokolwiek, dlaczego, w, jedno, pozbawić, wizja, głowa]",5.0,-0.1,"Tylko jedno pytanie siedzi w mojej głowie: dlaczego nie kupuje tej wizji świata jaką serwuje Marczak? Czemu wydaje mi się pretensjonalna, pusta i pozbawiona czegokolwiek, poza muzyką oraz stroną formalną?",30.0,30.0,7.0
positive,negative,"[postać, pewność, nim, fala]","[można, ani, nowatorski, też, być, postać, dla, krew, pewność, to, dopatrzeć, nakręcić, film, do, polskie, nim, się, nie, fala, reżyser, całkowicie, kości, a, nawiązanie, kina, nowa, i, dyskredytować, w, z, chcieć, sposób]",5.0,0.046875,"Nie chcę też całkowicie dyskredytować ani filmu, ani reżysera. Z pewnością sposób nakręcenia ""Wszystkich nieprzespanych nocy"" jest dla polskiego kina nowatorski, można się w nim dopatrzeć nawiązań do Nowej Fali, a aktorzy-amatorzy to postaci z krwi i kości.",38.0,32.0,4.0
neutral,negative,[wrażenie],"[pięknie, trudno, pustka, się, oprzeć, to, że, naprawdę, być, sfotografować, wrażenie]",5.0,0.0,"Trudno się oprzeć wrażeniu, że jest to naprawdę pięknie sfotografowana pustka.",11.0,11.0,1.0
positive,negative,"[przywiązany, życie, bohater, mocno, odpowiedzialność, maestria, par, niedźwiedzi, wewnętrzny, szkoda]","[do, przywiązany, życie, za, bohater, nie, że, im, być, reżyser, techniczny, wyświadczać, mocno, odpowiedzialność, tak, on, maestria, par, przysługa, niedźwiedzi, id, wewnętrzny, w, uprościć, szkoda, z, wizja]",5.0,0.24691358024691357,"Szkoda, że w parze z techniczną maestrią nie idzie odpowiedzialność za bohaterów. Reżyser jest tak mocno przywiązany do uproszczonej wizji ich życia wewnętrznego, że wyświadcza im niedźwiedzią przysługę.",28.0,27.0,10.0
negative,negative,"[problem, scena, zapis, marzenie, nudny, procent, nic, bohater, życie, sytuacja, czas, który]","[problem, dążyć, do, scena, zapis, marzenie, nie, improwizować, haj, nudny, procent, absolutnie, nic, bohater, życie, sytuacja, na, czas, o, swoje, bełkotać, w, który, po]",4.0,-0.041666666666666664,"Nudny, nie dążący absolutnie do niczego zapis scen, zapis improwizowanych sytuacji, w czasie których bohaterowie po procentach, na haju, bełkoczą o życiu, marzeniach, swoich problemach.",25.0,24.0,12.0
positive,negative,"[hipster, pokoleniowy, życie, produkcja]","[hipster, pokoleniowy, wszystko, urywek, życie, ani, dwa, jedynie, być, coś, nie, film, udawać, zwyczajny, produkcja, i, wydmuszka, o, manifest, to, irytujący, udawać, z, rejestracja]",4.0,0.041666666666666664,"Zwyczajna wydmuszka i produkcja udająca film o czymś. To nie jest pokoleniowy manifest, ani rejestracja urywka z życia dwóch irytujących hipsterów, jedynie film udający to wszystko.",26.0,24.0,4.0
neutral,negative,[],"[postulat, film, pustostan, nie]",3.3,0.0,"Film pustostanów, nie postulatów.",4.0,4.0,0.0
neutral,negative,[],"[bełkot, pięknie, sfotografować]",3.3,0.0,Pięknie sfotografowany bełkot.,3.0,3.0,0.0
negative,negative,"[bolesny, zły, jaki, bohater, młodość, ważny, uczucie, pasywność, opcja, postać, pełny, główny, rozwój]","[bolesny, się, ale, zły, pokonać, jaki, staje, bohater, młodość, historia, ważny, bywać, wątpliwość, dla, uczucie, pasywność, opcja, walczyć, i, postać, to, pełny, w, główny, aby, rozwój, sposób]",3.0,-0.026543209876543197,"Młodość bywa bolesna i pełna wątpliwości, ale ważne staje się to, w jaki sposób postacie walczą, aby pokonać to uczucie. Pasywność głównych bohaterów to najgorsza opcja dla rozwoju historii.",29.0,27.0,13.0
positive,negative,"[trzeźwy, sam]","[ekipa, co, podczas, gdy, się, bawić, przypominać, być, na, oglądać, świetnie, patrzenie, imprezować, trzeźwy, sam, film]",3.0,0.0625,"Oglądanie filmu przypomina patrzenie na imprezującą ekipę, co świetnie się bawi, podczas gdy samemu się jest trzeźwym.",17.0,16.0,2.0
neutral,negative,[udany],"[można, uznać, jedynie, udany, muzycznie, za, film]",1.0,0.0,"Jedynie muzycznie można uznać ""Wszystkie nieprzespane noce"" za film udany.",10.0,7.0,1.0
positive,positive,"[swój, genialny, łamigłówka]","[zawdzięczać, zarówno, gatunkowo, swój, i, genialny, sukces, psychologicznie, jak, łamigłówka, misternie, także, utkać, obsada]",10.0,0.10714285714285714,"Misternie utkana - zarówno psychologicznie, jak i gatunkowo - łamigłówka zawdzięcza swój sukces także genialnej obsadzie.",16.0,14.0,3.0
negative,positive,"[miejsce, ford]","[miejsce, wszystko, ford, i, na, piękne, u, być, swoje]",9.5,-0.1111111111111111,U Toma Forda wszystko jest na swoim miejscu i... jest piękne.,11.0,9.0,2.0
positive,positive,"[doskonały, aspekt, guzik, ostatni]","[znaczeniowy, doskonały, fabularny, i, na, warstwa, dopełniać, aspekt, dopiąć, techniczny, guzik, ostatni]",9.5,0.016666666666666663,Doskonałej warstwy fabularnej i znaczeniowej dopełniają dopięte na ostatni guzik aspekty techniczne.,12.0,12.0,4.0
positive,positive,"[ten, ważny, życie, który, każdy, człowiek, wszystek, wirtuozeria]","[chcieć, poprowadzić, ten, emocja, ale, umiejętnie, ważny, podziwiać, przeżyć, aż, film, życie, który, przed, na, to, uduchowić, stanowić, płaszczyzna, każdy, myślić, rollercoaster, estetyczny, wszystko, się, tylko, szokujący, historia, trzy, nie, uczuć, karuzela, i, człowiek, w, wszystek, wirtuozeria]",9.0,0.09684684684684686,"Ten film to nie tylko estetyczna wirtuozeria, którą aż chce się podziwiać, ale przede wszystkim karuzela emocji i szokujących przeżyć. Umiejętnie poprowadzona historia na wszystkich trzech płaszczyznach stanowi rollercoaster ważnych myśli i uczuć w życiu każdego uduchowionego człowieka.",38.0,37.0,8.0
positive,positive,"[obojętny, duży, kino]","[obojętny, duży, pozostawiać, i, kino, widz, przez, moment, nie, to, hipnotyzować, angażować, k]",9.0,0.06410256410256411,"Angażuje, momentami hipnotyzuje i nie pozostawia widza obojętnym. To kino przez duże K.",13.0,13.0,3.0
negative,positive,[tajemniczy],"[do, skłaniać, przygnębiający, tajemniczy, refleksja]",9.0,-0.3,"Tajemniczy, przygnębiający, skłaniający do refleksji.",5.0,5.0,1.0
positive,positive,"[świetny, który, produkcja]","[świetny, nagroda, który, powinny, o, produkcja, powalczyć, najwyższy]",9.0,0.25,"Produkcja świetna, która powinna powalczyć o najwyższe nagrody.",8.0,8.0,3.0
positive,positive,"[mistrzostwa, ford, cenny, sztuka]","[mistrzostwa, do, opanować, kina, manipulacja, ford, cenny, w, tom, sztuka, świat, tak]",9.0,0.125,Tom Ford do mistrzostwa opanował - tak cenną w świecie kina - sztukę manipulacji.,14.0,12.0,4.0
neutral,positive,[wielokrotnie],"[a, wielokrotnie, puszcza, zaskakiwać, nie, mamić, wciągać, także, zmysł]",9.0,0.0,"Wciąga, mami zmysły, nie puszcza, a wielokrotnie także zaskakuje.",9.0,9.0,1.0
positive,positive,"[oszałamiający, bez, kinowy]","[esencjonalny, widz, opuszczenie, że, reszta, wciągać, być, tak, sala, długo, zostawać, i, na, film, oszałamiający, bez, kinowy, z, po]",9.0,0.10526315789473684,"Są filmem tak esencjonalnym, tak bez reszty wciągającym i oszałamiającym, że zostają z widzem na długo po opuszczeniu sali kinowej.",20.0,19.0,3.0
negative,positive,"[swój, szczegół, nieprawdopodobnie, każdy, mocno, fascynujący, kinowy, który]","[niepokojący, sala, swój, szczegół, napięcie, nieprawdopodobnie, każdy, opuszczenie, wciągać, mocno, pozostawać, film, fascynujący, długo, trzymać, rewelacyjnie, na, obraz, zagrać, i, kinowy, dopieścić, w, który, myśl, po, świat]",8.5,-0.037037037037037035,"Obraz fascynujący, trzymający w napięciu, niepokojący, dopieszczony w każdym szczególe i rewelacyjnie zagrany. Film, który nieprawdopodobnie mocno wciąga w swój świat i pozostaje w myślach na długo po opuszczeniu sali kinowej.",31.0,27.0,8.0
positive,positive,"[przyjemność, sprytny]","[od, trudno, koncepcyjnie, ale, nie, że, być, reżyser, przyjemność, by, film, i, sprawić, wrażenia, widz, nasycić, opędzić, świetnie, powstać, zrealizować, to, ego, sprytny, się, jednak, po]",8.3,0.11538461538461539,"Film jest świetnie zrealizowany i koncepcyjnie sprytny. Trudno jednak opędzić się od wrażenia, że powstał nie po to, by sprawić przyjemność widzom, ale by nasycić ego reżysera.",27.0,26.0,2.0
negative,positive,[stopień],"[oderwać, najwyższy, i, od, pozwalać, emocjonalnie, nie, stopień, wzrok, w, się, angażować]",8.3,-0.05555555555555555,Angażuje emocjonalnie w najwyższym stopniu i nie pozwala oderwać od siebie wzroku.,12.0,12.0,1.0
negative,positive,"[niebanalny, nic, tajemnica, ogromny]","[a, narzucać, tym, emocjonalność, nie, niebanalny, się, nic, film, ładunek, zawierać, nieść, przy, tajemnica, wprost, nakręcić, w, ogromny, sposób]",8.3,-0.03508771929824562,"Nakręcony w niebanalny sposób film zawiera w sobie tajemnicę, niczego wprost nie narzuca, a przy tym niesie ogromny ładunek emocjonalności.",20.0,19.0,4.0
positive,positive,[zmysłowy],"[i, upajający, zmysłowy, niepokojący]",8.3,0.375,"Niepokojące, zmysłowe i upajające.",4.0,4.0,1.0
negative,positive,"[mroczny, bohater, hollywoodzki, nikt, inteligentny, spektakularny, gęsty, rozpierducha, ford, zgrabnie, audiowizualny]","[powracać, mroczny, siedem, z, ale, wszystko, być, spodziewać, tak, bohater, mieszać, na, film, hollywoodzki, to, bardzo, nikt, emocja, między, inteligentny, po, zmysł, spektakularny, gęsty, się, tom, działać, nie, gwałtowny, rozpierducha, ford, zgrabnie, oraz, czysto, gdzie, lato, audiowizualny, klimat]",8.0,-0.10087719298245615,"Tom Ford po siedmiu latach powraca ze spektakularnym filmem, gdzie wszystko się tak zgrabnie miesza. Nikt nie spodziewał się tak mrocznego, gęstego klimatu oraz gwałtownych emocji między bohaterami. Nie jest to czysto hollywoodzka rozpierducha, ale bardzo inteligentne, działające na zmysły audio-wizualne.",41.0,38.0,11.0
positive,positive,"[minuta, styl, ostry, niepełny, piękny, jakiś]","[iż, nadal, prawda, minuta, się, tutaj, dużo, ale, styl, być, sens, tak, a, reżyseria, samo, tytuł, ostry, niepełny, to, piękny, w, jakiś, rozmywać, po]",8.0,0.01736111111111111,"Prawdą jest, iż w jakimś sensie jest to tytuł niepełny, po 40 minutach dużo się tutaj rozmywa. Ale reżyseria nadal tak samo ostra, a styl nadal tak piękny!",28.0,24.0,6.0
neutral,positive,[który],"[sporo, warto, skondensować, doszlifować, ale, wymagać, który, obraz, być, oferować, zdecydowanie, widz, od, jednocześnie, wyzwanie, podjąć, odbiorca]",8.0,0.0,"Oferuje widzom doszlifowany, skondensowany obraz, ale jednocześnie sporo wymaga od odbiorcy - jest wyzwaniem, które zdecydowanie warto podjąć.",18.0,17.0,1.0
negative,positive,"[końcowy, fotel, nic, ładny, koniec, minuta]","[końcowy, fotel, wierzyć, napis, nic, się, siedzieć, nie, że, ładny, koniec, już, kilka, dalej, mieć, więcej, i, na, tu, sprawiać, wydarzyć, minuta, po, widz, jeszcze]",8.0,-0.11,"Sprawiają, że widz po napisach końcowych siedzi na fotelu jeszcze kilka ładnych minut i nie wierzy, nie wierzy że tu już koniec, że nie ma nic dalej i że już nic więcej się nie wydarzy.",35.0,25.0,6.0
negative,positive,"[mały, cal, spójny, który]","[mały, zafascynować, cal, dopieścić, w, spójny, który, niejedno]",8.0,-0.0625,"Spójny, dopieszczony w najmniejszym calu, który zafascynuje niejednego kinomaniaka.",9.0,8.0,4.0
negative,positive,"[ford, drugi, strona, udany, brutalność, ludzie, wszystek, samotność]","[klasa, oplatać, ford, z, widz, drugi, stojący, zacięcie, film, strona, udany, krawędź, i, na, brutalność, ludzie, wszystek, z, samotność]",8.0,-0.17982456140350878,Drugi udany film Toma Forda. Z klasą i zacięciem oplatającym widza ze wszystkich stron brutalnością i samotnością ludzi stojących na krawędzi.,21.0,19.0,8.0
positive,positive,"[kino, kuszący, mocny]","[wad, i, kino, kuszący, swoje, to, stylowy, mocny, mimo, szalenie]",8.0,0.16666666666666669,"Mimo swoich wad to kino szalenie stylowe, kuszące i mocne.",10.0,10.0,3.0
negative,positive,"[efekt, pokaz, dobry, imponujący, raz, praca, mod, amerykański, drugi, rola]","[projektant, efekt, co, pokaz, on, się, kolekcja, być, dobry, reżyser, imponujący, raz, praca, i, mod, amerykański, drugi, sprawdzić, równie, w, rola, po]",8.0,-0.009848484848484839,Amerykański projektant mody po raz drugi sprawdził się w roli reżysera. I efekt jego pracy jest równie imponujący co jego najlepsze pokazy kolekcji mody.,24.0,22.0,10.0
