index,emotion,rate,text,detectedEmotion,correct_guess,score,text_length,text_length_bin
3168,positive,10.0,"[być, taka, tak, genialny, śmieszny, że, on, nie, dać, da, si, to, ten, opisać]",positive,True,1,84,8
3169,positive,10.0,"[szanowny, móc, może, mieć, mat, mać, mata, namiar, na, jakiś, kadr, kadry, kadra, film, na, chodzić, ojciec, ocean, ten, moment, kiedy, zdejmować, hełm, po, ucieczka, oda, od, si, do]",negative,False,0,192,19
3170,positive,8.0,"[być, fajny, osiołek, ciasteczko, lord, wszystek, te, ten, ty, postać, być, kapitalny, ale, ojciec, ocean, ślepa, ślepy, szczur, denatka, leżeć, leżący, leżąca, na]",positive,True,1,176,17
3171,positive,8.0,"[wiek, obrona, lord, wiele, bo, juz, wszystko, napisać, powielać, on, nie, mój, mieć, sens, ale, ja, miąć, mecz, meczeć, pewien, pewny, być, genialny, uroczyć, urocze, uroczy, on, kultowy, pewnie, za, do, Polski, jako, jaka, idiom, ale, dlaczego, nikt, on, nie, ojciec, ocean, biedny, opuszczony, opuścić, lord, staroegipski, wiece, wiec]",negative,False,0,349,34
3172,positive,9.0,"[ja, miąć, wielki, zaleta, grafik, grafika, komputerowy, być, to, ten, że, zawsze, zagrać, taka, tak, jak, jaka, chcieć, to, ten]",negative,False,0,135,13
3173,positive,10.0,"[on, nie, doczytać, się, wiek, jakikolwiek, recenzja, to, ten, film, negatywny, reakcja, bo, sam, film, godny, być, wysoki, jako, jaka, film, dla, dziecko, wydawać, się, jednak, bardzo, kierować, do, dorosły, dorosła, no, ale, móc, może, wyciągać, zbyt, pochopny, wniosek, wiek, każdy, raz, dubbing, polski, być, przedni, oglądać, wiek, wersja, zarówno, angielski, jak, jaka, polski, wiek, ten, tracić, urok, wiece, wiec, tutaj]",negative,False,0,446,44
3174,positive,10.0,"[synek, znać, go, on, już, na, pamięć, bajka, już, dawno, on, nie, się, on, nie, letni, letny, synek, oglądać, raz, Jurek, wiek, rola, on, nie, mogel, móc, dobrać]",negative,False,0,173,17
3175,positive,10.0,"[to, ten, być, to, ten, być, to, ten, co, tygrysek, lubić, świetny, świetny, jeszcze, raz]",positive,True,1,95,9
3176,positive,10.0,"[komedia, dobrze, bawiać, si, na, tym, ten, to, film, osiołek, być]",negative,False,0,70,7
3177,positive,10.0,"[to, ten, dobry, film, wszechczas, niecierpliwość, premier, premiera]",positive,True,1,71,7
3178,positive,10.0,"[Disney, absolutnie, dobry, wszystek, niech, si, Disney, schować]",positive,True,1,66,6
3179,positive,10.0,"[Disney, absolutnie, dobry, wszystek, niech, si, Disney, schować]",positive,True,1,66,6
3180,positive,9.0,"[moi, moja, mój, moje, zdanie, zdać, znakomity, zdanie, zdać, znakomity, świetny, humor, każdy, dobry, element]",positive,True,1,116,11
3181,positive,10.0,"[to, ten, absolutny, debeściak, wiek, swój, kategoria, mój, mieć, konkurencja, długo, mieć, miał, on, nie, właśnie, kiedy, jeszcze, ojciec, ocean, dubbing, który, generalnie, on, nie, musić, musza, musieć, przyznać, że, PAN]",positive,True,1,238,23
3182,positive,10.0,"[mi, ja, się, podobać, mi, ja, się, podobać, ten, ta, być, taki, taka, ogół, można, możny, być, się]",positive,True,1,111,11
3183,positive,9.0,"[cudowny, dobry, bajka, świat, być, super, dowcipny, zabawny, po, prosty, genialny, brawo, brawa, dla, Stuhr]",positive,True,1,111,11
3184,positive,10.0,"[lubić, kremówka, film, być, jak, jaka, on, nie, móc, może, się, znudzić, na, oglądać, go, on, już, tysiąc, tysiące, raz, znać, go, on, na, polecać, chyba, on, nie, trzeba]",negative,False,0,186,18
3185,positive,10.0,"[jeden, fajny, film, ostatnie, ostatni, go, on, chyba, raz, nadal, on, nie, mama, mieć, mamić, mój, mieć, taka, taki, mała, mały, średni, średnia, ocena]",negative,False,0,161,16
3186,positive,7.0,"[kto, być, na, tym, ten, to, film, wiedzieć, jak, jaka, powinien, powinny, wyglądać, dobro, dobra, dobry, partia, na, mąż, być, bycie, duży, dużać, zielony, robić, ekspresowo, świeczka, romantyczny, kolacja, czucie, czuć, mięta, do, wszystek, wszyscy, także, zielony, zielone, zrobić, kolejny, część, wiedzieć, że, robić, bo, na, jeden, kończyć, się, on, nie, móc, może, wszystek, wszyscy, razem, raz]",negative,False,0,428,42
3187,positive,10.0,"[wat, kino, kinąć, kin, kina, płakać, oglądać, na, video, leżeć, na, ale, po, kilka, seans, już, na, ja, miąć, on, nie, to, ten, jednak, pierwsza, pierwszy, bajka, na, który, chcieć, iścić, iść, Sam, on, nie, wiedzieć, czy, mój, mieć, dużo, więcej, fan, wśród, dzieciak, czy, wśród, młodzież]",positive,True,1,320,32
3188,positive,10.0,"[no, co, tu, hit, bajka, super, ten, prosty, ja, miąć, ale, on, nie, zapominać, ojciec, ocean]",negative,False,0,97,9
3189,positive,10.0,"[rewelacja, świetny, jeszcze]",positive,True,1,30,3
3190,positive,10.0,"[rewelacja, zabawa, szczególnie, wiek, polski, wersja, językowy]",negative,False,0,66,6
3191,positive,10.0,"[oby, taki, dzielić, bajka, komedia, kurde]",negative,False,0,44,4
3192,positive,10.0,"[film, tekst, mucha, muszy, musza, on, nie, si]",negative,False,0,47,4
3193,positive,10.0,"[oglądać, każdy, móc, może, czas, dobrze, lepiej, czas, źle, gorzeć, ale, ja, mama, mieć, mamić, talent]",positive,True,1,113,11
3194,positive,10.0,"[czy, być, ktoś, oprócz, Jerzy, kto, być, wiek, stan, stać, stanąć, mi, ja, powiedzieć, co, rzec, rzecz, jasny, ojciec, ocean, finałowy, wiek]",positive,True,1,151,15
3195,positive,10.0,"[film, program, si, wy, informacja, na, strona, HyperText Transfer Protocol]",negative,False,0,76,7
3196,positive,10.0,"[to, ten, po, prosty, kultowy, film, on, nie, mój, mieć, się]",negative,False,0,64,6
3197,positive,10.0,"[podkład, polskie, polski, taka, tak, dalej, daleko]",negative,False,0,53,5
3198,positive,9.0,"[oglądać, tylko, podkład, wspaniały, nasz, rodzimy, rodzić, rynek, rynka, dać, ojciec, ocean, się, znać, to, ten, ogromny, podkład, jak, jaka, zawsze]",positive,True,1,159,15
3199,positive,10.0,"[być, móc, może, już, ciut, mi, ja, się, znudzić, uważać, że, być, ogół, on, nie, znosić, polskie, polski, wersja, językowy, ale, wiek, przypadek, dubbing, być, dodatkowy, wielki, plus, film, być, oczywiście, Jerzy, bajka, ale, większość, jej, on, fan, to, ten, dorosnąć, dorosły, alba, albo, przynajmniej, młodzież, wszystek, wszystko, wszyscy, który, go, on, jeszcze, on, nie, widzieć, chociaż, chyba, mało, być, taki, osoba]",positive,True,1,457,45
3200,positive,9.0,"[można, możny, powiedzieć, ojciec, ocean, tym, ten, to, film, sezon]",positive,True,1,71,7
3201,positive,10.0,"[on, nie, Jerzy, Stuhr, rzucać, na, kolano, do, bicie, bić, chyba, on, znajść, znaleźć, ogrom, ogr, ogromić, pewnie, do, go, on, si, doskonale, oda, od, pierwsza, pierwszy, do, tym, ten, to, film, być, bo, okazywać, okazować, si, nawet, ogr, maj, maja, iść, id, kiedy]",positive,True,1,280,28
3202,positive,8.0,"[fajny, cytat, cytata, ojciec, ocean, rycerz, ojciec, ocean, księżniczka, wiek, zamek, ojciec, ocean, strzec, on, smok, pozór, wydawać, się, być, bycie, typowo, pozora, pozór, się, bowiem, że, on, nie, wszystko, być, na, swój, typowy, dla, bajka, rycerz, być, obleśny, stwór, zamiast, rumak, mój, mieć, osła, osioł, księżniczka, bek, beka, bekać, smok, być, wat, tym, ten, to, teatr, absurd, twórca, czuja, czuć, się, bajka, czas, na, cytować, tu]",negative,False,0,473,47
3203,positive,8.0,"[genialny, dubbing, Jerzy, Stuhr, staje, staja, stajać, stawać, staj, na, wysokość, zadanie, zadać, osła, osioł, być, zabijać, humor, tłumaczenie, tłumaczyć, być, zrobić, tekst, tylko, wiek, angielski, zastąpić, rówień, równie, równia, śmieszny, polskie, polski]",positive,True,1,283,28
3204,positive,8.0,"[być, super, być, chyba, on, nie, do, koniec, być, to, ten, bajka, dla, wyraźnie, odbiegać, oda, od, Disney]",negative,False,0,113,11
3205,negative,1.0,"[kolejny, produkcja, on, nie, tylko, dla]",negative,True,1,41,4
3206,positive,10.0,"[słowić, słowa, słowo, powiedzieć, taka, tak, zrobić, być, fajny, film, oraz, postać, mój, mieć, on, nie, wybredny, słownictwo, maniery, manier, maniera, zaś, no, tu, sprawa, mój, mieć, się, zgoła, to, ten, zakompleksiony, zakompleksić, maleństwo, pociąg, do, duży, wielki, oda, od, się, ale, taka, tak, być, słodki]",negative,False,0,339,33
3207,positive,10.0,"[kultowy, juz, kilka, raz, być, dubbing, dobry, oda, od, raz, polecać]",negative,False,0,72,7
3208,positive,10.0,"[on, nie, film, być, super, jaka, jak, jaki, odlot, jak, jaka, on, imienia, im, imiesłów, iść, id, ten, ta, druga, drugi, drug, bo, mój, mieć, niby, to, ten, dać]",positive,True,1,170,17
3209,positive,9.0,"[być, dla, ja, miąć, film, scena, do, bajka, taka, tak, jak, jaka, wiele, do, nasz, film, wiek, oryginał, on, nie, nic, nica, ojciec, ocean, dubbing, ale, wiek, oryginał, Cameron, Diaz, zrobić, kawalić, dobry, nadziać, nadzieja, powstać, powstanie, kontynuacja, lub, lubić, film, utrzymać, wiek, podobny, si, ciosać, ciesać]",negative,False,0,337,33
3210,positive,9.0,"[co, tu, ojciec, ocean, tym, ten, to, film, si, bo, być, po, wiele, do, kino, kin, kina, tylko, nadziać, nadzieja, daleki]",negative,False,0,124,12
3211,positive,10.0,"[kochać, si, wiek, on, nim, oda, od, obejrzeć, potem, pot, być, kolejny, zawsze, pozostać, moja, mój, ten, ta, muzyk, muzyka]",negative,False,0,130,13
3212,positive,10.0,"[bajka, dla, ten, ten, ten, film, ponad, raz, leczyć, leczo, lecz, za, razem, raz, taka, tak, samo, sam]",negative,False,0,105,10
3213,positive,9.0,"[bajkowy, bajka, dawno, się, taka, tak, on, nie, uśmiać, dowcip, ciekawy, postać, genialny, wat, ogół, pomysł, zmiksować, różny, bajka, oraz, popatrzyć, popatrzeć, na, on, nie, doza, ironia, bardzo, mi, ja, się, urzec, ja, miąć, postać, osiołek, który, głos, użyczyć, świetny, wiek, ten, rola, szczery, wygadany, wygadać, bezpośredni, poczucie, poczuć]",positive,True,1,377,37
3214,positive,9.0,"[film, rewelacyjny, polecać, starsza, stary, starszy, odnaleźć, cosinus, co, pozdrawiać]",negative,False,0,92,9
3215,positive,9.0,"[być, ktoś, posiadać, jakikolwiek, muzyka, to, ten, film, to, ten, do, ja, miąć]",positive,True,1,85,8
3216,positive,9.0,"[przyjemny, bajeczka, niesamowicie, śmieszny, postać, wiek, tym, ten, to, film, były, być, śmieszny, miła, miły, no, ten, film, wiek, wersja, oryginalny, wiek, wersja, polskie, polski, ja, miąć, dobry, była, były, być, wersja, oryginalny, świetny, wiek, nasz, wersja, on, nie, podobać, mi, ja, się, tłumaczenie, tłumaczyć, być, trochę, trocha]",positive,True,1,363,36
3217,positive,9.0,"[Disney, się, umywać, film, animowany, animować, oczywiście, głos, jako, jaka, podkład, głos, osiołek, który, być, na]",negative,False,0,128,12
3218,positive,10.0,"[na, komputer, taki, tekst, być, po, prosty, przebojowy]",negative,False,0,57,5
3219,positive,10.0,"[się, trochę, trocha, cóż, ostatnio, musić, musza, musieć, przyznać, że, rozczarować, się, troszkę, troszka, ale, on, nie, sam, ale, edycja, na, być, że, oprócz, angielski, wersja, być, tam, tama, polski, dubbing, wiek, koniec, móc, pokazać, ale, także, cóż, coś, ja, miąć, ciągnąć, by, nauczyć, się, to, ten, język, więc, mama, mieć, mamić, kolejny, wat, sum, suma, po, hebrajski, co, obejrzeć, brzmieć, móc, może, na, raz, dla]",negative,False,0,465,46
3220,positive,10.0,"[każdy, chyba, to, ten, zabawny, animowany, animować, film, opowiadać, ojciec, ocean, duży, zielony, zielone, który, się, wszystek, wszyscy, bać, boja, ale, to, ten, on, nie, ojciec, ocean, to, ten, chodzić, wiek, być, to, ten, że, musić, muszy, musieć, uwolnić, księżniczka, który, być, wiek, wysoki, wieża, strzec, przez, jak, jaka, si, mój, mieć, osiołek, za, kompan, który, dopiero, spotykać, być, wart, warta, do, on, nie, na, wieko, wiek, tylko, szkoda]",negative,False,0,483,48
3221,positive,10.0,"[po, prosty, świetny, zachwycić, spodziewać, się, że, taka, taki, bajka, móc, może, aż, taka, tak, mi, ja, się, Polska, Polski, dubbing, być, świetny, duży, dużać, wiek, tym, ten, to, zasługa, Jerzy, taka, tak, się, on, nie, śmiać, śmieć, tekst, być, bardzo, dobre, dobry, te, ten, ty, wszystek, być, to, ten, bajka, dla, dziecko, ale, kupić, kaseta, video, już, wiele, raz, oglądać, wiek, dom, ten, dziwić, się, że, taka, tak, wiele, osoba, podobać, podoba, to, ten]",negative,False,0,497,49
3222,positive,10.0,"[juz, raz, on, nie, si, drugi, druga]",negative,False,0,37,3
3223,positive,10.0,"[ja, miąć, super, niedawno, po, raz, pierwszy, widzieć, ten, film, mi, ja, się, bardzo, kawał, także, widzieć, ten, film, wiek, wersja, że, być, gorszyć, zły, oda, od, mówić, okropnie, szybka, szybko]",negative,False,0,213,21
3224,positive,10.0,"[bez, beza, recenzja, opisywać, to, ten, film, bo, że, każdy, ojciec, ocean, on, nim, słyszeć, nawet, tylko, jedno, jeden, być, to, ten, dobry, film, animowany, animować, jaka, jak, jaki, wiek, żyć, życie, potem, pot, no, wiek, polskie, polski, dubbing, wiek, rola, Szkoda, tylko, że, taka, tak, krótko, ale, czekać, na, cześć, film, każdy, do]",positive,True,1,360,36
3225,positive,8.0,"[po, prosty, super, dobry, film, polecać, go, on, wszystek, wszystko, wszyscy, który, chcieć, się, świetnia, świetnie, Polska, Polski, dubbing, być, wprost, podkładać, głos, znakomicie, nawet, dobrze, lepiej, niżyć, niża, nizać, niż, wiek, oryginalny, jeszcze, jedno, jeden, film, koniecznie, trzeba, obejrzeć]",positive,True,1,326,32
3226,positive,10.0,"[bohater, to, ten, bardzo, ciekawy, zabawny, wiek, każdy, szanować, się, bajka, bajca, pierwszoplanowy, szlachetny, wat, tym, ten, to, wypadek, wielkolud, który, ani, trochę, trocha, on, nie, przypominać, piękne, piękny, książę, ratować, on, nie, być, ładny, przypominać, trochę, trocha, stare, stary, niezwykle, prysznic, zażywać, wiek, błoto, ząb, myć, resztki, resztka]",positive,True,1,393,39
3227,positive,10.0,"[animowany, animować, on, nie, dla, dziecko, film, oglądać, po, raz, ty, nadal, być, to, ten, animacja, to, ten, na, poziom, on, nie, być, to, ten, film, przeznaczyć, dla, te, ten, ty, dowcip, oferować, my, nowy, obraz, obraza, stereotypowy, bajka, do, to, ten, ten, polski, Stuhr, być, rewelacyjny, on, osiołek, to, ten, zdecydowanie, zdecydować, moja, mój, ulubić, ulubiony, on, nie, móc, się, doczekać, drugi, druga]",negative,False,0,434,43
3228,positive,10.0,"[biga, for, ten, film, już, raz, jeszcze, mi, ja, się, on, nie, znudzić, bo, on, on, nie, móc, może, si, bajka, dla, dorosły, dorosła, być, śmieszny, opowiedzieć, wiek, bardzo, wyjątkowy, sposobić, sposób, historia, ojciec, ocean, żyć, życie, człowiek, ludzie, jak, jaka, bardzo, pozora, pozór, móc, mylić, że, wiek, warto, warta, czas, spojrzeć, na, człowiek, ludzie, inny, do, to, ten, oczywiście, niesamowicie, śmieszyć, szczególnie, osioł]",positive,True,1,471,47
3229,positive,10.0,"[perełka, oby, jak, jaka, długi, to, ten, typ, film, powstać]",negative,False,0,64,6
3230,positive,10.0,"[mila, cosinus, taki, ten, humor, dobrze, dobrać, dobrany, po, raz, pierwszy, polski, dubbing]",positive,True,1,95,9
3231,positive,9.0,"[się, dawać, mu, on, on, nie, dziś, po, raz, musić, musza, musieć, stwierdzić, że, to, ten, film, można, możny, by, wymieniać, zaczynać, oda, od, dubbing, wiek, polski, wersja, przez, genialnie, zrobić, ucieczka, przed, smok, na, wspaniały, humor, uważać, że, kiedy, Polak, robić, dubbing, to, ten, psować, psuja, psuć, cały, film, niestety, być, chyba, jedyna, jedyny, jedyne, oda, od, ten, reguła, móc, może, ktoś]",positive,True,1,441,44
3232,positive,10.0,"[olbrzym, przecież, to, ten, film, to, ten, perełka, wszystko, być, taka, tak, idealnie, dobrać, dobrany, do, się, że, brak, jakikolwiek, miejsce, wiek, który, coś, on, nie, kleić, by, się, do, bić, na, wszystek, inny, animacja, ostatnie, ostatni, lato, rok, móc, może, nawet, za, główny, bohater, rewelacyjny, zarówno, polskie, polski, jak, jaka, to, ten, po, prosty, majstersztyk]",positive,True,1,398,39
3233,positive,9.0,"[co, za, obłędny, odlot, właściwie, na, tym, ten, to, powinien, zakończyć, mój, komentarz, ale, napisać, jeszcze, że, taki, ubaw, oda, od, dawny, iść, id, ojciec, ocean, to, ten, akurat, zupełnie, mi, ja, chwila, on, nie, dobrze, lepiej, zrobić, synchron, bo, śmiać, śmieć, się, taki, pierdółka, on, nie, to, ten, znakomity, sposobić, sposób, na, ćwiczenie, ćwiczyć, mięsień, mięsny, mięśny, on, nie, film]",negative,False,0,436,43
3234,positive,10.0,"[zostać, podłożyć, dubbing, przez, polskie, polski, aktor, choć, żałować, że, on, nie, móc, posłuchać, głos, Cameron, Diaz, mój, moje, ulubić, ulubiony, aktor, ego, ego]",negative,False,0,184,18
3235,positive,10.0,"[dobry, bajka, ja, miąć, być, dobry, bajka, pod, wiek, on, zabawny, być, tenże, też, to, ten, że, znajdować, znajdywać, si, tam, tama, postać, inny, Pinokio, kopciuszek, śpiąca, spać, śpiący, królewna, wiele, inny, być, świetny]",positive,True,1,246,24
3236,positive,10.0,"[być, jak, jaka, kremówka, jak, jaka, to, ten, powiedzieć, osioł, mi, ja, słowić, słowa, słowo, aby, opisać, genialność, to, ten, każdy, wzgląd, względem, być, polski, dubbing, Jerzy, Stuhr, wiek, rola, osła, osioł, być, ten, film, trzy, raz, za, każdy, razem, raz, wychodzić, kino, kin, kina, płakać, film, on, nie, zrobić, na, ja, miąć, taki, wat]",negative,False,0,374,37
3237,negative,1.0,"[jak, jaka, to, ten, ale, mi, ja, si, wcale, wcale, on, nie, bardzo, si, na, on, nim, bardzo, infantylny, nawet, jak, jaka, na, taka, tak, to, ten, si, ale, sam, nuda, dialog, kiepski, teza, taka, taki, ni, wiek, piec, ni, wiek, dowcip, być, film, ojciec, ocean, niebo, dobry, lepsze, to, ten, szum, nad, ojciec, ocean, co, chodzić]",negative,True,1,334,33
3238,positive,10.0,"[czy, dubbing, być, rewelacyjny, film, pierwszy, raz, wiek, wersja, potem, pot, przed, skończyć, raz, angielski, wszystek, wszyscy, plac, wersja, ja, si, to, ten, no, się, tylko, Stuhr, on, nie, bić, mocno]",negative,False,0,211,21
3239,positive,10.0,"[polski, wersja, raz, stwierdzać, że, bardzo, podobać, podoba, mi, ja, się, wersja, polskie, polski, dubbing, twierdzić, że, nic, nica, dobry, lepsze, oda, od, oryginalny, wersja, jakikolwiek, film, być, dobry, to, ten, być, być, po, prosty, genialny]",negative,False,0,260,26
3240,positive,10.0,"[zabawny, rewelacyjny, bajka, do, to, ten, super, Jerzy, Stuhr]",positive,True,1,63,6
3241,positive,10.0,"[ja, miąć, bomba, lato, rok, on, nie, przypuszczać, że, móc, się, taka, tak, ubawić, oglądać, być, pełny, uznanie, uznać, dla, twórca, super, humor, ciekawy, scenariusz, zamknąć, zamknięty, wiek, ramy, rama, bajka, no, dwójka, prześmieszny, główny, wiedzieć, czy, wiek, wersja, anglojęzyczny, osioł, być, taka, tak, śmieszny, ale, to, ten, co, zrobić, wiek, Polska, to, ten, być, mistrzostwo]",positive,True,1,419,41
3242,positive,10.0,"[Oscar, dla, Stuhr, to, ten, absolutny, hit, film, on, autoparodia, pan, Stuhr, wiek, Oscar, za, dubbing, to, ten, pan, Jerzy, powinien, go, on, on, nie, być, dla, dziecko, pewnie, on, nie, zrozumieć, nic, nica, to, ten, bajka, dla, ten, tu, jeden, dobry]",negative,False,0,257,25
3243,negative,1.0,"[beznadzieja, to, ten, jeden, zły, jaki, mi, ja, być, dane, dać, dany, dana, ten, złoty, który, wydać, na, to, ten, kichać, kicha]",negative,True,1,137,13
3244,negative,1.0,"[myśleć, myślić, ojciec, ocean, film, super, super, extra, decha, ogólnie]",negative,True,1,79,7
3245,positive,10.0,"[super, on, nie, tylko, dla, dziecko, komedia, on, nie, tylko, dla, oda, od, animacja, komputerowy, można, możny, pogratulować, wykonać, wykonanie, zadbać, ojciec, ocean, każdy, szczegół, aby, postać, były, być, nawiązanie, nawiązać, do, bajka, film, wymagać, pewien, pewny, wiedza, wiek, ten, dziedzina]",negative,False,0,319,31
3246,positive,8.0,"[to, ten, dobry, film, dla, bo, fabuła, być, bajkowy, ale, duży, ilość, podtekst, sugestia, aluzja, wobec, dorosła, dorosły, Alo, Ali, Al, Ala, szczerza, szczerze, to, ten, spodziewać, się, coś, tu, słusznie, podkreślić, doborowy, obsada, polski, ekipa, rola, Stuhr, być, godny, wysoki, najwyższy, dobry, fajny, nużyć, nienużący]",positive,True,1,348,34
3247,positive,8.0,"[on, nie, komentarz, ten, film, to, ten, dobry, komedia, jak, jaka]",positive,True,1,67,6
3248,positive,10.0,"[metr, rewelacyjny, bajka, eee, to, ten, chyba, on, nie, bajka, wiek, każdy, bądź, być, raz, rewelacyjny, produkcja, film, dla, dla, dorosły, kinoman, dla, dziecko, znajść, znajda, znaleźć, wiek, cosinus, na, swoić, swój, ten, kto, on, nie, widzieć, jeszcze, niech, szybka, szybko, nadrobić, ten, ta, wstydliwy, wiek, swój, życiorys]",positive,True,1,348,34
3249,positive,9.0,"[wielki, plus, za, tłumaczenie, tłumaczyć, polskie, polski, aktor, oraz, za, się, świetnia, świetnie, taki, taka, postmodernizm, lubić]",negative,False,0,142,14
3250,positive,8.0,"[mój, mieć, co, Jurek, Jurki, animacja, przepiękny, tylko, stopień, nisko, oda, od, zabijać, to, ten, rzec, rzecz, wiek, tym, ten, to, film]",negative,False,0,145,14
3251,positive,8.0,"[wat, koniec, bajka, ojciec, ocean, księżniczka, wiek, księżniczka, być, dziewczynka, móc, się, już, on, nie, piękne, piękny, szczupły, być, mieć, kiedyś, dziecko, to, ten, wiek, kółko, on, imienia, im, imiesłów, puszczać, ten, film]",negative,False,0,252,25
3252,positive,6.0,"[taka, taki, się, bajeczka, wybić, się, dzięka, dzięk, dzięki, świetny, tym, ten, to, że, nieliczny, nieliczni, niuans, który, on, nie, nadawać, się, dla, poza, tym, ten, to, dowcip, wstawka, parodiować, matrix, wykorzystać, już, dużo, wcześnie, wczesno, co, niekoniecznie, musić, muszy, musieć, on, nie, czepiać, się, dużo, więcej, dobro, dobra, dobry, rzec, rzecz, na, chandra, ale, przed, wszystek, wszystko, wszyscy, na, miła, miły, spędzić, czas]",positive,True,1,477,47
3253,positive,10.0,"[dawno, się, taka, tak, dobrze, on, nie, bawić, jak, jaka, na, tym, ten, to, film]",negative,False,0,84,8
3254,positive,10.0,"[super, ten, film, wczoraj, na, wideo, ten, film, być, bezbłędny, Stuhr, jak, jaka, zawsze, pokazać, swój, swoje]",positive,True,1,118,11
3255,positive,9.0,"[fajny, szkoda, tylko, on, nie, dubbing]",negative,False,0,40,4
3256,positive,9.0,"[raz, jeden, raz, pójść, do, kino, kin, kina, na, film, on, nie, komedia, ale, on, nie, za, bardzo, dla, dziecko, jeśli, chodzić, ojciec, ocean, on]",negative,False,0,153,15
3257,positive,10.0,"[super, dobry, film, ostatnie, ostatni, czas, by, si, móc, że, rysunkowy, tylko, dla, młody, młodszy, grono, jednak, obejrzeć, on, wszystek, film, wręcz, wręczyć, az, brak, mi, ja, słowić, słowa, słowo, do, mój, moje, pochlebny, zdanie, zdać, na, on, temat]",positive,True,1,271,27
3258,positive,10.0,"[dopracować, oda, od, strona, si, na, serio, seria, to, ten, ciekawy, prosty, kultowy, film, trzeba, to, ten, on, nie, raz]",negative,False,0,124,12
3259,positive,10.0,"[dopracować, oda, od, strona, si, na, serio, seria, to, ten, ciekawy, prosty, kultowy, film, trzeba, to, ten, on, nie, raz]",negative,False,0,124,12
3260,positive,10.0,"[wiek, wersja, oryginalny, wiece, wiec, on, nie, wiedzieć, jak, jaka, wiek, dubbing, polskie, polski, bardzo, mi, ja, si, zrobić, wiek, na, komputer, to, ten, jak, jaka, Bajek, oko]",positive,True,1,183,18
3261,positive,10.0,"[na, prezydent, raz, to, ten, za, pójście, pójść, film, być, fantastyczny]",negative,False,0,80,8
3262,positive,10.0,"[to, ten, być, film, on, nie, taki, film, to, ten, bajka, dla, dziecko, ale, taki, humor, si, tylko, po, film, dla, ten, dubbing, Zamachowski]",positive,True,1,143,14
3263,positive,10.0,"[być, po, prosty, aluzja, do, bajka, znać, znany, znana, umrzeć, Polska, Polski, dubbing, być, na]",negative,False,0,102,10
3264,positive,10.0,"[film, rysunkowy, on, nie, być, się, nudzić, raz, kolejny, polski, specjalista, oda, od, dubbing, okazały, okazać, się, on, nie, do, być, rewelacyjnie, dopasować, na, ale, połowa, ten, ocena, należeć, si, polskie, polski, aktor, podkładać, głos, animowany, animować, taka, tak, na, bok, być]",negative,False,0,307,30
3265,positive,10.0,"[to, ten, bajka, ale, bajka, dla, wspaniały, dawno, się, taka, tak, dobrze, on, nie, on, nie, mój, mieć, co, mówić, trzeba]",negative,False,0,129,12
3266,positive,8.0,"[dawno, dobrze, si, on, nie, na, film, jak, jaka, na, ja, miąć, na, siła, sil, ale, po, minuta, jej, on, straszliwie, szczerza, szczerze, jak, jaka, to, ten, hicior, to, ten, co, dziwny, pierwszy, wiek, si, film]",positive,True,1,215,21
3267,positive,10.0,"[to, ten, tylko, fajny, film, Fila, Fil, ja, miąć, juz, pierwszy, pierwsze, pierwsza, super, animacja, wiek, on, nie, mucha, muszy, musza, juz, to, ten, typ, produkcja, mój, mieć, to, ten, jak, jaka, się, ojciec, ocean, brzydki, potworek, si, na, godzinki, godzinka, wiek, fantazja, do, obraz, obraza, się]",negative,False,0,312,31
3268,positive,8.0,"[Stuhr, pomysł, jeszcze, fajny, Mądry, film, ojciec, ocean, wiele, walor, walory]",positive,True,1,83,8
3269,negative,1.0,"[ale, przyznać, ja, jako, jaka, przedstawiciel, takowy, za, razem, raz, kiedy, si, mima, mimo, wszystko, jakby, moja, mój, moje, wszystek, naiwny, bajka, wiek, taka, tak, to, ten, juz, musić, muszy, musieć]",negative,True,1,210,21
3270,positive,10.0,"[to, ten, być, się, do, szkoła, plakat, plakata, to, ten, film, pomyśleć, się, że, to, ten, kolejny, późno, gadać, moi, moja, mój, moje, kumpel, taki, metal, który, na, tym, ten, to, być, powiedzieć, że, to, ten, świetny, film, się, tym, ten, to, zdziwić, bo, sam, myśleć, że, być, kijowy, tu, jakiś, zdeprawować, mówić, mi, ja, że, ten, ta, kreskówka, być, spoko, więc, postanowić, obejrzeć, być, dobry]",positive,True,1,437,43
3271,positive,10.0,"[dubbing, ach, raz, on, imienia, im, imiesłów, si, dubbing, Stuhr, jako, jaka, być, po, prosty, wiedzieć, kto, to, ten, ale, mu, on, si, teza, do, nasz, polski, alba, albo, tekst, on, nie, skopać, sprawa, on, imienia, im, imiesłów, za, to, ten]",negative,False,0,251,25
3272,positive,10.0,"[to, ten, być, to, ten, dawno, si, taka, tak, on, nie, po, prosty, się, jeszcze, kilka, raz, wszystek, fajny, czy, wersja, oryginalny, ciekawy, być, jak, jaka, te, ten, ty, tekst, po, angielski, wiek, wykonać, wykonanie]",negative,False,0,224,22
3273,positive,10.0,"[film, bajka, inny, te, ten, ty, disneyowski, inny, animacja, moment, mój, mieć, si, na, ekran, widzieć, prawdziwy, postać, niby, rycerz, ojciec, ocean, zwyczaj, nierycerski, wiek, film, rola, wierny, pies, lord, czarny, charakter, on]",negative,False,0,239,23
