comments,emotion,rate
"Pozbawiona w zasadzie fabuły - ale nie wdzięku i przyjemnego ciepełka. Ja osobiście lubię filmy o sympatycznych safandułach, którzy jednak, gdy już ich własna uległość doprowadzi do pełnej utraty kontroli nad życiem, potrafią się postawić. Jeśli ktoś moją słabość podziela, może się śmiało wybrać.",positive,6.7
"W pierwszej części filmu Mollowi udawało się tak sprawnie mnożyć wątki i opowiadać tak zaskakujące anegdoty, że później ich nagły brak razi. Z drugiej strony nie sposób odmówić temu filmowi lekkości i oryginalności. Dlatego mimo niewybaczalnego braku pomysłu na zakończenie, wciąż warto go obejrzeć.",positive,6.0
"Reżyser umiejętnie bawi się szalonymi sytuacjami i tragikomizmem, ale wydaje się, że chęć oryginalniejszego domknięcia opowieści opuściła go przy pisaniu scenariusza. Zakończenie wydaje się wymuszone i pospieszne.",positive,6.0
"Jest filmem bombastycznym, ale w pewien sposób kameralnym, kiczowatym, ale też pięknym, nadającym się bardziej do podziwiania niż przeżywania.",positive,7.5
"Gwiazdorska obsada i scenariusz, który nie atakuje odbiorcy przesadną ilością absurdów, sprawiają, że mamy do czynienia z obrazem w sam raz na leniwy letni wieczór.",positive,7.0
"Ubisoft wysmażył film, który naprawdę ma szansę spodobać się fanom serii.",positive,7.0
"Przeładowany wątkami oraz pseudofilozoficznymi i psychologicznymi aspektami obraz, lecz mimo to zjadliwy i przyjemny dla oka.",positive,6.5
"Fani gry powinni pójść skonfrontować swoje odczucia z gry z wizją reżysera, miłośnicy filmów spod znaku ""płaszcza i szpady"" mogą podjąć to wyzwanie, żeby sprawdzić, jak takie filmy robi się współcześnie, zaś pozostali... pójdą na własne ryzyko.",positive,6.0
"Z pewnością fani i tak wybiorą się do kina, pozostali powinni wybrać inny seans, gdyż tylko niektóre udane sekwencje z przeszłości, nie są wystarczającym powodem, aby skusić się na ten spektakl.",positive,6.0
"Jest jedną z lepszych adaptacji gier. Posiada solidne atuty w postaci obsady, intrygującej historii - momentami niedopracowanej - i ciekawego wykonania.",positive,6.0
"Za mało znanych z gier scen z animusa, za mało walki jednostki z wielką historią, za dużo patosu. Jednak jak głosi motto asasynów - nic nie jest prawdziwe, wszystko jest dozwolone.",negative,5.5
"Za mało piętnastowiecznej Hiszpanii, za dużo czasów współczesnych. Świetne sceny akcji przegrywają z przewidywalnym scenariuszem i płytkimi postaciami.",negative,5.5
"Historia musi wciągać, a ta w Assassin's Creed nie zachwyca odbiorcy. Wszystko sprowadza się do źle napisanego scenariusza, może twórcy za szybko chcieli zabrać się za produkcję? Wizualnie, zwłaszcza gdy mowa o wspomnianych wyżej scenach walk i ucieczek przez miasto, film rzeczywiście spełnił swoje zadanie, zachwycił. Jednak to nie wystarczy, by uznać go za dobry.",negative,5.0
"Całość ma momenty, na których z pewnością warto zawiesić oko, ale niestety cierpi na chroniczny brak sensownej, spójnej fabuły, co sprawia, że twórcy wykorzystali bardzo niewielki procent potencjału.",negative,5.0
"W popularnej grze drzemał potencjał na wielkie kino przygodowo-fantastyczne. Nic z tych rzeczy, twórcy nie wykorzystali tej szansy.",negative,5.0
"Jest bardzo nierównym filmem. Swoją plastycznością ujęć buduje wielki świat pełen przemocy, ale który gubi dynamikę na kruchej warstwie fabularnej przy której można dosłownie przysnąć.",negative,5.0
"Przenoszenie gry wideo na ekran kinowy to niewdzięczne zadanie, które rzadko kiedy kończy się sukcesem. Wciągający i poruszający świat może stracić wszystkie swe zalety, gdy zostanie odarty z interaktywności zapewnianej przez elektroniczną rozgrywkę. Niestety stało się to udziałem również najważniejszego cyklu Ubisoftu.",negative,5.0
"Brak poświęcenia uwagi detalom historii sprawia jednak, że pomimo pędzącej jak huragan akcji i efektownej oprawy, zaangażowania wykrzesać z siebie nie sposób.",negative,4.5
"Widać, że jest to początek większej całości, która może kiedyś powstanie. Ja jednak mówię pas.",negative,4.0
"Jest kiepski nawet z perspektywy fana oryginału. Nie można jednak twórcą odmówić faktu, że przynajmniej się starali, że chcieli się wybić ponad przeciętność.",negative,4.0
"Padł ofiarą obosiecznego ukrytego ostrza, gdyż zawiera zarówno mroczne i tajemnicze elementy znane z serii gier, jak i mnóstwo błędów technicznych rodem z najstarszego Animusa.",negative,4.0
"Po filmie nakręconym na podstawie serii gier komputerowych nikt nie oczekuje poruszania problemów z gatunku kina moralnego niepokoju. Niestety, twórcy ""Assassin's Creed"" najwyraźniej chcieli dodać swemu dziełu głębi. Nie wyszło.",negative,4.0
"Jestem fanem, ograłem i przeczytałem dosłownie wszystko, co pojawiło się w temacie i dalej uważam, że ten film jest zły. Bardzo zły.",negative,4.0
"Rozczaruje nie tylko fanów cyklu, ale również widzów liczących na dobrą rozrywkę.",negative,4.0
"Całość jest nudna jak flaki z olejem i zagrana na najwyższych tonach, bez krzty rozładowującej patos ironii.",negative,4.0
"Kolejna ekranizacja gry komputerowej w gwiazdorskiej obsadzie, o której będziecie chcieli jak najszybciej zapomnieć.",negative,4.0
"Poprawny, ale bez żadnej energii, ani w warstwie wizualnej, ani aktorskiej.",negative,3.3
"Mógłbym mówić tu dalej o tym, że CGI nieciekawe, że muzyka z koszyka ""średniowieczne podrygi"" w Media Markt, że źle chwyta się desperackich nawiązań do growego pierwowzoru, ale zwyczajnie mi się nie chce, bo Assassin's Creed to film mierny w każdym calu, po którym w pamięci zostanie wam jedynie Fassbender w kapturze. A to nie jest warte, uwierzcie.",negative,3.0
"Pomijając bolączki scenariusza i gry aktorskiej, ""Assassin's Creed"" sprawia wrażenie taniego i tandetnego filmu, którego ogromny budżet przejęli twórcy kampanii reklamowej.",negative,3.0
"Stanowi wybitny przykład adaptacji skopanej. Jest nonsensowny, nudny i nieprzemyślany. Szkoda znanych aktorów, sporego budżetu i bardzo dobrej marki...",negative,3.0
"Jeśli lubisz serię Assassin's Creed, to możesz zaryzykować, ale nie nastawiaj się na zbyt wiele. Jeśli nie lubisz adaptacji gier i o odwiecznym konflikcie asasynów i templariuszy nigdy nie słyszałeś, to seans możesz sobie z czystym sumieniem darować.",negative,3.0
"Reżyser ma spore problemy, aby zaoferować coś, co mogłoby zespolić widza zarówno z fabułą, jak i bohaterami świata przedstawionego, których emocjonalność jest praktycznie nieistniejąca, a przemiany, które się w nich dokonują podyktowane logiką idioty.",negative,3.0
"Nie jest filmem bardzo złym, a jego seans nie jest męką. Jest to niestety jednak obraz, który nic nie wnosi do świata X muzy.",negative,2.0
"Nie ogląda się źle, bo to dobra rzemieślnicza robota reżyserska Justina Kurzela, a pod koniec filmu jest moment, który potrafi bardziej zaangażować, ale całe wrażenie psuje głupia końcówka.",negative,2.0
"Produkt pozbawiony serca, przeraźliwie nudny oraz ociosany z elementów, które angażowały w wirtualną rozgrywkę i potrafiły przykuć do telewizora.",negative,2.0
Młody reżyser udźwignął temat z niezwykłą gracją i stworzył jeden z najlepszych filmów roku.,positive,10.0
"Obraz jedyny w swoim rodzaju, łączący magię Złotej Ery Hollywood ze współczesnym cynizmem oraz zestawiający romantyczne bujanie w obłokach z tym, co musimy poświęcić, aby spełnić nasze marzenia.",positive,10.0
"Damien Chazelle stworzył obraz, który stał się nową klasyką.",positive,10.0
To z jaką łatwością Chazelle łączy to co klasyczne z tym co współczesne jest w La La Land najpiękniejsze.,positive,10.0
"Wielki, filmowy list miłosny. Do marzycieli, jazzu, musicalu, Los Angeles i kina.",positive,10.0
Mimo wszystko jest idealny. Parafrazując znany slogan - magic is in the air. I to w tym filmie jest najcenniejsze.,positive,10.0
"Ponadprzeciętny pean oddany marzycielom. ""La La Land"" śmiało wysuwa się na podium najlepszego filmu 2017 roku.",positive,10.0
Piękny hołd dla kina i ponadczasowy klasyk.,positive,10.0
"Świetna okazja do znalezienia potężnej dawki ciepła w zimowym i prawdopodobnie śnieżnym świecie. Obraz Damiena Chazelle'a pokazuje, że musical wciąż nie powiedział ostatniego słowa i można w jego konwencji przedstawić poruszającą i niebanalną historię.",positive,9.5
"Świat kocha marzycieli, a ja od pierwszej sceny na autostradzie pokochałam ""La la land"".",positive,9.0
"Prężenie intelektualnych muskułów jest tu zbędne, wystarczy zwykła otwartość na wspaniały świat i historię, które z ujmującą czułością zostały przedstawione przez reżysera. Nawet ja, choć mam alergię na musicale, wyszedłem z seansu więcej niż cały i zdrów.",positive,9.0
"Trudno nie wpaść w zachwyt oglądając La La Land, tym bardziej że każdy z elementów tej produkcji zasługuje na wyróżnienie. Melodramat, komedia i musical w jednym, doskonale wyważone, a perfekcja realizacyjna wręcz zdumiewa.",positive,9.0
"To jest najpiękniejsze, co zobaczycie w kinie w tym roku, tylko dlatego, że życie jest piękne, czy wam się to podoba czy nie.",positive,9.0
"Zachwyca, czaruje i trzyma w garści przez całe 2 godziny seansu. To wcielenie magii kina, pomost między starym a nowym Hollywood i jeden z najsympatyczniejszych filmów ostatnich lat.",positive,9.0
"Ciężko wyobrazić mi sobie, że Damien Chazelle mógłby nakręcić jeszcze lepszy film niż ""La La Land"". Jest to obraz doskonale napisany, wyreżyserowany i wyprodukowany, praktycznie bez skaz, będący wielkim hołdem dla jazzu i Hollywood.",positive,9.0
"Absolutnie magiczny, niesamowity i cudowny!",positive,9.0
"Zachwyca i emocjonuje, bo wszystkie jego elementy współgrają ze sobą jak najlepsza orkiestra. I dzięki temu można się w nim zakochać po uszy.",positive,9.0
"Cudownie skomponowany, poprowadzony i opowiedziany film. Majstersztyk.",positive,9.0
"Jako ewidentny spadkobierca gatunku, spełnia swoją naczelną rolę w stu procentach - cieszy oko, raczy ucho, dostarcza rozrywki i sprawia prawdziwą, niekrytą przyjemność.",positive,9.0
"Najpiękniejszy filmowy prezent na początek roku dla wszystkich romantyków i marzycieli, który pozwoli rozświetlić nawet najbardziej szarą rzeczywistość.",positive,9.0
"Dla takich perełek kocha się kino. A przepiękna scena wieńcząca film będzie za mną chodziła przez długi, długi czas.",positive,9.0
"Ma w sobie wszystko to co potrzebne do podniesienia widza na duchu, by zaraz doprowadzić go do łez wzruszenia. To rozrywka najwyższej klasy, w której nie sposób się nie zakochać.",positive,9.0
"Przede wszystkim genialna gra światłem i cudowna praca kamery. Dopiero potem rozczulający klimat lat 60., a dalej uroczy Ryan Gosling, wzruszająca historia, piękna muzyka czy czysty i emocjonalnie rozwijający frazę głosik Emmy Stone.",positive,9.0
"Orzeźwiający i zaskakująco przyjemny. Daje estetyczną radość, ale nie zapomina o duchowej strawie.",positive,9.0
"Skromna historia rozpisana głównie na dwie osoby, co jakiś czas wybucha znakomitym spektaklem barw, tańca i muzyki. Słodycz i melancholia spotykają gorycz i egocentryzm.",positive,9.0
"Wizualnie film reprezentuje piękno. Detale i odważne kolory przywodzą na myśl Almodovara, żaden kadr nie jest przypadkowy, a feerię barw uzupełnia fantastyczna gra świateł.",positive,9.0
"Ten film dał mi ogromny ładunek emocji, od radości, wielu uśmiechów, przez wzruszenia, po zrozumienie i akceptację.",positive,9.0
"Rzadko zdarzają się filmy tak perfekcyjnie zrealizowane - od pomysłu przez reżyserię, scenariusz, choreografię, muzykę, scenografię, kostiumy, montaż i zdjęcia, a kończąc na aktorstwie. Każdy znajdzie tu coś dla siebie - zwolennicy musicali, wielbiciele komedii, miłośnicy melodramatów docenią La La Land na swój sposób.",positive,9.0
"Warto go zobaczyć, albowiem takiego filmu jeszcze nie widzieliście.",positive,8.7
Nieprawdopodobnie piękny film panie Chazelle.,positive,8.5
"Nie jest arcydziełem i sporo w tym filmie pięknych scen, które najzwyczajniej w świecie nie zachwycają. Wyjątkowość tego musicalu polega jednak na niepowtarzalnym klimacie, osiągniętym dzięki magicznej scenografii, czarującym zdjęciom, a przede wszystkim ujmującej muzyce.",positive,8.5
"Jest w tym filmie magia, którą można poczuć od pierwszych scen.",positive,8.5
"Pełen ciepła, humoru oraz pozytywnej energii. A równocześnie taki, który nie boi się sprowadzić swoich bohaterów na ziemię i pokazać na ekranie trudów prawdziwego życia.",positive,8.5
"Wszystko zdaje się grać w ""La La Land"" - dosłownie i w przenośni, a jednak nie jestem nim tak zachwycona, jak ""Whiplash"".",positive,8.3
"Jest dziełem wyjątkowym, ponieważ zaskakuje, a przecież ta sztuka współczesnym tytułom nie zdarza się nader często. Damiene Chazelle zabiera wszystkich w niesamowitą, słodko-gorzką podróż po marzeniach i przekonuje, że należy dążyć do nich wbrew całemu światu.",positive,8.3
"Jest, więc ""La La Land"" czarującą wizualną perełką dla wrażliwców.",positive,8.3
"Jeden z najlepszych musicali, jakie w życiu widziałem. Widowiskowy, ironiczny, porywający.",positive,8.3
"Delikatny, nostalgiczny, ale też pełen bezczelnego wigoru. ""La La Land"" to jeden z filmów, który przypomina, dlaczego kino nazywa się niekiedy magicznym wehikułem.",positive,8.3
"Lekki, przyjemny i powinien przypaść do gustu nawet osobom, które nie przepadają za musicalami.",positive,8.0
"Świetnie nakręcony film, który z jednej strony patrzy z sentymentem wstecz, cytując sceny ze znanych musicali, z drugiej choć jest kolorowy, radosny i bajkowy, całkiem twardo stąpa po ziemi, dziejąc się tu i teraz. Będąc idealną odtrutką na coraz bardziej absurdalną i szarą rzeczywistość jaka nas otacza.",positive,8.0
"Kolorowe stroje, cudna scenografia, piękne zdjęcia i precyzyjne układy choreograficzne składają się na unikatową oprawę filmu, eklektyczną estetykę stanowiącą mieszankę stylu retro z jak najbardziej współczesnymi rozwiązaniami.",positive,8.0
"To nie tylko bardzo solidne rzemiosło udowadniające, że warto czekać na kolejne filmy Damiena Chazelle'a, ale film także nienachalnie skłaniający nas do kilku ważnych rozważań: jakie chcemy mieć życie i czy robimy wszystko by takie było.",positive,8.0
"Obraz Chazelle'a jest znacznie poważniejszy, głębszy i mocniejszy niż z pozoru się wydaje.",positive,8.0
"Przeuroczy, przepięknie zrealizowany film o potędze miłości i sensie pogoni za marzeniami, któremu jednak trochę zabrakło, by móc nazwać go arcydziełem. Od marzycieli dla marzycieli.",positive,8.0
"Historia niby prosta i prosto opowiedziana. Majstersztykiem jest jednak włożenie w jedną opowieść równie dużej dawki optymizmu, co smutku, by całość nie rozleciała się na kawałki. Tu wszystko pasuje, by użyć wyświechtanej bufetowej analogii, jak marchewka z groszkiem.",positive,8.0
"Absolutna rewelacja. Nie zastanawiajcie się, czy ruszyć do kina, bo już nic radośniejszego może się w tym roku nie trafić.",positive,8.0
"Jest jak tort bezowy z mango, po którym zamawia się sernik z malinami oblany gorącą czekoladą i nie kieliszek, ale butelkę szampana. Po wszystkim trochę mdli nas z przesłodzenia, ale nawet wtedy nie potrafimy odepchnąć perwersyjnej myśli, że chcemy więcej.",positive,8.0
"Zobacz, czym jest magia kina w najczystszej postaci!",positive,8.0
"Świetna produkcja rozrywkowa, która dostarcza odpowiedniej dawki pozytywnych emocji potrzebnych do poradzenia sobie z zimową chandrą oraz śnieżną pogodą.",positive,8.0
"Uroczy film o marzycielach i dla marzycieli. Roztańczona, rozśpiewana i kolorowa bajka o Krainie Snów.",positive,8.0
"Zdjęcia, kostiumy, scenografia, gra światłocieniem tworzą jeden z najpiękniejszych filmów, jakie widziałam w ostatnim czasie. Wzroku nie można oderwać.",positive,8.0
Ładny i sentymentalny obrazek z rozśpiewanego Hollywood.,positive,8.0
"W warstwie wizualnej ""La La Land"" ociera się o arcydzieło. Zachwycają piruety kamery, soczyste nasycone kolory, dopracowana choreografia i eleganckie kostiumy.",positive,8.0
"Jest bardzo udanym filmem, świetnie zagranym, wyreżyserowanym i sfotografowanym.",positive,8.0
Jako reanimacja gatunku naprawdę martwego spisuje się fantastycznie. Jest też najładniejszym hołdem dla magii kina w tej dekadzie.,positive,7.5
"Cholernie życiowy i cholernie prawdziwy. Jeśli przekopać się przez warstwy kodów i symboli, jeśli dotrzeć do warstwy psychologicznej, to tam naprawdę jest co oglądać.",positive,7.0
"Widz nie powinien wstydzić się czerpania przyjemności z seansu, bowiem nie zawsze film musi zmuszać do ciężkich kontemplacji. Więc może pozwólmy sobie na chwilę się zapomnieć i po prostu wybierzmy się na ""La La Land"".",positive,7.0
"Jest historią opowiedzianą m.in. dzięki kolorom. Czerwień, żółć, zieleń, a przede wszystkim błękit, mają za zadanie wyrażać emocje, potrzeby i pragnienia bohaterów.",positive,7.0
Pomimo licznych zalet to film ma dość zasadniczą wadę - fabularnie jest on dość przeciętny.,positive,7.0
"Damien Chazelle przywrócił do łask zakurzony, traktowany ostatnio raczej po macoszemu gatunek musicalu, prezentując go w całej jego krasie, jednocześnie odświeżając go i bawiąc się z konwencją.",positive,7.0
"Kto kocha musicale i kupuje tę roztańczoną konwencję nie powinien jednak mieć ""La La Land"" wiele do zarzucenia. Numery wokalne zwalają z nóg, palce po paru chwilach same zaczynają wystukiwać rytm, a wesoła aura na ekranie udziela się i na widowni.",positive,7.0
"Kapitalnie zagrany przez duet Stone-Gosling, brawurowo opowiedziany melodramat ze świetną ścieżką dźwiękową przypominającą dlaczego miłośnicy prawdziwego jazzu tak uwielbiają jego przełomowy ""Whiplash"".",positive,6.7
"Możecie nie lubić Goslinga, możecie - tak jak ja - nie lubić musicali, ale La La Land na dużym ekranie jednak warto zobaczyć dla jego strony technicznej, nawet jeżeli prawdopodobnie będziecie przy tym cierpieć.",positive,6.5
"Daleko mi do uznawania ""La La Land"" za wybitną pozycję. Doceniam jednak warsztat Chazella, który z niezbyt interesującego scenariusza uczynił udane widowisko z atrakcyjną otoczką.",positive,6.0
"Nie porusza żadnego interesującego tematu i niczym nie może zaskoczyć, ale jest pokazem mocy studyjnego systemu produkcji.",positive,6.0
"Podczas pierwszego seansu dałam się uwieść widowiskowości ""La La Land"" i sprawności, z jaką reżyser ""Whiplash"" wywołuje w nas erotyczne wręcz zaangażowanie - kusi powabem i zachęca do koncentrowania wzroku na pięknych ludziach i przedmiotach. Niestety, choć wszystko każe nam pokochać ekranowych bohaterów oraz historię rozegraną w ""żywych"" barwach i w szerokim Cinemascopie, to ostatecznie wszystko prowadzi do degradacji musicalowej poetyki.",negative,5.0
"Warto zobaczyć wyłącznie dla kilku scen, które świadomie powinniśmy pozbawić kontekstu całości.",negative,5.0
"Jednych ""La la land"" zauroczy, innych rozczaruje. Do kina warto się wybrać z uwagi na przewidywane Oscary. Ale lepiej za wiele sobie nie obiecywać.",negative,5.0
Jest jednak filmem do bólu przeciętnym. Szału nie ma.,negative,5.0
"Nie będę może twierdził, że była to jakaś totalna chała i gniot, ale jak dla mnie La La Land to po prostu ładna, kolorowa filmowa wydmuszka, która nie ma widzowi tak naprawdę kompletnie nic do zaoferowania i oblicza kinematografii nie zmieni w żadnym stopniu.",negative,4.0
Jak na polskie standardy to dość dobry film z gatunku tych nieroszczących sobie praw do miana ambitnego czy artystycznego kina.,positive,7.0
"Sympatyczne kino obyczajowe, które uniknęło pokusie bycia głupią komedią romantyczną.",positive,7.0
Efekt jest zaskakująco przyzwoity i nie miałbym nic przeciwko sequelowi.,positive,6.0
"Lekki, całkiem zabawny, a przy tym niegłupi film ze znakomitą kreacją Marcina Perchucia oraz równie dobrymi, choć słabiej napisanymi Agnieszki Więdłochy, Piotra Stramowskiego, Macieja Zakościelnego, Krzysztofa Stelmaszyka czy Sonii Bohosiewicz.",positive,6.0
"W ""Po prostu przyjaźń"" ilość wątków nie przekłada się na lepsze zrozumienie idei przyjaźni. Tak jak w jednych epizodach jedynym niezapomnianym przeżyciem są ujęcia gór, a nie gra aktorów, tak w drugich trudne relacje dwóch najlepszych przyjaciół pokazane są niemal idealnie. Wyważone, potrafią wzruszyć i które są odbiciem prawdziwie męskiej przyjaźni. Szkoda, że pozostałe nie potrafią tak zaleźć za skórę.",positive,6.0
"Nie brakuje scen udanych, dobrych ról i ciepłych postaci. Są chwile, kiedy film ogląda się ze sporą przyjemnością. Przeszkadzają jednak liczne niedoróbki oraz nieumiejętne rozegranie niektórych wątków.",negative,5.5
"Styl tej ekranowej opowieści, naprawdę niezłe aktorstwo, technika wykonania i płynący w stronę widowni morał są w stanie ocalić ""Po prostu przyjaźń"" od niebytu słabych polskich komedii.",negative,5.5
"Porównywanie filmu ""Po prostu przyjaźń"" do kultowych ""Listów do M."" jest trochę na wyrost, bo łączy je właściwie tylko wielowątkowość. Brakowało mi trochę tego poczucia humoru i lekkości znanej wszystkim z ""Listów..."". Trzeba się od początku skupiać żeby ogarnąć tempo wydarzeń, a smutne momenty niejedną wrażliwszą osobę doprowadzą do łez.",negative,5.0
"TVN wie, jak zrobić dobry wizualnie film. Szkoda, że jest to jedynie pusta, kolorowa wydmuszka.",negative,5.0
"Frekwencyjnym hitem jednak na pewno będzie, a jeśli widzowie nie postawią przed nią wygórowanych wymagań, to może się spodobać. W dodatku nic się nie straci spóźniając się do kina i wchodząc nawet w połowie.",negative,5.0
"Po prostu przyjaźń, to po prostu film. Nie zjawisko, nie niezapomniane przedstawienie, czy wyjątkowy seans, to po prostu film, który zostanie zapomniany tak szybko, jak szybko zniknie z kinowych ekranów.",negative,4.0
"Ponaddwugodzinny seans nie przyprawia o ból krzyża, nie wprawia w zażenowanie, ale nie dostarcza też większej frajdy.",negative,4.0
"Kulejąca fabuła zakrawa momentami na niezamierzoną komedię. Przestaje jednak mieć znaczenie, gdy na ekranie jest pięknie i dźwięcznie.",negative,4.0
"Jest zlepkiem ciekawych pomysłów na krótkometrażowe filmy, które na siłę zostały wepchnięte do jednego worka. Nie wyszło to ładnie ani składnie, a na pewno nie z sensem.",negative,3.0
"Kino niekradnące punktów IQ widzom, czy wymierzające ciosy myślącym, ale też nie stawiające przed nim żadnych wyzwań i nie tworzące więzi emocjonalnej.",negative,3.0
"Jest filmem nieudanym i niepotrzebnym, rozgrywającym się w jakiejś abstrakcyjnej i wygładzonej rzeczywistości, rodem z modnego magazynu lifestylowego.",negative,2.0
"Ewidentnie nieudany film, w którym po raz kolejny próbowano wykreować układ epizodów o życiu współczesnych Polaków.",negative,1.0
"Filmidło, które nie powinno ujrzeć światła dziennego.",negative,0.0
"Śmieszy, ale nie pozostawia za sobą wspomnień jak z filmu Roacha.",positive,6.0
"Taką komedię można kupić w każdym sklepie z komediami, ale na szczęście nie jest tak obrzydliwie, jak by mogło być.",positive,6.0
"Posiada naprawdę niezłe elementy, przede wszystkim świetne aktorstwo Jamesa Franco i Bryana Cranstona, a także ciekawy morał traktujący o akceptacji i dojrzewaniu, czy bystrą, końcową refleksję odnośnie życia. Jednakże nie sprawdza się praktycznie zupełnie jako komedia.",negative,5.0
"Słaba komedia z kilkoma dobrymi momentami. Jest ich jednak stanowczo za mało, by wybrać się na ten film do kina.",negative,5.0
"Twórcy mają wprawdzie ambicje, by powiedzieć coś o świecie, w którym druk przegrał z cyfrą, a skala tego konfliktu stała się metaforą generacyjnej przepaści, ale koniec końców wiele ciekawego do powiedzenia nie mają. Jeśli zaś idzie o humor, waha się on pomiędzy niedogotowaną satyrą na nowe media a kloacznymi anegdotkami w rodzaju jąder martwego łosia lądujących na czyjejś twarzy.",negative,5.0
"Opiera się na seksualności i wulgaryzmach, ale pod powłoką rozbuchanych charakterów przynosi odrobinę ciepła i otuchy.",negative,5.0
Jest po prostu nieśmieszny.,negative,4.0
"Niestety, w przypadku Dlaczego on? można śmiało powiedzieć, że się nie udało. Ani zabawić widza na przynajmniej przyzwoitym poziomie, ani wykrzesać z tej głupiutkiej fabułki trochę ikry.",negative,3.0
"Pogodny, śmiały, dowcipny i wyrazisty.",positive,9.0
"Kolejna ciekawa bohaterka, a także odpowiedni ludzie na odpowiednich miejscach sprawili więc, że dostaliśmy następną znakomitą biograficzną produkcję.",positive,8.7
"Jeszcze niedawno mógłby być odebrany jako wciągający, zrealizowany z dbałością o realia, historyczny obrazek na pikantny temat, dziś, w dobie konserwatywnej kontrrewolucji, skierowanej szczególnie w kobiecą wolność i seksualność, staje się wypowiedzią polityczną.",positive,8.3
Ogląda się naprawdę dobrze i przyjemnie. Jako facet nie nudziłem się podczas seansu i mogę tą pozycje polecić.,positive,8.0
"Serce rośnie gdy ogląda się polskie filmy stojące na takim poziomie. Filmy świetnie zagrane, realizowane z przekonaniem, werwą, przepięknie nakręcone, dopracowane w szczegółach, wywołujące konkretne emocje.",positive,8.0
Aktorzy dobrani do tego filmu są naprawdę niesamowici.,positive,8.0
"Przede wszystkim, Sztukę kochania po prostu bardzo dobrze się ogląda.",positive,8.0
"Otwartość, nieskrępowanie, niesamowity dystans - to główne filary filmu.",positive,8.0
To może być najlepszy polski film 2017 roku.,positive,8.0
"Nie jest to produkcja równie wybitna co ""Bogowie"", bo i nie ma aż tak wyśrubowanego tempa, licznych dowcipów, one-linerów i bardziej wielowymiarowego bohatera, ale to i tak jeden z lepszych polskich filmów ostatnich lat, a z pewnością najodważniejszy: nie ma wyciemnień podczas rozbieranych scen, a jest ich naprawdę dużo.",positive,8.0
"Jeśli ""Bogowie"" reprezentują poziom Olimpu to ""Sztuka kochania"" momentami sięga, może nie szczytów, ale wyżyn polskiej kinematografii.",positive,8.0
"Magdalena Boczarska zagrała rolę życia, w efekcie czego otrzymaliśmy bardzo dobry film, będący od początku do końca przemyślaną i dopracowaną produkcją. Doskonale się to ogląda, a ekipa Watchout Productions powoli staje się gwarancją jakości.",positive,8.0
"Nie tak dobry film jak Bogowie tych samych producentów, ale z pewnością wart obejrzenia i zapewniający rozrywkę.",positive,8.0
"Takich filmów właśnie oczekuje się od rodzimego kina. Opartych na prawdziwych historiach i biografiach wartych opowiedzenia, a przy tym znakomicie wykonanych zarówno pod względem scenariuszowym, wizualnym, jak i muzycznym.",positive,8.0
"Pełna energii, barw i siły rażenia, która nie pozwala przejść obojętnie obok kina.",positive,8.0
Inspirujący portret zdeterminowanej rewolucjonistki.,positive,8.0
"Ciekawa mieszanka dramatu, komedii, filmu obyczajowego oraz wręcz heist movie pokazując, jak ciężko jest walczyć o przedstawienie czegoś tak naturalnego dla życia każdego człowieka jak seks.",positive,7.5
"Porządne i bardzo dobre kino biograficzne. Wszystko bardzo ładnie poukładane, świetnie poprowadzone, mądrze opowiedziane. Historia, w której są emocje i jest kawał kina.",positive,7.5
"Pozostaje znakomitym filmem rozrywkowym, zabawnym, wzruszającym, potrafiącym wciągnąć.",positive,7.5
"Wielobarwna, wyrazista, pełna humoru, ale i ukrytych wzruszeń biografia kontrowersyjnej rewolucjonistki, która śmiałymi teoriami kruszyła cenzorskie mury PRL i łamała społeczne tabu.",positive,7.5
"Niebanalny, pełen osobliwości i ambicji.",positive,7.0
Seksuologiczna kontynuacja kinowej sagi o bogach medycyny PRL-u wydaje się o wiele mniej udana niż jej kardiologiczny poprzednik.,positive,7.0
"Na pewno nie jest to dzieło dorównujące Bogom, czego zresztą nie oczekiwałam. Mimo to Sztuka kochania. Historia Michaliny Wisłockiej jest filmem całkiem dobrym, głównie za sprawą Magdaleny Boczarskiej, której znakomicie udało się oddać barwność postaci Wisłockiej.",positive,7.0
"Kawałek przyjemnego, a przede wszystkim świetnie zrealizowanego kina, które może wnieść nieco ożywczej energii do polskiej kinematografii.",positive,7.0
"Kino kobiece na całej linii. Choć z wadami, to zrealizowane z klasą.",positive,7.0
"Brawurowa biografia najsłynniejszej gorszycielki PRL-u, która nikogo nie pozostawi obojętnym. Lekki, zabawny, kolorowy film o sprawach wyjątkowo dziś aktualnych. Świetne aktorstwo!",positive,7.0
"Nie jest filmem rebelianckim, łamiącym tabu dla samego szumu. Dzieło prowokuje bowiem dyskusję i mimo że akcja rozgrywa się w archaicznej przeszłości, temat pozostaje aktualny, o czym świadczą aktualizowane wydania ""poradnika"" Wisłockiej, puentujące całość.",positive,7.0
"Ważny film z mocnym, feministycznym przesłaniem.",positive,7.0
"Bawi i rozczula, pozbawiony jest polskiego genu pruderii, obyczajowo prowokuje, a zdaniem niektórych widzów pewnie narusza tabu.",positive,7.0
